artifact_id	parent_corpus_database_id	artifact_role	file_name	sample_kind	sample_status	candidate_parser_family	mirror_local_path	sample_path	estimated_rows_or_members	column_count	columns_preview	pair_signal_count	effect_signal_count	n_signal_count	identity_signal_count	priority_score	parser_priority	recommended_next_stage	routing_basis	queued_at
source_artifact_004ddb6b0c54f384	repo_search_osf_92e639ac2dc7	data_file	Datensatz_Roh(Lehmann,Litters,Toplar).sav	metadata_only	metadata_only	statistical_package_parser	data/raw/source_artifacts/figure1_acquisition_repair/repo_search_osf_92e639ac2dc7/source_artifact_004ddb6b0c54f384__Datensatz_Roh_Lehmann_Litters_Toplar_.sav	steps/source_inventory/figure1/result_artifact_acquisition/repair/mirror_sample/artifact_samples/source_artifact_004ddb6b0c54f384.json		0		0	0	0	0	-4	low	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-02T09:17:08
source_artifact_660ddb1409fa88d6	repo_search_osf_92e639ac2dc7	data_file	Datensatz_bereinigt_nur14_(Lehmann, Litters, Toplar).sav	metadata_only	metadata_only	statistical_package_parser	data/raw/source_artifacts/figure1_acquisition_repair/repo_search_osf_92e639ac2dc7/source_artifact_660ddb1409fa88d6__Datensatz_bereinigt_nur14__Lehmann_Litters_Toplar_.sav	steps/source_inventory/figure1/result_artifact_acquisition/repair/mirror_sample/artifact_samples/source_artifact_660ddb1409fa88d6.json		0		0	0	0	0	-4	low	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-02T09:17:08
source_artifact_b9939b075c5598f1	repo_search_osf_92e639ac2dc7	data_file	Rohdatensatz_LenaJestrimski_SelinBayram.sav	metadata_only	metadata_only	statistical_package_parser	data/raw/source_artifacts/figure1_acquisition_repair/repo_search_osf_92e639ac2dc7/source_artifact_b9939b075c5598f1__Rohdatensatz_LenaJestrimski_SelinBayram.sav	steps/source_inventory/figure1/result_artifact_acquisition/repair/mirror_sample/artifact_samples/source_artifact_b9939b075c5598f1.json		0		0	0	0	0	-4	low	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-02T09:17:08
source_artifact_506efe18f0661e66	lead_border_2019	article_or_supplement_pdf	Border_AJP_2019.pdf		not_sampled	document_context_or_source_object_review				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_89834584cd4d5253	lead_border_2019	provider_file	appi.ajp.2018.18070881		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_8ee6c9b048ded308	lead_media_priming_2017	provider_file	:persistentId		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_06fd11003015d26b	lead_media_priming_2017	provider_file	dataset.xhtml		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_f66e83d44b22e59a	repo_search_dataverse_c2906b5dfd2b	code_file	1_baseline characteristics.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_e5df8e0a2b879bca	repo_search_dataverse_c2906b5dfd2b	code_file	2_Follow up data and Table 5.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_6cd768e6b6a185fa	repo_search_dataverse_c2906b5dfd2b	code_file	3_randomization and surgery dates.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_efa42391ef8ad7e3	repo_search_dataverse_c2906b5dfd2b	code_file	4_epi dataset.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_01794327bd45d588	repo_search_dataverse_c2906b5dfd2b	code_file	5_econ dataset.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_3079640ffed91521	repo_search_dataverse_c2906b5dfd2b	code_file	6_risk clasification and GEE.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_fd8f71101b8c4b7f	repo_search_dataverse_c2906b5dfd2b	code_file	7_ Epi analysis.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_375459719937ae5d	repo_search_dataverse_c2906b5dfd2b	code_file	8_Econ analysis.do		not_sampled	analysis_code_inventory				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_1b39cdd9a86a5c8f	repo_search_osf_3c6cdcbee4b9	provider_file	APS-presentation-RP-P-Design-LeBel.pptx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_986654b35b4675b6	repo_search_osf_92e639ac2dc7	provider_file	ANOVA mit Messwiederholung 28.12..docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_5f3d1aada2f009f1	repo_search_osf_92e639ac2dc7	provider_file	ANOVA mit Messwiederholung MIT Szeanrio 3.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_f33f1832d99b2a23	repo_search_osf_92e639ac2dc7	provider_file	ANOVA mit Messwiederholung Mood mit allen.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_68b25c048c278c40	repo_search_osf_92e639ac2dc7	provider_file	ANOVA mit Messwiederholung Mood ohne Szenario 3.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_d3af09cb3e5dfcd6	repo_search_osf_92e639ac2dc7	provider_file	Cronbachs Alpha Alle Szenarien.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_d4b3f6d99c21c1b3	repo_search_osf_92e639ac2dc7	provider_file	Data_Analysis_s23_1_Meissner_Schmauch_Rieckmann.jasp		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_84745edb97084b3e	repo_search_osf_92e639ac2dc7	provider_file	Data_unfiltered_S23_1_Wollmann_Buschermöhle_Düwel.jasp		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_2a98ebc2b0708776	repo_search_osf_92e639ac2dc7	provider_file	Datensatz_Analyse_Wollmann_Buschermöhle_Düwel.jasp		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_27bb23caa0a7067e	repo_search_osf_92e639ac2dc7	provider_file	Datensatz_Berechnungen_TimSaeger_LindaFriese.jasp		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_c80b80445c9bb364	repo_search_osf_92e639ac2dc7	provider_file	Datensatz_LenaJestrimski_SelinBayram.jasp		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_bd113127d5e7b67f	repo_search_osf_92e639ac2dc7	provider_file	Datensatz_Lyn Heintzen_Nadja Miroshnikova_Lara Penz_Nele Struckhof.jasp		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_69974e9f1b98b021	repo_search_osf_92e639ac2dc7	provider_file	Deskriptive Statistik_Stand 08.12.2023.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_7287c040060e5d9b	repo_search_osf_92e639ac2dc7	provider_file	Handout_LynHeintzen_NadjaMiroshnikova_LaraPenz_NeleStruckhof.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_304ff3ff62b8ea46	repo_search_osf_92e639ac2dc7	provider_file	Lineare Regression Alle Szenarien.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_11d5b4abcccedb33	repo_search_osf_92e639ac2dc7	provider_file	Präsentation_LenaJestrimski_SelinBayram.pptx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_53f1bf85a07db6fa	repo_search_osf_ea08e3722d17	provider_file	Figure1.BW.png		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_75739a2588ead839	repo_search_osf_ea08e3722d17	provider_file	Figure1.Colored.png		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_92afa0d9a9daaf4a	repo_search_osf_ea08e3722d17	provider_file	ML.web.Supplement.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:08
source_artifact_f54bcd26f72148e8	repo_search_osf_ea08e3722d17	provider_file	ManyLabsProposal.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:09
source_artifact_3e2e432c47d4a933	repo_search_osf_ea08e3722d17	provider_file	ManyLabsProposal_V1.1.docx		not_sampled	unknown				0		0	0	0	0	-20	low	repair_or_manual_inventory	no strong field signatures	2026-05-02T09:17:09
