rehydration_id	parent_corpus_database_id	artifact_id	provider	url	expected_sha256	expected_byte_size	route_kind	download_status	target_local_path	actual_sha256	actual_byte_size	access_metadata_written	error
figure1_rehydrate_8e8349603e879a55	raw_corpus:political_science_unlock	source_artifact_0a1a2d455ae7e5fe	osf	https://osf.io/download/vz7p5/		1987	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/public_goods_psbd4/oTree codes for the online survey__README-Instructions on the oTree codes.txt	011142874c0b8af7d0b65f40865acb29403e9b8424988d03cbce4fdf7fea4c61	1987		
figure1_rehydrate_1041a04ff7dd8d66	raw_corpus:political_science_unlock	source_artifact_38f00fbda949b89b	osf	https://osf.io/download/23jmq/		4328614	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/public_goods_psbd4/oTree codes for the online survey__relativeincome_main_final_Heroku.zip	76feb063170ba2115f2fa2390ae04160b4f1c7186eef9bfcf13324eb405cedb2	4328614		
figure1_rehydrate_030ccdf38140f547	raw_corpus:political_science_unlock	source_artifact_bd5739780118a3aa	osf	https://osf.io/download/dfxhw/		23080247	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/public_goods_psbd4/otree codes for the online survey round2__relativeincome_round2_main_replication.zip	b83996ba60acf805c81515d6ef9eb6ea2d87dc4a186ea2ac340a89621a224e67	23080247		
figure1_rehydrate_bb786f6d1c1a9cf8	raw_corpus:political_science_unlock	source_artifact_ddbad5a6b9c57b53	osf	https://osf.io/download/hgm6w/		547931	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/data__Reddinger_Levine_Charness_vaccination_rct.zip	d0b3e25cec00ee33304053df8bd86caa5271fd11bdd9b15927729082f0a3e7d1	547931		
figure1_rehydrate_7686251bf0bd0c38	raw_corpus:political_science_unlock	source_artifact_d5ae61ab8424c5fc	osf	https://osf.io/download/cgmbt/		1579199	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/paper__Reddinger_Levine_Charness_Vaccination_RCT_2022-07-28.pdf	2af82a52559f91c68d5e9e1b38ccd726d689e8cf544c7932e3a6eb617c75e0c6	1579199		
figure1_rehydrate_367a4c68282ea029	raw_corpus:political_science_unlock	source_artifact_2722a87cce744ba4	osf	https://osf.io/download/4jepz/		25219	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs.zip	4ad3abe80311e36f4e6b7435951a6e0785224ad28e2f0491e1de57069534a22f	25219		
figure1_rehydrate_6d23b7830edacf55	raw_corpus:political_science_unlock	source_artifact_c4551cb0fd83bd66	osf	https://osf.io/download/yj8un/		16394	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__concordant_recommendation.do	d81da385ba593e7352a59903375531203b4c39c366d628d68319c9f87359cbce	16394		
figure1_rehydrate_2ef17a45901b958b	raw_corpus:political_science_unlock	source_artifact_0470e4a4d4e4be35	osf	https://osf.io/download/fh57t/		7693	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__concordant_score.do	33f9201ec5a60cc966189f31d5191c856a04bc0ac0fb53c16f99cfdb978a7e9f	7693		
figure1_rehydrate_4a7fa9f6bdc1e877	raw_corpus:political_science_unlock	source_artifact_fe1c8482664ceb7a	osf	https://osf.io/download/s2zcr/		8641	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__concordant_segments.do	fe338076d9cf2965466827c2948ac89d813864a90b65b1b82a9d1518f672f34c	8641		
figure1_rehydrate_3953c584cf66fb7c	raw_corpus:political_science_unlock	source_artifact_ad54dac7ab92b255	osf	https://osf.io/download/pjmhw/		9446	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__concordant_topics.do	d503c296f053f2201e0e645bb42caebc6d4b9d215d3c032c842f33279fcb991a	9446		
figure1_rehydrate_a1bcaa47eaa36ddd	raw_corpus:political_science_unlock	source_artifact_149915b8b3d19b3b	osf	https://osf.io/download/4fme9/		14555	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__data_label.do	6b7cef34ee65327af7d0522e67bf5e591b94501c8f7b5be93f7cf920816d807b	14555		
figure1_rehydrate_17e6b87f608cf53b	raw_corpus:political_science_unlock	source_artifact_a8825913dd9dc183	osf	https://osf.io/download/egfuz/		10685	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__data_setup.do	210b60032175efa23fc2d4820db11f20489386ee79a7552a0ffc677799f5df3c	10685		
figure1_rehydrate_7e343233687d71dd	raw_corpus:political_science_unlock	source_artifact_da5d94c0456e031f	osf	https://osf.io/download/67a296b7d2fb6f7337b38c8d/		19183	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__graphics.do	7464de941e5777bfa00030182c54bce1eaecab86b255a134340d5f611a640ece	19183		
figure1_rehydrate_09330bda01850fac	raw_corpus:political_science_unlock	source_artifact_22614e117d55f5a9	osf	https://osf.io/download/8qmyf/		3517	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__graphics.r	0f53f566b06432cbfa40771d996097a3c5ee6122625dc476b63f5257e0a95829	3517		
figure1_rehydrate_1199a5599f8d40e6	raw_corpus:political_science_unlock	source_artifact_3c2f41b6d5197078	osf	https://osf.io/download/67a296b8ca03d8688cb38fab/		2495	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__main.do	bb7af6a92fb0e1bd4dc7e7b841944ff2aed4755d6695ccdbfa63a2ae8130d298	2495		
figure1_rehydrate_b9f20035dd0ccd37	raw_corpus:political_science_unlock	source_artifact_25b26c0cf901338d	osf	https://osf.io/download/r5djm/		28809	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__recommendations_for_conservatives.do	0e95b2d2999173253f7cb360f160ede09162581144ea06076dbc04e835b33133	28809		
figure1_rehydrate_772cc3672fbb9b2a	raw_corpus:political_science_unlock	source_artifact_dcae6878b19abf33	osf	https://osf.io/download/8psvr/		3895	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__sample_summary.do	8b9435dd7f56d2e129063af74377edecaae1b17296b4739fd21dd1867e3fa2a7	3895		
figure1_rehydrate_4c546185e0d04902	raw_corpus:political_science_unlock	source_artifact_08c5ff886a7de34b	osf	https://osf.io/download/3m4e9/		9961	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__sampling.do	6de970f02be597e3afbd28717a08a80ca9452ca52d722c71c7f6d58e9a7012e7	9961		
figure1_rehydrate_bcfc34bef44c36ca	raw_corpus:political_science_unlock	source_artifact_b2ea24a0f5e1800c	osf	https://osf.io/download/rgcp2/		2434	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/programs__summary_statistics.do	7a3cb1b3e1b70a37fb1280ba0095446faf73b5875de07906d8272155b0802841	2434		
figure1_rehydrate_1faf9df66f3753dd	raw_corpus:political_science_unlock	source_artifact_612a44d7c93044c9	osf	https://osf.io/download/e6kgp/		463	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/replicate.do	91a1d51cfed732958127ddf49dfc123ae505320ee94f0f36969404b865c25e1f	463		
figure1_rehydrate_0fdd6c26b598fa85	raw_corpus:political_science_unlock	source_artifact_75029db4fb362c72	osf	https://osf.io/download/pm3cd/		1103744	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/osf/vaccine_hesitancy_c8dvm/supplements__survey_elements.pdf	d7c60a912c54746f668ce00890feb961dba2b44d60844f73756ac45d98ede087	1103744		
figure1_rehydrate_1b81ef94031bae05	raw_corpus:political_science_unlock		dataverse	https://dataverse.harvard.edu/api/access/datafile/12127201		1470	recorded_provider_manifest	downloaded_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/schema.txt	010359d80a1888d4c76c10e306a84d199f703a933722f6543cdd10e4be383885	1470	steps/source_inventory/figure1/rehydration/access_events/figure1_rehydrate_1b81ef94031bae05.json	
figure1_rehydrate_182815132a54e0a5	raw_corpus:political_science_unlock		dataverse	https://dataverse.harvard.edu/api/access/datafile/12133028		64023532	recorded_provider_manifest	downloaded_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/trials.csv	82e0a929753114025442993aa2d8a7e7c4a8412982b1af94e3d0343f2f278838	64023532	steps/source_inventory/figure1/rehydration/access_events/figure1_rehydrate_182815132a54e0a5.json	
figure1_rehydrate_d3632fa3ea69124c	raw_corpus:political_science_unlock		dataverse	https://dataverse.harvard.edu/api/access/datafile/12127202		83922630	recorded_provider_manifest	downloaded_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/trials.json	0ba5bd7c833afca650758767d3d272370aed3eea0608c8375cfb7dda103ce6c9	83922630	steps/source_inventory/figure1/rehydration/access_events/figure1_rehydrate_d3632fa3ea69124c.json	
figure1_rehydrate_239051d1f2e0c0e0	raw_corpus:political_science_unlock	source_artifact_c30c29963c07b49c	zenodo	https://zenodo.org/api/records/10086097/files/gulzarkhan20240105.zip/content		1583944	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/10086096/gulzarkhan20240105.zip	5567a1899be0bb95f3484c57c9def4dbaee9472da78d8f407abcc92ab4264d8e	1583944		
figure1_rehydrate_a5e53c7a2c6236b9	raw_corpus:political_science_unlock	source_artifact_e0a37b9f80fadabc	zenodo	https://zenodo.org/api/records/10086097/files/gulzarkhan20240212.rar/content		1118443	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/10086096/gulzarkhan20240212.rar	243351aab032cb4c717dea677c4431dc290094e58b8fc47873b22f99561f9097	1118443		
figure1_rehydrate_4880ac5ed2f6f000	raw_corpus:political_science_unlock	source_artifact_df7694de0b8540df	zenodo	https://zenodo.org/api/records/10777625/files/Replication_MotivatedSkepticism_Apr2024.zip/content		1773150	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/10777625/Replication_MotivatedSkepticism_Apr2024.zip	e3c799313210ae2c7be1536744ac5654fd3c9f3c3691814ab26056a08b83d3ec	1773150		
figure1_rehydrate_dab230f2a58761c3	raw_corpus:political_science_unlock	source_artifact_303dbebb87cfbb71	zenodo	https://zenodo.org/api/records/15322600/files/PNAS_replication_package.zip/content		1004341	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/15322600/PNAS_replication_package.zip	5307ee262b6f4ac014415b78a5a6c42b24482c1d0c54d445ae04c17811d9878b	1004341		
figure1_rehydrate_0c46ac8eebca5a9d	raw_corpus:political_science_unlock	source_artifact_ffd6fb5b498e65e7	zenodo	https://zenodo.org/api/records/3942437/files/comparison-group-analysis.R/content		13354	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/comparison-group-analysis.R	49cbe518012ff9d4503b4e0803ba005ac480e7af4f0ac511f6d84b6b482f3d0a	13354		
figure1_rehydrate_9e6e2aebae524c7a	raw_corpus:political_science_unlock	source_artifact_2b3a306f63f5b6ab	zenodo	https://zenodo.org/api/records/3942437/files/fans-after-intervention.csv/content		3181	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/fans-after-intervention.csv	41448942920ee5e1992c9d4a5b88a35898e255c4ef5875f0c884e48669e05b0a	3181		
figure1_rehydrate_19c662d4e2e36882	raw_corpus:political_science_unlock	source_artifact_3a98e67550e5bb95	zenodo	https://zenodo.org/api/records/3942437/files/fans-attitudes.R/content		2161	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/fans-attitudes.R	98790752d248d0abf72375ea4b6684f1ee2d9aba517e8c9b1b22fec5a004401e	2161		
figure1_rehydrate_68b0acc845b3cc55	raw_corpus:political_science_unlock	source_artifact_7cd738be4ab41f26	zenodo	https://zenodo.org/api/records/3942437/files/fans-during-intervention.csv/content		3012	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/fans-during-intervention.csv	73830db09f94570a328712b95a4b70fa35197d8b48be92a4d475c9d81a026f82	3012		
figure1_rehydrate_a2474f8ead6ecbf6	raw_corpus:political_science_unlock	source_artifact_c6bbdff799f12d50	zenodo	https://zenodo.org/api/records/3942437/files/main-analyses.R/content		37028	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/main-analyses.R	a7e311edc34fd943c159e9eb75f62c610f818688d3b7c98cd37bcbfd671b57ee	37028		
figure1_rehydrate_2abb5b1f12ce0eef	raw_corpus:political_science_unlock	source_artifact_ede40535cc2e234d	zenodo	https://zenodo.org/api/records/3942437/files/match-analysis.R/content		1677	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/match-analysis.R	3fbc20983f026c01ae684da646773636e43e80858a17d8675b8312801dcc83a4	1677		
figure1_rehydrate_3764ad945bdc9243	raw_corpus:political_science_unlock	source_artifact_8d74ba111aa2c54a	zenodo	https://zenodo.org/api/records/3942437/files/match-data.csv/content		10930	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/match-data.csv	40feca3dc917b0f1bacfe742192e50fc42c8e0e2d70339dff6caee892e592e98	10930		
figure1_rehydrate_323846119e57fc49	raw_corpus:political_science_unlock	source_artifact_7ccc51f3a2687633	zenodo	https://zenodo.org/api/records/3942437/files/mosul-outcome-wave-2-comparison.csv/content		10435	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/mosul-outcome-wave-2-comparison.csv	94c38eb8d4ca50bd5917f921e8a3b32670fd2c8b6df58251e7d3af0c89c153bb	10435		
figure1_rehydrate_ba0a719a885e1392	raw_corpus:political_science_unlock	source_artifact_019ef0b80ad1a738	zenodo	https://zenodo.org/api/records/3942437/files/mosul-outcome-wave-2.csv/content		4493	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/mosul-outcome-wave-2.csv	a8dc505c2dd71f1bf8c34b6ee55fa9c0be98dda74baaf315818afc2a9ee10eb1	4493		
figure1_rehydrate_7a90c61b9cf17f4e	raw_corpus:political_science_unlock	source_artifact_99a338058608e7c7	zenodo	https://zenodo.org/api/records/3942437/files/mousa-science-codebook.pdf/content		121303	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/mousa-science-codebook.pdf	81d89a980a7a86339aa34d82bd21c7f5b280bb5a57ca4c602e32bab260ae5005	121303		
figure1_rehydrate_87837e3d62e13e7d	raw_corpus:political_science_unlock	source_artifact_350540fb8b602455	zenodo	https://zenodo.org/api/records/3942437/files/muslim-attitudes.R/content		3088	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/muslim-attitudes.R	c3a821dae363747d2e1be02f057f3fe8a7c079ecd79af1bc37db90aa39856a29	3088		
figure1_rehydrate_67bbde6244243c83	raw_corpus:political_science_unlock	source_artifact_214383a955f077a5	zenodo	https://zenodo.org/api/records/3942437/files/muslim-attitudes.csv/content		2352	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/muslim-attitudes.csv	3d97d0d024d8b53109dabc25eeca2a488d05143c1f802b1655d32205e1170adf	2352		
figure1_rehydrate_ef896c2c315a7fc2	raw_corpus:political_science_unlock	source_artifact_ae020b23d488c0ac	zenodo	https://zenodo.org/api/records/3942437/files/wave-2-comparison.csv/content		62948	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/wave-2-comparison.csv	8f6f64d9af660e2dd6618b52186030cf263a4e78e9b83b1b406223263d824e40	62948		
figure1_rehydrate_6e830892b8f97fd2	raw_corpus:political_science_unlock	source_artifact_4b1bff0cb17bdaf9	zenodo	https://zenodo.org/api/records/3942437/files/wave-2.csv/content		56764	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/wave-2.csv	abaede29f1dd2ddab81aeff6e815a45f706f4f0274ee1d759b1d67f4364c6114	56764		
figure1_rehydrate_817a5608b7768e56	raw_corpus:political_science_unlock	source_artifact_e84479eba05b98f0	zenodo	https://zenodo.org/api/records/3942437/files/waves-1-and-2-comparison.csv/content		38168	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/waves-1-and-2-comparison.csv	1a39d6152f4753b03a215da735c06fc2145672a7f3766307ccb4b54ea9c83d11	38168		
figure1_rehydrate_f8b414472c6681a2	raw_corpus:political_science_unlock	source_artifact_11738de45874b411	zenodo	https://zenodo.org/api/records/3942437/files/waves-1-and-2.csv/content		29955	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/political_science_unlock/zenodo/3942437/waves-1-and-2.csv	450ecfc98d48707d123b4adc38ffdb2c846aded6c953e975ad3f3a8a1f015341	29955		
figure1_rehydrate_45c9d050cde1da50	raw_corpus:rpcb	source_artifact_9493a50a340f9e76	osf	https://osf.io/download/usftx/		83275	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_01.R	57e9a54e28c6982aea9433a1bae504598df5340ae9bb15667b8aa6dcbd63d298	83275		
figure1_rehydrate_074babdd6f21e0c9	raw_corpus:rpcb	source_artifact_f1567c510fe0a5a9	osf	https://osf.io/download/e6fg3/		10008	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_05.R	2d3e1b76d2038f6a9e361d64ea72bfcf949d0ad4791edb995d06d3c15ec4d0c4	10008		
figure1_rehydrate_44cb09ffdb3f71c2	raw_corpus:rpcb	source_artifact_6fd9714ec875ae30	osf	https://osf.io/download/6q5yt/		4953	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_06.R	03998d0ef8f83b7051199b5e7065dd940ac890ec274caaac9c2c083700e25d92	4953		
figure1_rehydrate_0c90cac7dd1fc231	raw_corpus:rpcb	source_artifact_6e3385e852572338	osf	https://osf.io/download/6m4ey/		23625	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_07.R	59f498f81803239204e871ba4511cf34d8e4dbbd62acf914bc73a1804eefd3ea	23625		
figure1_rehydrate_e5796f71d45da5e1	raw_corpus:rpcb	source_artifact_f53ef9454c76854c	osf	https://osf.io/download/dmx7r/		41574	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_08.R	d1265fbe72d5bd33938991400ada1e675e5527f673bdbde6966f749f611f6429	41574		
figure1_rehydrate_a14b44e7ce8deeb1	raw_corpus:rpcb	source_artifact_ad750d81b516958a	osf	https://osf.io/download/7rf2c/		106069	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_09.R	f063e2d524120f788150208bad03cc8d25259ab426239ee5a6b6159d9fa51fa4	106069		
figure1_rehydrate_100f7a49f4634f33	raw_corpus:rpcb	source_artifact_ee172c20f58930fe	osf	https://osf.io/download/qmksc/		16968	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_12.R	3609d4c599f3aab88eb72eb6554733f39ab708b06589088239605634cdc325d3	16968		
figure1_rehydrate_38bcc9b79580426f	raw_corpus:rpcb	source_artifact_4776eec167fd18b9	osf	https://osf.io/download/dpfgy/		23169	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_15.R	403d40971f3db71b1b126c6f2215fc59693ca56308e0ed068e6e5d31da94000d	23169		
figure1_rehydrate_d1666d128c42e1a2	raw_corpus:rpcb	source_artifact_415f1c37c81c9efb	osf	https://osf.io/download/hwef8/		38120	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_16.R	3b399e6c91c3c7ac9c14fb274e9f56a9eced9b1d548caf68cf140552654f628e	38120		
figure1_rehydrate_a185b7ad5aa516f6	raw_corpus:rpcb	source_artifact_2725a2adcbc98470	osf	https://osf.io/download/n59kr/		14956	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_19.R	8aaeac7f195e31492c485c6ce82d1a89c78f4a16eaa75ee430f005d4e4be28af	14956		
figure1_rehydrate_c8cf1d36182b2c69	raw_corpus:rpcb	source_artifact_b4de9231a1f0ec85	osf	https://osf.io/download/qkjtm/		54260	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_20.R	6366a9cdc00fb58df8cd2f012bae8d11ccb80ff5faf0d15413295481ba149601	54260		
figure1_rehydrate_09ac1e92b378d035	raw_corpus:rpcb	source_artifact_520c63860c59be49	osf	https://osf.io/download/8s7zc/		16629	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_21.R	f4a099b784104ab517598f7ae9c56b152de0a972df55b9fa743de91b5d844d4c	16629		
figure1_rehydrate_c72fedd0ff1b62f3	raw_corpus:rpcb	source_artifact_0f761c012b0a11d3	osf	https://osf.io/download/ke89r/		108011	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_24.R	6685dbf9320d488d559167c24b8afc6a8e10caa05275ceab910f6c68c4185b6e	108011		
figure1_rehydrate_8f299734d5526ff8	raw_corpus:rpcb	source_artifact_475c1a0685ca953a	osf	https://osf.io/download/48zyt/		29169	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_28.R	6af13d2f44f14d0b9a1df377bd1ed53863b93e200e6fb8f594f04b9d112864a9	29169		
figure1_rehydrate_1b85a91b499673a0	raw_corpus:rpcb	source_artifact_8c0e1c036765aa9d	osf	https://osf.io/download/pfmc5/		23824	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_29.R	d7d7c2a1bb4fbc131d9a0de6ed19a8d0fa91d15a1b2a30a8630563acfd13b1a7	23824		
figure1_rehydrate_447805b702669801	raw_corpus:rpcb	source_artifact_57fe2cb9fd7b5583	osf	https://osf.io/download/z64p5/		19816	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_37.R	d043be8b00043ad6eafd00be84e81bfad9bd1695e2924198820d5b33d2a951c6	19816		
figure1_rehydrate_7df73cc707bc7b4d	raw_corpus:rpcb	source_artifact_fb6bea490d6d3039	osf	https://osf.io/download/vmupy/		4658	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_39.R	a2e145a36b22e152dd15f07284d7a2a4c1c73b5fe3f450ba5393af7d78f18b19	4658		
figure1_rehydrate_57ba7691baabae41	raw_corpus:rpcb	source_artifact_d6a975f41711a9ca	osf	https://osf.io/download/73fpg/		25276	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_41.R	8fcf0ac7f1c30d0049b10b358aaa1ec3f23fe2e6476c98b1126373607e1fb4b6	25276		
figure1_rehydrate_cd9c96e793473819	raw_corpus:rpcb	source_artifact_cd76528758ed2187	osf	https://osf.io/download/gynr5/		25134	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_42.R	7191e033f55bda10127f4f210f0bbdb70ea58e42ab4d3e52993f75adac9ed46a	25134		
figure1_rehydrate_c7354606601ec96e	raw_corpus:rpcb	source_artifact_60f8310cbf4367de	osf	https://osf.io/download/fbmt5/		11904	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_44.R	a9112f1de4913634e7e678a43560774f49a4c526d04cae4f1b07df583fb3a7b3	11904		
figure1_rehydrate_09036d78fb40cfbb	raw_corpus:rpcb	source_artifact_30e285e57a2c7fc0	osf	https://osf.io/download/nh5aj/		44760	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_47.R	e6a93b10a156c601407eaf69f2702b09709a2bccd5d56da0920192b07f94b192	44760		
figure1_rehydrate_00ae3d8530439b32	raw_corpus:rpcb	source_artifact_db820b4708cf9614	osf	https://osf.io/download/rn5j3/		52157	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_48.R	1dae0c5a4a7163603f15000ba8b76395b41b23a91f2731499b95bf5e882d70e2	52157		
figure1_rehydrate_d9e08d656a6733af	raw_corpus:rpcb	source_artifact_a27df0c695945f6c	osf	https://osf.io/download/q57bu/		8769	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_50.R	cd0d90e741bd262be55f025bd573a1c25ba5cf48f2137f880035f4c07bfe73af	8769		
figure1_rehydrate_001a41c5d568929b	raw_corpus:rpcb	source_artifact_4edb871cec37bda6	osf	https://osf.io/download/p2ujw/		6246	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/Individual replication audits/RPCB_Final_Analysis_Study_Template.R	7f26caae3cc42ba6c25b0665d17d711dbab8a01ac4a8b5a8b7ff00c07d6486a3	6246		
figure1_rehydrate_15ac49e994a155e0	raw_corpus:rpcb	source_artifact_11a28d7a01b2c901	osf	https://osf.io/download/afexp/		19992	recorded_provider_manifest	existing_no_expected_checksum	data/raw/corpus_candidates/rpcb/RP_CB Final Analysis - Effect level data dictionary.csv	5c92bdba30780dbfb04e0f43f3c156664f879cab5b6620b75a3a9cd6713530f2	19992		
