point_id,nct_id,D,N,registered_result_rows,primary_rows,secondary_rows,other_prespecified_rows,conversion_methods,field,field_label,source_family,study_type,allocation,phases,overall_status,primary_completion_date,results_first_submit_date,lead_sponsor_class,intervention_types,outcome_title,source_url,row_unit,log10_N,log10_D
ctgov_api_trial_median_00001,NCT00001723,0.38139137293418973,200.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2011-10,,NIH,DRUG,Change in BMI Standard Deviation Score,https://clinicaltrials.gov/study/NCT00001723,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.3010299956639813,-0.4186291349120664
ctgov_api_trial_median_00002,NCT00002651,0.15146662815344927,930.0,6,6,0,0,chinn_log_hazard_ratio_to_d; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2013-06,,NETWORK,DRUG; OTHER,Emotional Functioning as Measured by the SF-36 Mental Health Inventory,https://clinicaltrials.gov/study/NCT00002651,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.9684829485539352,-0.8196830424441642
ctgov_api_trial_median_00003,NCT00002874,0.3858558837631374,760.0,9,1,8,0,chinn_log_hazard_ratio_to_d; event_count_or_to_d_from_count_measure; event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2015-08,,NETWORK,DRUG; RADIATION,Overall Survival (12-year Rates Reported),https://clinicaltrials.gov/study/NCT00002874,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.8808135922807914,-0.41357487297945184
ctgov_api_trial_median_00004,NCT00003389,0.010554630233164502,794.0,2,1,1,0,event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2011-09,,NETWORK,DRUG; RADIATION,Failure-free Survival at 5 Years,https://clinicaltrials.gov/study/NCT00003389,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.8998205024270964,-1.9765569769948088
ctgov_api_trial_median_00005,NCT00003869,0.2245479587523756,182.0,5,1,4,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2008-05,,NIH,DRUG; OTHER; PROCEDURE,Overall Survival (OS),https://clinicaltrials.gov/study/NCT00003869,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.2600713879850747,-0.6486908885264894
ctgov_api_trial_median_00006,NCT00004124,0.018805618835892008,961.0,2,2,0,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2017-08-12,,NETWORK,DRUG,Disease Free Survival,https://clinicaltrials.gov/study/NCT00004124,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.9827233876685453,-1.7257123706919375
ctgov_api_trial_median_00007,NCT00004259,0.14039161298366104,195.0,5,1,4,0,chinn_log_hazard_ratio_to_d; event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2015-02-01,,NETWORK,DRUG; RADIATION,(Phase III) Overall Survival (OS),https://clinicaltrials.gov/study/NCT00004259,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.290034611362518,-0.8526588362497555
ctgov_api_trial_median_00008,NCT00004859,0.0010727659567087674,546.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,TERMINATED,2009-12,,NIH,DRUG; RADIATION,Overall Survival Time,https://clinicaltrials.gov/study/NCT00004859,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.7371926427047373,-2.969495016894076
ctgov_api_trial_median_00009,NCT00004980,0.8609405378936859,50.0,4,1,3,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2005-01,,OTHER,DEVICE,Hallucination Change Score (HCS) After 9 Active/Sham rTMS Sessions,https://clinicaltrials.gov/study/NCT00004980,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.6989700043360187,-0.06502684268853139
ctgov_api_trial_median_00010,NCT00005957,0.10165058287157522,1832.0,2,1,1,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,NA,COMPLETED,2014-11-20,,NETWORK,RADIATION,Overall Survival,https://clinicaltrials.gov/study/NCT00005957,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.2629254693318317,-0.9928901267437683
ctgov_api_trial_median_00011,NCT00006170,0.4302405929767228,103.0,9,9,0,0,event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE4,COMPLETED,2009-12,,OTHER,BEHAVIORAL; DRUG,Smoking Abstinence,https://clinicaltrials.gov/study/NCT00006170,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.012837224705172,-0.3662886165563883
ctgov_api_trial_median_00012,NCT00006237,0.1504571610030282,402.0,2,2,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2012-07,,NETWORK,BIOLOGICAL; DRUG,5-year Overall Survival,https://clinicaltrials.gov/study/NCT00006237,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.60422605308447,-0.8225871372021387
ctgov_api_trial_median_00013,NCT00006721,0.18579157037492317,532.0,2,2,0,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2011-09,,NETWORK,BIOLOGICAL; DRUG; RADIATION,Overall Survival at 2 Years,https://clinicaltrials.gov/study/NCT00006721,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.7259116322950483,-0.7309739944473561
ctgov_api_trial_median_00014,NCT00008385,0.06550589813912823,1561.0,3,1,2,0,chinn_log_risk_ratio_to_d; event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2011-06,,NETWORK,DRUG; OTHER,Incidence Rate of Second Primary Lung Tumor,https://clinicaltrials.gov/study/NCT00008385,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.1934029030624176,-1.1837195944516732
ctgov_api_trial_median_00015,NCT00009737,0.08315301720169076,1987.0,3,1,2,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2004-04,,INDUSTRY,DRUG,Disease-free Survival,https://clinicaltrials.gov/study/NCT00009737,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.298197867109815,-1.0801219878122101
ctgov_api_trial_median_00016,NCT00021541,0.8492597868970158,35.0,1,0,1,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2009-02-19,,NIH,DRUG; OTHER,Quality of Life (QOL),https://clinicaltrials.gov/study/NCT00021541,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.5440680443502757,-0.07095943960556121
ctgov_api_trial_median_00017,NCT00023309,0.907022037539836,41.0,5,1,4,0,event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2010-04,,NIH,DRUG,"Maintained Combined Response (Virological, Biochemical and Histological Response).",https://clinicaltrials.gov/study/NCT00023309,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.6127838567197355,-0.04238216093805701
ctgov_api_trial_median_00018,NCT00023452,0.14597588858806482,7799.0,5,0,5,0,event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2010-10,,FED,DRUG,Percentage of Participants Who Completed the Treatment Regimen,https://clinicaltrials.gov/study/NCT00023452,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.8920389203412915,-0.8357188724204416
ctgov_api_trial_median_00019,NCT00024102,0.37279473455927475,633.0,2,1,1,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2008-05,,OTHER,DRUG,Relapse-free Survival Rates at 2.4 Years,https://clinicaltrials.gov/study/NCT00024102,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.801403710017355,-0.4285302303523937
ctgov_api_trial_median_00020,NCT00026312,0.32996390537329806,226.0,3,1,2,0,event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2012-01-12,,NIH,BIOLOGICAL; DRUG; OTHER,Event-Free Survival (EFS),https://clinicaltrials.gov/study/NCT00026312,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.3541084391474008,-0.48153356483287324
ctgov_api_trial_median_00021,NCT00027378,0.554361529739871,50.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2007-06,,OTHER,DRUG,Alcohol Use Behaviors,https://clinicaltrials.gov/study/NCT00027378,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.6989700043360187,-0.256206915483892
ctgov_api_trial_median_00022,NCT00028093,0.17690387266317467,48.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE4,COMPLETED,2010-06,,NIH,DRUG,Change in Hepatitis C Virus RNA Levels During Phase I,https://clinicaltrials.gov/study/NCT00028093,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.6812412373755872,-0.7522626596971869
ctgov_api_trial_median_00023,NCT00029146,0.13233157361342116,195.0,10,1,9,0,event_count_or_to_d_from_percent_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,TERMINATED,2010-06,,OTHER,DRUG; PROCEDURE,Surgical Group:Ipsilateral Ischemic Stroke in 2 Yrs From Randomization and All Stroke & Death Through 30d Post-surgery; Non-surgical Group:Ipsilateral Ischemic Stroke in 2 Yrs From Randomization and All Stroke & Death Through 30d Post-randomization,https://clinicaltrials.gov/study/NCT00029146,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.290034611362518,-0.8783365230829621
ctgov_api_trial_median_00024,NCT00033293,0.8372377634771075,28.0,3,1,2,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2013-12-10,,NETWORK,BIOLOGICAL; DRUG; OTHER; PROCEDURE,Number of Responders,https://clinicaltrials.gov/study/NCT00033293,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.4471580313422192,-0.07715119110753958
ctgov_api_trial_median_00025,NCT00033631,0.23750306929583131,1499.0,7,0,7,0,chinn_log_hazard_ratio_to_d; event_count_or_to_d_from_count_measure; event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2014-04,,NETWORK,RADIATION,Disease Specific Survival,https://clinicaltrials.gov/study/NCT00033631,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.1758016328482794,-0.6243307735354108
ctgov_api_trial_median_00026,NCT00038467,0.06663904185704224,505.0,57,1,56,0,chinn_log_hazard_ratio_to_d; event_count_or_to_d_from_percent_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2003-06,,INDUSTRY,DRUG,Disease-Free Survival (DFS) at Month 36 Post-Randomization: Main Study,https://clinicaltrials.gov/study/NCT00038467,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.7032913781186614,-1.1762712558868464
ctgov_api_trial_median_00027,NCT00040443,0.2963187018134986,175.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2003-08,,INDUSTRY,DRUG,15-Item Word List Delayed Recall,https://clinicaltrials.gov/study/NCT00040443,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.2430380486862944,-0.5282409376590298
ctgov_api_trial_median_00028,NCT00041119,0.09494997436384368,3871.0,4,2,2,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2012-04,,OTHER,DRUG,Duration of Disease Free Survival (RFS),https://clinicaltrials.gov/study/NCT00041119,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.5878231713189552,-1.0225051481849177
ctgov_api_trial_median_00029,NCT00043186,0.7810273541462375,61.0,279,7,272,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2007-04,,INDUSTRY,DRUG,Lumbar Spine Bone Mineral Density Percent Change From Baseline at Month 12 for the Placebo and Denosumab Arms,https://clinicaltrials.gov/study/NCT00043186,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.7853298350107671,-0.10733375543546325
ctgov_api_trial_median_00030,NCT00046891,0.027863947322319074,210.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2006-10,,OTHER,DRUG; OTHER,The Level of Cognitive Dysfunction as Measured by the High Sensitivity Cognitive Screen (HSCS) Overall Score.,https://clinicaltrials.gov/study/NCT00046891,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.322219294733919,-1.5549573595966106
ctgov_api_trial_median_00031,NCT00046930,0.10383366864814005,433.0,3,1,2,0,chinn_log_odds_ratio_to_d; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2009-06,,NETWORK,BIOLOGICAL; DRUG,Overall Survival (OS),https://clinicaltrials.gov/study/NCT00046930,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.6364878963533656,-0.9836618012352112
ctgov_api_trial_median_00032,NCT00048061,0.15897943997197622,628.0,3,3,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2004-12,,INDUSTRY,DIETARY_SUPPLEMENT; DRUG,Relative Change From Baseline at One Year (12 Months) in Mean Lumbar Spine (L2 - L4) Bone Mineral Density,https://clinicaltrials.gov/study/NCT00048061,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.797959643737196,-0.7986590372145945
ctgov_api_trial_median_00033,NCT00048165,0.2736790645652635,434.0,3,1,2,0,event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE4,COMPLETED,2002-08,,INDUSTRY,DRUG,Number of Participants Who Developed Acute Rejection Episode Within 6 Months Post-Transplant,https://clinicaltrials.gov/study/NCT00048165,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.637489729512511,-0.5627584232385103
ctgov_api_trial_median_00034,NCT00048568,0.6643261960010411,638.0,12,3,9,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2009-10,,INDUSTRY,DRUG,Baseline and Mean Change From Baseline (BL) in Radiographic Erosion Score Results at Day 365,https://clinicaltrials.gov/study/NCT00048568,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.8048206787211623,-0.1776186219308875
ctgov_api_trial_median_00035,NCT00049543,0.11411467181125752,503.0,2,1,1,0,chinn_log_hazard_ratio_to_d,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2011-04,,NIH,DRUG; OTHER,Overall Survival,https://clinicaltrials.gov/study/NCT00049543,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.7015679850559273,-0.9426585144158615
ctgov_api_trial_median_00036,NCT00050778,0.29681085440176413,223.0,15,6,9,0,chinn_log_hazard_ratio_to_d; event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2007-09,,INDUSTRY,BIOLOGICAL,Annualized Relapse Rate,https://clinicaltrials.gov/study/NCT00050778,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.3483048630481607,-0.5275202209112261
ctgov_api_trial_median_00037,NCT00051558,0.3319702333549191,362.0,28,1,27,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2006-07,,INDUSTRY,DRUG,Change From Baseline at 18 Month Endpoint in Lumbar Spine Bone Mineral Density (BMD),https://clinicaltrials.gov/study/NCT00051558,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.558708570533166,-0.4789008562636389
ctgov_api_trial_median_00038,NCT00053846,0.17985340615426598,379.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2; PHASE3,COMPLETED,2010-11,,OTHER,DRUG,Dyspnea as Measured by Oxygen Cost Diagram (OCD),https://clinicaltrials.gov/study/NCT00053846,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.578639209968072,-0.7450813328802517
ctgov_api_trial_median_00039,NCT00054704,0.7877613317809279,19.0,1,1,0,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,TERMINATED,2014-12,,NIH,DRUG,Montgomery-Asberg Depression Rating Scale,https://clinicaltrials.gov/study/NCT00054704,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.2787536009528289,-0.10360534087432986
ctgov_api_trial_median_00040,NCT00055497,0.9952152205717488,36.5,4,0,4,0,event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2005-01,,INDUSTRY,BIOLOGICAL,Number of Participants Achieving Clinical Response 100 (CR-100) - NRI,https://clinicaltrials.gov/study/NCT00055497,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.5622928644564746,-0.0020829906116827425
ctgov_api_trial_median_00041,NCT00056316,0.4556823704514175,74.0,2,1,1,0,two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE1; PHASE2,COMPLETED,2004-08,,OTHER,BEHAVIORAL,"Primary Outcome: Beck Depression Inventory II (Beck, Steer & Brown, 1996)",https://clinicaltrials.gov/study/NCT00056316,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.8692317197309762,-0.3413377731813707
ctgov_api_trial_median_00042,NCT00056407,0.16215930725863736,7183.0,4,3,1,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2009-01,,INDUSTRY,DRUG,Number of Participants With Biopsy-detectable Prostate Cancer at Years 2 and 4 (Crude Rate Approach),https://clinicaltrials.gov/study/NCT00056407,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.856305866433299,-0.7900581196085468
ctgov_api_trial_median_00043,NCT00057876,0.2810750892323138,71.0,3,1,2,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2009-05,,NETWORK,DRUG; RADIATION,Overall Survival Time,https://clinicaltrials.gov/study/NCT00057876,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.8512583487190752,-0.5511776427893609
ctgov_api_trial_median_00044,NCT00059215,0.1534841810468857,904.0,4,1,3,0,event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2004-01,,INDUSTRY,DRUG,Number of Participants With Non-coronary Artery Bypass Graft (Non-CABG) Thrombolysis in Myocardial Infarction (TIMI) Major or Minor Bleeding Events,https://clinicaltrials.gov/study/NCT00059215,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.9561684304753633,-0.8139363787409957
ctgov_api_trial_median_00045,NCT00059332,0.04159210388320831,1700.0,9,1,8,0,chinn_log_odds_ratio_to_d; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2013-03,,OTHER,DRUG,Modified Rankin Scale,https://clinicaltrials.gov/study/NCT00059332,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.230448921378274,-1.3809891108503043
ctgov_api_trial_median_00046,NCT00061633,0.34129420299338376,141.0,1,1,0,0,event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2004-01,,INDUSTRY,DRUG,Clinical Response Which is Measured at Test of Cure (TOC) in the Clinically Evaluable (CE) Population,https://clinicaltrials.gov/study/NCT00061633,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.1492191126553797,-0.4668710883090146
ctgov_api_trial_median_00047,NCT00062647,0.069006057352352,17.0,1,1,0,0,event_count_or_to_d_from_count_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2,COMPLETED,2006-08,,INDUSTRY,DRUG,"Clinical Response (Cure, Failure, or Indeterminate) as Determined by the Investigator Based the Presence or Absence of Clinical Signs and Symptoms Associated With Bacteremia, Metastatic Complications, or Positive Culture at the Test of Cure Evaluation",https://clinicaltrials.gov/study/NCT00062647,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,1.2304489213782739,-1.1611127852158212
ctgov_api_trial_median_00048,NCT00063882,0.09750386463251237,569.5,20,1,19,0,chinn_log_hazard_ratio_to_d; chinn_log_odds_ratio_to_d; event_count_or_to_d_from_percent_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2017-05,,NETWORK,RADIATION,5-Year Freedom From Progression Rate,https://clinicaltrials.gov/study/NCT00063882,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.7554937284151193,-1.010978170400825
ctgov_api_trial_median_00049,NCT00064701,0.09623407841810888,425.0,12,2,10,0,event_count_or_to_d_from_percent_measure,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2005-03,,INDUSTRY,DRUG,Percentage of Participants With Efficacy Failure,https://clinicaltrials.gov/study/NCT00064701,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.6283889300503116,-1.0166711083350912
ctgov_api_trial_median_00050,NCT00064753,0.051930183322953107,4110.0,12,1,11,0,event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE2; PHASE3,COMPLETED,2011-10,,NIH,DEVICE; DRUG,"Recurrent or de Novo Arteriosclerotic Cardiovascular Disease (CVD) Defined as the Occurrence of Non-fatal or Fatal Arteriosclerotic Outcomes Including Coronary Heart, Cerebrovascular, and Peripheral Vascular Disease Events",https://clinicaltrials.gov/study/NCT00064753,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,3.6138418218760693,-1.2845801442640539
ctgov_api_trial_median_00051,NCT00065468,0.30647983631378434,416.5,10,2,8,0,event_count_or_to_d_from_percent_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2006-06,,INDUSTRY,DRUG,Overall Survival (OS),https://clinicaltrials.gov/study/NCT00065468,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.6196150057428063,-0.5135980929749892
ctgov_api_trial_median_00052,NCT00065507,0.29831694403489484,169.0,12,1,11,0,chinn_log_hazard_ratio_to_d; event_count_or_to_d_from_count_measure; two_sided_p_value_proxy_with_api_group_denominators,clinical medicine,Clinical medicine,ClinicalTrials.gov API registered outcome results,INTERVENTIONAL,RANDOMIZED,PHASE3,COMPLETED,2008-10,,INDUSTRY,DRUG,Change From Baseline in Hepatitis B Virus (HBV) DNA by Polymerase Chain Reaction (PCR) at Week 24,https://clinicaltrials.gov/study/NCT00065507,one_trial_median_of_registered_primary_secondary_other_prespecified_ratio_or_event_results,2.2278867046136734,-0.5253220785458506
