point_id,plot_name,source_layer,source_family,source_label,citation_key,row_unit,unit_id,row_label,D,N,support_or_significance,source_file,source_row_number,study_type,allocation,trial_phase,completion_year,outcome_type,outcome_id,p_value,method,param_type,param_value,phase_2plus_flag,admission_reason,log10_N,log10_D,two_sample_p05_boundary_D,above_two_sample_p05_curve
ctgov_primary_randomized_01266,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01147848,Change From Baseline in Weighted-mean 24 Hour Serial FEV1 on Day 168/Week 24,0.0982678921877704,810.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,71673,Interventional,Randomized,Phase 3,2011.0,Primary,1,0.162,ANCOVA,Least Squares Mean Difference,-0.037,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.9084850188786495,-1.0075883593141888,0.13773222940101368,False
ctgov_primary_randomized_01267,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01148979,Change From Baseline in the Dysphoric Apathy/Retardation Sub-factor (MDAR) of Montgomery-Asberg Depression Rating Scale (MADRS) at 4 Weeks.,0.6625887602594734,35.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,8895,Interventional,Randomized,Phase 4,2014.0,Primary,1,<0.05,"t-test, 2 sided",,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.5440680443502757,-0.1787559354910202,0.6625887602594732,True
ctgov_primary_randomized_01268,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01149655,Overall Relapse Rate (in Percent) From Randomization to Exacerbation of Psychotic Symptoms/Impending Relapse.,0.3032082306261013,252.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,33275,Interventional,Randomized,Phase 3,2013.0,Primary,1,0.0161,Log Rank,Cox Proportional Hazard,0.461,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.401400540781544,-0.5182590139008594,0.2469322515112489,True
ctgov_primary_randomized_01269,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01150461,Percentage Change From Baseline in Extent of Left Ventricular Fibrosis at 1 Year as Assessed by Magnetic Resonance Imaging.,1.0403743971334876,20.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,33398,Interventional,Randomized,Phase 2,2010.0,Primary,1,0.02,Wilcoxon (Mann-Whitney),,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.3010299956639813,0.017189655980136834,0.8765225405765815,True
ctgov_primary_randomized_01270,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01150474,Pain at Hour 4,0.0448413455167469,103.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,72068,Interventional,Randomized,Phase 4,2013.0,Primary,1,0.82,"t-test, 2 sided",,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.012837224705172,-1.3483213643702996,0.3862419796229727,False
ctgov_primary_randomized_01271,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01151410,Change From Baseline in Mean Sitting Systolic Blood Pressure (msSBP) at to End of Study,0.3991292203610528,208.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,33382,Interventional,Randomized,Phase 3,2015.0,Primary,1,0.004,ANCOVA,Mean Difference (Net),0.31,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.3180633349627615,-0.39888647623245116,0.2717981017046875,True
ctgov_primary_randomized_01272,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01151423,"Time-to-response of Treatment Defined by a Confirmed Recovery of Platelets ≥ 150,000/µL",0.6482566807110659,75.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,47756,Interventional,Randomized,Phase 2,2014.0,Primary,1,= 0.005,Stratified log-rank test,Hazard Ratio (HR),2.2,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.8750612633917,-0.18825299884553623,0.45263429363046864,True
ctgov_primary_randomized_01273,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01152190,Change From Baseline to 8-Week Endpoint in Arterial Resistive Index (RI) in the Prostate Transition Zone,0.3148770967382868,97.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,72014,Interventional,Randomized,Phase 3,2012.0,Primary,1,0.121,Mixed-Model Repeated Measures,Difference in LS Means,0.01,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.9867717342662448,-0.5018589275562804,0.39800838310055037,False
ctgov_primary_randomized_01274,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01153815,Change From Baseline at Week 6 for Wrist Flexor Muscle Tone as Measured on the Modified Ashworth Scale (MAS),0.504743759584131,170.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,9042,Interventional,Randomized,Phase 3,2011.0,Primary,1,<0.001,Exact Smirnov test,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.230448921378274,-0.2969290417650667,0.300644751108802,True
ctgov_primary_randomized_01275,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01154140,Progression-Free Survival (PFS) Based on IRR,0.4201444320120286,343.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,9024,Interventional,Randomized,Phase 3,2016.0,Primary,1,<0.0001,Log Rank,Hazard Ratio (HR),0.454,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.5352941200427703,-0.3766013875949253,0.21165621558107048,True
ctgov_primary_randomized_01276,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01154166,"Mean Change From Baseline in Total Awake Time Spent ""Off"" at Week 24 Using Last Observation Carried Forward (LOCF)",0.3532894604845776,347.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,9023,Interventional,Randomized,Phase 3,2011.0,Primary,1,<0.001,ANCOVA,Adjusted mean for treatment difference,-1.76,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.5403294747908736,-0.4518693184713665,0.2104327589988656,True
ctgov_primary_randomized_01277,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01155219,Ocular Tolerance,0.5373407651428835,150.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,9044,Interventional,Randomized,Phase 4,2009.0,Primary,1,< 0.001,Fisher Exact,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.1760912590556813,-0.26975021060377025,0.32006077842368735,True
ctgov_primary_randomized_01278,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01155284,2 Hour C-peptide AUC in Response to MMTT,0.0574728141700016,70.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,71995,Interventional,Randomized,Phase 2,2015.0,Primary,1,0.81,ANCOVA,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.845098040014257,-1.240537537013158,0.4685210055174612,False
ctgov_primary_randomized_01279,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01156051,Change in Polysomnographic Total Sleep Time (TST),1.042506169774014,29.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,33412,Interventional,Randomized,Phase 4,2012.0,Primary,1,0.005,ANOVA,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.462397997898956,0.018078633900835785,0.7279123498480148,True
ctgov_primary_randomized_01280,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01156142,Total Pain Reduction (Mouth and Throat),0.5286029346009306,155.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,9022,Interventional,Randomized,Phase 3,2015.0,Primary,1,<0.001,Wilcoxon (Mann-Whitney),Mean Difference (Final Values),-4.4,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.1903316981702914,-0.2768704301610754,0.314856191267066,True
ctgov_primary_randomized_01281,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01157078,Change in the Montgomery-Asberg Depression Rating Scale (MADRS) Total Score From Randomization to End of Treatment.,0.1048713080153977,319.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,72045,Interventional,Randomized,Phase 3,2011.0,Primary,1,0.349,MMRM,LS mean,-1.0,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.503790683057181,-0.979343315190787,0.21947383133743442,False
ctgov_primary_randomized_01282,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01157117,Percentage of Subjects in the Xolair® (Omalizumab) Group vs. Placebo Group Developing Clinical Tolerance to Milk,0.1838004603589975,77.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,72101,Interventional,Randomized,Phase 2,2015.0,Primary,1,0.42,Fisher Exact,Risk Difference (RD),12.0,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.8864907251724818,-0.7356534051853704,0.44671725103662696,False
ctgov_primary_randomized_01283,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01160211,PFS of Lapatinib+Trastuzumab+AI Combination vs. Trastuzumab+AI Combination,0.2844178637987409,369.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,35298,Interventional,Randomized,Phase 3,2022.0,Primary,1,0.0063,Log Rank,Hazard Ratio (HR),0.62,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.56702636615906,-0.5460431297932704,0.204063299087868,True
ctgov_primary_randomized_01284,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01164475,Proportion of Patients Who Achieved at Least 5*10^6 Cluster of Differentiation 34+ (CD34+) Cells Per Kilogram (Cells/kg),0.2178124643805691,61.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,76033,Interventional,Randomized,Phase 4,2013.0,Primary,1,0.395,"Regression, Logistic",Odds Ratio (OR),1.91,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.7853298350107671,-0.6619172712431812,0.5018953467227106,False
ctgov_primary_randomized_01285,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01165281,Change From Baseline to the Last 3 Days of Study Drug Administration (Last Observation Carried Forward) in the Score for Average Pain Intensity on an 11-point Numerical Rating Scale,0.0293201568527066,343.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,76295,Interventional,Randomized,Phase 3,2012.0,Primary,1,0.786,ANCOVA,Least-Squares Mean Difference,-0.06,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.5352941200427703,-1.532833710699302,0.21165621558107048,False
ctgov_primary_randomized_01286,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01165684,Change in Glycosylated Haemoglobin (HbA1c) From Baseline to Week 32,0.1703914832869953,401.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,76160,Interventional,Randomized,Phase 4,2012.0,Primary,1,0.088,"Regression, Linear","Estimated treatment difference, Mean",0.14,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.603144372620182,-0.7685521164583935,0.19575186136757186,False
ctgov_primary_randomized_01287,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01166282,Percent Change in Number of Active Joints With Arthritis From Baseline to Week 12,0.6086955059798592,46.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,47787,Interventional,Randomized,Phase 3,2015.0,Primary,1,=0.039,ANCOVA,Mean Difference (Final Values),-51.17,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.662757831681574,-0.21559990464645523,0.5779618477474643,True
ctgov_primary_randomized_01288,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01169337,2-year Progression-free Survival (PFS) Rate (Phase III Primary Endpoint),0.4630729437827984,226.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,35295,Interventional,Randomized,Phase 2/Phase 3,2027.0,Primary,2,0.0005,Log Rank,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.3541084391474008,-0.33435059302704745,0.26074972982767547,True
ctgov_primary_randomized_01289,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01169779,Absolute Change From Baseline in Glycosylated Hemoglobin (HbA1c) at Week 24,0.3580594659123401,391.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,35202,Interventional,Randomized,Phase 3,2011.0,Primary,1,0.0004,ANCOVA,Least squares (LS) mean difference,-0.36,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.5921767573958667,-0.4460448404708572,0.19823927831008045,True
ctgov_primary_randomized_01290,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01170663,Overall Survival Time (OS),0.1852732847055211,665.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,35353,Interventional,Randomized,Phase 3,2017.0,Primary,1,0.0169,Stratified Log Rank Test,Hazard Ratio (HR),0.807,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.8228216453031045,-0.7321871988215544,0.15200828668931277,True
ctgov_primary_randomized_01291,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01170754,Boston Prep Scale,0.1295526082162115,136.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,76541,Interventional,Randomized,Phase 4,2011.0,Primary,1,0.45,"t-test, 2 sided",,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.1335389083702174,-0.8875538391620945,0.33613105027889334,False
ctgov_primary_randomized_01292,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01172145,Apathy,0.5703896796437677,22.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,76391,Interventional,Randomized,Phase 3,2007.0,Primary,1,0.181,"t-test, 2 sided",Mean Difference (Final Values),-1.385,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.3424226808222062,-0.2438283410003545,0.8357314510702721,False
ctgov_primary_randomized_01293,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01175018,Difference Between the Anakinra Arm and the Placebo Arm in Change in Left Ventricular End-systolic Volume Indices,0.715677657486863,30.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,11068,Interventional,Randomized,Phase 2,2012.0,Primary,1,<0.05,ANOVA,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.4771212547196624,-0.14528254067571364,0.7156776574868629,True
ctgov_primary_randomized_01294,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01175226,Wisconsin Upper Respiratory Symptom Survey-21 (WURSS-21) Questionnaire,0.2686235142612386,300.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,35332,Interventional,Randomized,Phase 2,2012.0,Primary,1,0.02,ANCOVA,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.4771212547196626,-0.5708559735477037,0.22631714681523432,True
ctgov_primary_randomized_01295,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01175473,Change From Baseline in Area Under the Plasma Glucose Concentration Curve From Time 0.5 Hours to 4.5 Hours (GLU-AUC0:30-4:30h) at Day 28,0.6396093661447524,148.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,11091,Interventional,Randomized,Phase 2,2010.0,Primary,1,<0.0001,Linear fixed effects model,Least squares (LS) Mean Difference,-154.42,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.1702617153949575,-0.19408518527101862,0.32221609421335784,True
ctgov_primary_randomized_01296,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01176968,"First Event of Cardiovascular Mortality, Re-hospitalization or Extended Initial Hospital Stay Due to Diagnosis of Heart Failure, Sustained Ventricular Tachycardia or Fibrillation, Ejection Fraction ≤40% or BNP Above Age Adjusted Cut Off",0.2445994162166607,1012.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,11070,Interventional,Randomized,Phase 4,2012.0,Primary,1,< 0.0001,"Regression, Cox",Cox Proportional Hazard,0.581,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.0051805125037805,-0.6115445838254301,0.12322187996597163,True
ctgov_primary_randomized_01297,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01177384,Change From Baseline in Hemoglobin A1c (A1C) at Week 24,0.3376009193468202,380.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,11066,Interventional,Randomized,Phase 3,2013.0,Primary,1,<.001,ANCOVA,Difference in least squares mean,-0.62,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.57978359661681,-0.4715963793843348,0.20108806190046571,True
ctgov_primary_randomized_01298,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT01179217,The Number of Occurrences of Sickle Cell Crises,0.3685113766405213,230.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,35351,Interventional,Randomized,Phase 3,2014.0,Primary,1,0.0052,Cochran-Mantel-Haenszel,Wilcoxon rank-sum test,0.5,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.361727836017593,-0.43354910010904335,0.25847239599294275,True
