point_id,plot_name,source_layer,source_family,source_label,citation_key,row_unit,unit_id,row_label,D,N,support_or_significance,source_file,source_row_number,study_type,allocation,trial_phase,completion_year,outcome_type,outcome_id,p_value,method,param_type,param_value,phase_2plus_flag,admission_reason,log10_N,log10_D,two_sample_p05_boundary_D,above_two_sample_p05_curve
ctgov_primary_randomized_00001,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00001723,Change in BMI Standard Deviation Score,0.3813913729341891,200.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,38406,Interventional,Randomized,Phase 2,2011.0,Primary,1,0.007,ANCOVA,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.3010299956639813,-0.4186291349120671,0.27718076486993554,True
ctgov_primary_randomized_00002,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00002874,Overall Survival (12-year Rates Reported),0.1605332546924889,840.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,38403,Interventional,Randomized,Phase 3,2022.0,Primary,1,0.02,Log Rank,Hazard Ratio (HR),0.77,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.9242792860618816,-0.7944349892188134,0.13525036432825016,True
ctgov_primary_randomized_00003,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00003389,Failure-free Survival at 5 Years,0.068059296418174,854.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,82812,Interventional,Randomized,Phase 3,2016.0,Primary,1,0.32,Log Rank,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.931457870689005,-1.1671125448564892,0.13413717367517847,False
ctgov_primary_randomized_00004,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00003869,Overall Survival (OS),0.0898672571801948,186.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,82787,Interventional,Randomized,Phase 3,2008.0,Primary,1,0.54,Log Rank,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.2695129442179165,-1.0463985131183515,0.2874230638785552,False
ctgov_primary_randomized_00005,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00004259,(Phase III) Overall Survival (OS),0.1207147729903541,230.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,82807,Interventional,Randomized,Phase 3,2018.0,Primary,1,0.36,Log Rank,Hazard Ratio (HR),0.94,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.361727836017593,-0.9182395779921813,0.25847239599294275,False
ctgov_primary_randomized_00006,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00004859,Overall Survival Time,0.0010328652283971,589.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,82784,Interventional,Randomized,Phase 3,2010.0,Primary,3,0.99,Log Rank,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.7701152947871015,-2.985956342935287,0.16151781812999622,False
ctgov_primary_randomized_00007,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00004980,Hallucination Change Score (HCS) After 9 Active/Sham rTMS Sessions,0.7939490450462129,50.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,38410,Interventional,Randomized,Phase 2,2005.0,Primary,1,0.005,"t-test, 2 sided",Mean Difference (Final Values),-2.76,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.6989700043360187,-0.10020736931769557,0.5543615297398711,True
ctgov_primary_randomized_00008,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00008385,Incidence Rate of Second Primary Lung Tumor,0.0498578850198208,1772.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,82792,Interventional,Randomized,Phase 3,2019.0,Primary,1,0.294,Log Rank,Risk Ratio (RR),1.25,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.248463717551032,-1.302266148289182,0.09312069913039214,False
ctgov_primary_randomized_00009,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00009737,Disease-free Survival,0.0868149028041962,1987.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,82795,Interventional,Randomized,Phase 3,2004.0,Primary,1,0.053,Wald Chi-Square Test,Hazard Ratio (HR),0.87,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.298197867109815,-1.0614057166428605,0.08793852018912472,False
ctgov_primary_randomized_00010,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00023309,"Maintained Combined Response (Virological, Biochemical and Histological Response).",0.680318235762541,41.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24727,Interventional,Randomized,Phase 2,2013.0,Primary,1,0.0294,Fisher Exact,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.6127838567197355,-0.1672878877269216,0.612189897263604,True
ctgov_primary_randomized_00011,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00024102,Relapse-free Survival Rates at 2.4 Years,0.2615733918216552,633.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,74,Interventional,Randomized,Phase 3,2012.0,Primary,1,<0.001,"Regression, Cox",Hazard Ratio (HR),2.09,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.801403710017355,-0.5824064360846073,0.15580314919732816,True
ctgov_primary_randomized_00012,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00027378,Alcohol Use Behaviors,0.5543615297398712,50.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24731,Interventional,Randomized,Phase 2,2008.0,Primary,1,0.05,ANOVA,Mean Difference (Final Values),0.39,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.6989700043360187,-0.25620691548389185,0.5543615297398711,True
ctgov_primary_randomized_00013,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00028093,Change in Hepatitis C Virus RNA Levels During Phase I,0.1733296886188271,50.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49133,Interventional,Randomized,Phase 4,2010.0,Primary,1,0.54,Wilcoxon (Mann-Whitney),,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.6989700043360187,-0.7611270431774027,0.5543615297398711,False
ctgov_primary_randomized_00014,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00029146,Surgical Group:Ipsilateral Ischemic Stroke in 2 Yrs From Randomization and All Stroke & Death Through 30d Post-surgery; Non-surgical Group:Ipsilateral Ischemic Stroke in 2 Yrs From Randomization and All Stroke & Death Through 30d Post-randomization,0.0211145343312756,700.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49134,Interventional,Randomized,Phase 3,2010.0,Primary,1,0.78,2-sided z-statistic,Difference in estimated 2 yr rates,1.7,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.845098040014257,-1.6754184922446382,0.14815935090674934,False
ctgov_primary_randomized_00015,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00033293,Number of Responders,0.7823956865490056,53.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,25525,Interventional,Randomized,Phase 3,2023.0,Primary,1,0.0044,Chi-squared,Chi-squared test statistic,8.125,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.7242758696007892,-0.10657355253682603,0.5384435164710829,True
ctgov_primary_randomized_00016,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00038467,Disease-Free Survival (DFS) at Month 36 Post-Randomization: Main Study,0.1212377143094811,4740.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,25526,Interventional,Randomized,Phase 3,2013.0,Primary,1,3e-05,Log Rank,Hazard Ratio (HR),0.69,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.6757783416740852,-0.916362259966383,0.05693625735354969,True
ctgov_primary_randomized_00017,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00040443,15-Item Word List Delayed Recall,0.2963187018134987,175.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,250,Interventional,Randomized,Phase 2,2004.0,Primary,1,<.05,"t-test, 2 sided",Mean Difference (Final Values),5.0,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.2430380486862944,-0.5282409376590298,0.2963187018134987,True
ctgov_primary_randomized_00018,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00046891,The Level of Cognitive Dysfunction as Measured by the High Sensitivity Cognitive Screen (HSCS) Overall Score.,0.0268595089274362,226.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49196,Interventional,Randomized,Phase 3,2015.0,Primary,1,0.84,"t-test, 2 sided",,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.3541084391474008,-1.5709019318033521,0.26074972982767547,False
ctgov_primary_randomized_00019,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00048165,Number of Participants Who Developed Acute Rejection Episode Within 6 Months Post-Transplant,0.2589053341475566,434.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24806,Interventional,Randomized,Phase 4,2002.0,Primary,1,0.007,Cochran-Mantel-Haenszel,percent mean difference,-12.0,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.637489729512511,-0.5868590018363318,0.18816256381422955,True
ctgov_primary_randomized_00020,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00049543,Overall Survival,0.1316045392164677,503.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49190,Interventional,Randomized,Phase 3,2011.0,Primary,1,0.14,Log Rank,Hazard Ratio (HR),1.24,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.7015679850559273,-0.8807291310665442,0.17478094943056552,False
ctgov_primary_randomized_00021,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00051558,Change From Baseline at 18 Month Endpoint in Lumbar Spine Bone Mineral Density (BMD),0.3181072259513376,428.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,261,Interventional,Randomized,Phase 3,2008.0,Primary,1,<0.001,ANOVA,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.6314437690131722,-0.4974264655825158,0.1894768701070201,True
ctgov_primary_randomized_00022,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00053846,Dyspnea as Measured by Oxygen Cost Diagram (OCD),0.1684598457506614,432.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49217,Interventional,Randomized,Phase 2/Phase 3,2011.0,Primary,1,0.08,ANCOVA,Mean Difference (Final Values),-0.483,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.635483746814912,-0.7735036013036717,0.18859762234602861,False
ctgov_primary_randomized_00023,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00054704,Montgomery-Asberg Depression Rating Scale,0.7877613317809281,19.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49215,Interventional,Randomized,Phase 2,2014.0,Primary,1,0.086,Mixed Models Analysis,Mean Difference (Net),-5.828,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.2787536009528289,-0.10360534087432974,0.8992931517462537,False
ctgov_primary_randomized_00024,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00057876,Overall Survival Time,0.5548982770126688,74.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24822,Interventional,Randomized,Phase 3,2009.0,Primary,1,0.017,Log Rank,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.8692317197309762,-0.255786623690163,0.45568237045141763,True
ctgov_primary_randomized_00025,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00059215,Number of Participants With Non-coronary Artery Bypass Graft (Non-CABG) Thrombolysis in Myocardial Infarction (TIMI) Major or Minor Bleeding Events,0.0358230314215096,905.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49207,Interventional,Randomized,Phase 2,2004.0,Primary,1,0.59,Log Rank,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.9566485792052033,-1.4458376660043353,0.13030281469285349,False
ctgov_primary_randomized_00026,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00059332,Modified Rankin Scale,0.0524031853126789,1700.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49198,Interventional,Randomized,Phase 3,2013.0,Primary,1,0.28,Cochran-Mantel-Haenszel,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.230448921378274,-1.2806423137476657,0.09507221800782473,False
ctgov_primary_randomized_00027,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00061633,Clinical Response Which is Measured at Test of Cure (TOC) in the Clinically Evaluable (CE) Population,0.0968747795888706,169.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49251,Interventional,Randomized,Phase 2,2004.0,Primary,1,0.5289,2-sided 95% confidence interval,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.2278867046136734,-1.0137892725986257,0.3015329206984699,False
ctgov_primary_randomized_00028,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00064753,"Recurrent or de Novo Arteriosclerotic Cardiovascular Disease (CVD) Defined as the Occurrence of Non-fatal or Fatal Arteriosclerotic Outcomes Including Coronary Heart, Cerebrovascular, and Peripheral Vascular Disease Events",0.0027404717559589,4110.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49232,Interventional,Randomized,Phase 2/Phase 3,2011.0,Primary,1,0.93,"Regression, Cox",Cox Proportional Hazard,0.99,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.6138418218760693,-2.562174669524788,0.06114446871306945,False
ctgov_primary_randomized_00029,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00065507,Change From Baseline in Hepatitis B Virus (HBV) DNA by Polymerase Chain Reaction (PCR) at Week 24,0.5572221437355105,195.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,305,Interventional,Randomized,Phase 3,2013.0,Primary,1,<0.0001,"Regression, Linear",Mean Difference (Final Values),-1.74,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.290034611362518,-0.253971633254799,0.2807118723821452,True
ctgov_primary_randomized_00030,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00066573,Event-free Survival,0.0043455410612542,7576.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49244,Interventional,Randomized,Phase 3,2012.0,Primary,1,0.85,Log Rank,Hazard Ratio (HR),1.02,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.879439965995217,-2.3619561420489523,0.04503582300919088,False
ctgov_primary_randomized_00031,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00066703,Disease-free Survival,0.1438930679311529,2672.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24860,Interventional,Randomized,Phase 3,2025.0,Primary,1,0.0002,Log Rank,Hazard Ratio (HR),0.717,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.426836453803508,-0.8419601277573793,0.07583328330836359,True
ctgov_primary_randomized_00032,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00067236,Change From Baseline in Left Ventricular End Diastolic Volume Index (LVEDVi in mL/m2) at Day 90 Post Myocardial Infarction (MI),0.100550082324705,253.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,49246,Interventional,Randomized,Phase 2,2004.0,Primary,1,0.4239,ANOVA,Mean Difference (Net),4.0,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.403120521175818,-0.9976175694914017,0.24644375993194326,False
ctgov_primary_randomized_00033,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00069095,PFS as Assessed by the Investigator According to Response Evaluation Criteria in Solid Tumors (RECIST) by General Approach (Participants With Curative Surgery Censored) - Superiority of Chemotherapy Plus BV Over Chemotherapy Alone,0.1351548243873116,2035.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24844,Interventional,Randomized,Phase 3,2009.0,Primary,10,0.0023,Log Rank,Hazard Ratio (HR),0.83,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.3085644135612386,-0.8691684474318255,0.08689521856083557,True
ctgov_primary_randomized_00034,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT00069108,Progression Free Survival,0.2201785716991285,627.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,24862,Interventional,Randomized,Phase 3,2006.0,Primary,1,0.00584,Chi-squared,Hazard Ratio (HR),1.03,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.7972675408307164,-0.6572249498768045,0.15654684387299952,True
