candidate_id,source_family,source_file,PSP,title,doi,journal,candidate_status,strict_append_ready,remaining_blocker,matched_result_rows,matched_result_indices,stat_types,conversion_methods,D_candidate,N_candidate,N_candidate_basis,positive_original,result_text_examples
vandenakker_psp_051_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,51,Configural processing and social judgments: Face inversion particularly disrupts inferences of human-relevant traits,doi.org/10/gcsz2c,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,3;4,F; reported_d_or_dz,F_1_df_to_d; reported_d_or_dz,0.5214654604240692,295.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"A planned comparison showed that inversion significantly reduced sensitivity for trustworthiness, t(131) = 7.28, p &lt; 0.001, 95% of difference [0.05, 0.09], Cohen's d = 0.63, such that participants discriminated the faces better when upright (MA’ = 0.78, SD = 0.11) than inverted || we observed an interaction between Face Orientation and Trait Condition, F (1, 293) = 12.49, p &lt; 0.001, η2 partial =0.041."
vandenakker_psp_052_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,52,Consequence-Based Approach-Avoidance Training: A New and Improved Method for Changing Behavior,doi.org/10/gfskfh,Psychological Science,paper_median_matched_preregistered_result_ready,True,,7,1;2;4;5;6;7;9,reported_d_or_dz,reported_d_or_dz,0.59,519.0,PvNP_Data.NOriginal_publication_sample_size,0.705882352941177,"Participants selected the positive brand more often than the negative brand in all conditions of Experiment 1 (see Table 1), M(SD) = 0.31 (0.54), 95%CI = [0.22,0.39], dz = 0.56] || Participants selected the positive brand more often than the negative brand in all conditions of Experiment 1 (see Table 1), M (SD) = 0.33 (0.6o), 95% CI = [0.24, 0.42], dz = 0.54 || IAT scores indicated an implicit preference for the positive over the negative brand in all task conditions of both experiments, M = 0.28 (0.45) 95%CI = [0.22, 0.35] dz = 0.62"
vandenakker_psp_056_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,56,Construing action abstractly and experiencing autonomy: Implications for physical activity and diet,doi.org/10/gc73ps,Motivation and Emotion,paper_median_matched_preregistered_result_ready,True,,1,11,t,t_df_to_d,0.33785881679568475,464.0,PvNP_Data.NOriginal_publication_sample_size,0.166666666666667,"Again, abstract thinking accounted for a significant proportion of variance in autonomous motivation to exercise (B = 0.304, SE = 0.084, t(462) = 3.631, p &lt; .001, 95% CI 0.140, 0.469), but autonomous motivation did not account for a significant proportion of variance in moderate physical activity (B = 0.755, SE = 0.519, t(462) = 1.456, p = .146, 95% CI − 0.264, 1.774)."
vandenakker_psp_060_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,60,Creativity: Intuitive processing outperforms deliberative processing in creative idea selection,doi.org/10.1016/j.jesp.2017.06.009,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.45,137.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"An independent samples t-test on the expert-rated creativity of the selected ideas showed that, participants in the intuitive condition (compared with participants in the deliberative condition) selected ideas that were more creative, t (135) =2.63, p = 0.010, Cohen's d = 0.45 || An independent samples t-test on the expert-rated creativity of the selected ideas showed that, participants in the intuitive condition (compared with participants in the deliberative condition) selected ideas that were more creative, t(135) =2.63, p = 0.010, Cohen's d = 0.45,"
vandenakker_psp_061_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,61,"Cultural fluency means all is okay, cultural disfluency implies otherwise",doi.org/10.1016/j.jesp.2019.103822,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,F; reported_d_or_dz,F_1_df_to_d; reported_d_or_dz,0.6563416511774602,259.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Across our eight studies, participants randomly assigned to the Match Condition experienced higher psychological inherence than participants randomly assigned to the Mismatch Condition. Match M = 4.81 (1.11) Mismatch M = 3.47 (1.57) control M = 4.70 (0.89) explicit M = – df =1,81 F-test = 10.21 p&lt;0.001 d = 0.99 || We used Planned Contrast Linear regression (Control=1,Cultural Match=1, Cultural Mismatch=−2) which revealed a significant effect of Condition on inherence, F(1, 257)=6.69, p=.01, R2=0.03. Inherence was lower among participants randomly assigned to the Cultural Mismatch Condition (M=4.68, SD=0.90) compared to participants randomly assigned to the other conditions (Cultural Match M=4.99, SD=0.83, Control M=4.97, SD=0.90)."
vandenakker_psp_065_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,65,Dear Abby: Should I Give Advice or Receive It?,doi.org/10.1177/0956797618795472,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.865,690.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"In support of the first hypothesis, 72.46% of pursuers found giving advice more motivating, which is statistically greater than the 27.54% who found receiving advice more motivating, χ2(1, N = 345) = 69.64, p &lt; .001, d = 0.91, 95% CI = [0.71, 1.14] || In support of the second hypothesis, participants mispredicted this phenomenon. Whereas 72.46% of pursuers chose giving, only 34.49% of predictors forecast that people would do so, χ2(1, N = 690) = 99.97, p &lt; .001, d = 0.82, 95% CI = [0.66, 0.98]."
vandenakker_psp_072_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,72,Dimming the “Halo” Around Monogamy: Re-assessing Stigma Surrounding Consensually Non-monogamous Romantic Relationships as a Function of Personal Relationship Orientation,doi.org/10/gdsnhp,Frontiers in Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.7100012315536017,641.0,PvNP_Data.NOriginal_publication_sample_size,0.454545454545455,"Consistent with previous research, on an aggregate level, consensually non-monogamous (CNM) orientations were rated significantly less favorably (M = 3.03, SD = 1.61) than monogamous relationships (M = 2.04, SD = 1.42), F(1,629) = 79.27, p &lt; 0.001, !2 p = 0.11,"
vandenakker_psp_080_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,80,Distributed Learning in the Classroom: Effects of Rereading Schedules Depend on Time of Test,doi.org/10/ggb7rr,Frontiers in Psychology,paper_median_matched_preregistered_result_ready,True,,4,5;10;11;14,t,t_df_to_d,0.33935042473250077,171.0,PvNP_Data.NOriginal_publication_sample_size,0.133333333333333,"At the longer retention interval, a slight and non-significant difference was found in the opposite direction between the massed (M = 1.79, SE = 0.34) and distributed condition (M = 2.34, SE = 0.40), t(137) = 1.05, p = 0.297. || The second text presentation was read faster than the first, in the massed condition, t(25062.99) = 33.63, p &lt; 0.001, and in the distributed condition, t(25062.99) = 11.72, p &lt; 0.001. However, this difference was larger in the massed TABLE 1 | Estimated coefficients, standard errors and z-values for the generalized linear mixed model with text comprehension as dependent variable. Estimated coefficients SE z (Intercept) 􀀀0.695 0.316 􀀀2.202? Learning condition (LC) 􀀀0.082 0.098 􀀀0.839 Retent || The effect of learning condition on perceived reading difficulty was not significant (Figure 5A); it failed to reach significance by a narrow margin, b = 0.11, SE = 0.07, t(169) = 1.65, p = 0.051, one-tailed, 1R2 = 0.02"
vandenakker_psp_082_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,82,Do people care if men don't care about caring? The asymmetry in support for changing gender roles,doi.org/10.1016/j.jesp.2019.03.013,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.565,329.0,PvNP_Data.NOriginal_publication_sample_size,0.545454545454545,"Replicating the findings from the earlier two studies, a paired-sample t-test revealed that participants reported more support for social action for male-dominated than female- dominated careers, t(328)=10.82, p &lt; .001, d=0.60, CI.95 (0.44, 0.75). || The same pattern was significant and similarly large in magnitude on the funding measure: participants allocated more funding to recruit women into male-dominated careers than to recruit men into female-dominated careers, t(328)=9.70, p &lt; .001, d=0.53, CI.95 (0.38, 0.69)."
vandenakker_psp_097_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,97,Does Abstract Mindset Decrease or Increase Deception?,doi.org/10/gfsjz5,Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.022291128503014113,165.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"However, the interaction between mindset and time constraint manipulation was not significant in predicting deception, F(1, 161) = .02, p = .902."
vandenakker_psp_099_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,99,Does helping promote well-being in at-risk youth and ex-offender samples?,doi.org/10/gfpg5t,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,2,reported_d_or_dz,reported_d_or_dz,0.11,1295.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"However, consistent with our preregistered hypotheses, the main effect of condition on post-spending positive affect was significant when controlling for baseline happiness, F(1,1228)=3.500, p=.031, one-tailed, d=0.11."
vandenakker_psp_100_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,100,Does Power Reduce Temporal Discounting? Commentary on Joshi and Fast (2013),doi.org/10/gdsnhq,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.3751195639045798,399.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"Table 1 reports the primary statistics for Study 2. A planned contrast comparing the discount rate of highpower participants with the average discount rate of low-power and control participants (as in Joshi & Fast, 2013, Study 3) showed no significant effect of condition on temporal discounting. Independent-samples t tests comparing the three conditions found that control participants discounted less than low-power participants, but all other comparisons were nonsignificant. According to an equi"
vandenakker_psp_104_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,104,Doing good vs. avoiding bad in prosocial choice: A refined test and extension of the morality preference hypothesis,doi.org/10.1016/j.jesp.2018.06.005,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,4,2;3;5;6,odds_ratio; reported_g,chinn_log_or_to_d; reported_hedges_g,0.5586250065572593,801.0,PvNP_Data.NOriginal_publication_sample_size,0.125,"Inconsistent with Hypothesis 2, there is no statistically significant interaction between choice frame and moral frame, OR=0.91 [0.50, 1.64], Z=−0.32, p=0.752. || Consistent with Hypothesis 3, there is an interaction in the predicted direction, b=1.68, SE=0.40, t=4.17, p &lt; 0.001. Under the equalize frame, participants who made the equitable choice donated more in the DG (M=3.40, SD=2.60) than participants who made the efficient choice (M=2.38, SD=2.57), t (389)=3.81, p &lt; 0.001, hedges' g=0.39, 95% CI [0.19, 0.60]. This pattern was reversed under the give frame. There, participants who made the equitable choice donated less in the DG (M=2.53, SD=2.75 || Both H1 and H2 results remain similar after adjusting for age, gender [not female=0, female=1] and education [0=less than college, 1=college or above] in the model: Main effect of choice frame OR=3.74 [2.45, 5.72], Z=6.11, p &lt; 0.001;"
vandenakker_psp_114_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,114,Easier Seen Than Done: Merely Watching Others Perform Can Foster an Illusion of Skill Acquisition,doi.org/10.1177/0956797617740646,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.745,150.0,PvNP_Data.NOriginal_publication_sample_size,0.333333333333333,"Pairwise comparisons revealed that participants who received a small taste of doing by simply holding the bowling pins themselves then reported that they had learned significantly less than what they had initially thought after merely watching (Time1: M = 3.06, SD = 1.23; Time 2: M = 2.23, SD = 1.01), F(1, 142) = 61.98, p &lt; .001, ηp 2 = .30 (d = 0.89), 95% CI for the mean difference = [0.63, 1.05]. || Marking the source of the interaction, pairwise comparisons revealed that participants who received a small taste of doing indeed lowered their perceived ability from what they had initially thought after merely watching (Time 1: M = 1.85, SD = 0.98; Time 2: M = 1.40, SD = 0.74), F(1, 142) = 30.04, p &lt; .001, ηp 2 = .18 (d = 0.60), 95% CI for the mean difference = [0.29, 0.61]."
vandenakker_psp_118_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,118,"Effects of ""Visual Schema Displacement Therapy"" (VSDT), an abbreviated EMDR protocol and a control condition on emotionality and vividness of aversive memories: Two critical analogue studies",doi.org/10/ggb8g9,Journal of Behavior Therapy and Experimental Psychiatry,paper_median_matched_preregistered_result_ready,True,,2,1;7,reported_d_or_dz,reported_d_or_dz,0.93,75.0,PvNP_Data.NOriginal_publication_sample_size,0.117647058823529,"Post hoc analyses adjusted with Bonferroni correction showed that VSDT outperformed the EMDR condition (p=.001, d=0.93) || Post hoc analyses adjusted with Bonferroni correction showed that VSDT outperformed the EMDR condition (p=.001, d=0.93)"
vandenakker_psp_119_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,119,Effects of incidental positive emotion and cognitive reappraisal on affective responses to negative stimuli,doi.org/10/ggb8j2,Cognition and Emotion,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,0.2412716494875931,60.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"The effect of Induction Valence, F(1, 38) = .15, p = .701, η2 = .004, BF10 = .145, and the hypothesised interaction of Target Instruction and Induction Valence, F(2, 76) = .48, p = .619, η2 = .013, BFF:R = .089, were not significant, however. || The effect of Induction Valence, F(1, 38) = 1.21, p = .279, η2 = .031, BF10 = .142, and the hypothesised interaction of Target Instruction and Induction Valence, F(2,76) = .48, p = .620, η2 = .012, BFF:R = .0892, were again not significant."
vandenakker_psp_134_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,134,Experiential or Material Purchases? Social Class Determines Purchase Happiness,doi.org/10.1177/0956797617736386,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.18642303609558764,500.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"As hypothesized, a regression model predicting purchase happiness from purchase type (material = 0, experiential = 1), social class (lower class = 0, higher class = 1), and their interaction revealed only the predicted interaction effect, b = 0.38, t(465) = 2.01, p = .045 (see Fig. 2). Simple-slopes analyses revealed a marginally significant experiential advantage among higher-class participants (material: M = 6.16, SD = 0.87; experiential: M = 6.38, SD = 0.99), b = 0.22, t(465) = 1.76, p = .079"
vandenakker_psp_150_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,150,Filler-Siphoning Theory Does Not Predict the Effect of Lineup Fairness on the Ability to Discriminate Innocent From Guilty Suspects: Reply to Smith Wells Smalarz and Lampinen (2018),doi.org/10.1177/0956797618786459,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,3.75,2078.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Receiver-operating-characteristic (ROC) analysis showed that people were better able to discriminate between innocent and guilty suspects in fair showups that prevented reliance on the distinctive feature—partial area under the curve (pAUC) = .102, 95% confidence interval (CI) = [.091, .112]—than in unfair showups that allowed people to rely on the nondiagnostic distinctive feature—pAUC = .075, 95% CI = [.065, .084], d = 3.75, p &lt; .001; see Figure 2a."
vandenakker_psp_156_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,156,"Good Choice, Bad Judgment: How Choice Under Uncertainty Generates Overoptimism",doi.org/10.1177/0956797617731637,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.65,86.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"On average, estimates (relative to the respective true price) were $42,461 higher for the subset of houses that were subsequently chosen than for houses in general, SE = $6,921, t(85) = 6.14, p &lt; .001, d = 0.65 (see Fig. 4)."
vandenakker_psp_159_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,159,Group Influences on Engaging Self-Control: Children Delay Gratification and Value It More When Their In-Group Delays and Their Out-Group Doesn’t,doi.org/10/gdj22c,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,chi_square,chi2_with_publication_n_to_d,0.39568157294732936,90.0,PvNP_Data.NOriginal_publication_sample_size,0.333333333333333,"The results of our confirmatory test were consistent with our preregistered hypothesis, although they did not meet the traditional .05 alpha threshold. Children whose group did not wait for two marshmallows (wait time Mdn = 9.48 min) gave into the temptation to eat the marshmal- low at nearly twice the rate of children whose group waited (Mdn = 15.00 min), χ 2 (1) = 3.39, p = .07, hazard ratio = 1.95, 95% confidence interval (CI) = [0.94, 4.01]."
vandenakker_psp_164_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,164,Grouping Promotes Equality: The Effect of Recipient Grouping on Allocation of Limited Medical Resources,doi.org/10.1177/0956797615583978,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,chi_square,chi2_with_publication_n_to_d,0.24410972443104498,996.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"There was a main effect of grouping, χ 2 (1, N = 996) = 14.62, lnOR = 0.29, 95% CI = [0.14, 0.44], p = .0001, which indicates that, compared with participants in the grouped condition, participants in the unified condi- tion were more likely to be perfectly efficient in their allo- cation (see Table 2)."
vandenakker_psp_165_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,165,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,doi.org/10.1016/j.jesp.2019.103893,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,4.505712638866343,29.0,PvNP_Data.NOriginal_publication_sample_size,0.25,"Study 1 gender, B=0.34, SE=0.03, t(32.08)=12.76, p &lt; .001, partial R2=0.17 (0.14, 0.20)"
vandenakker_psp_173_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,173,Hide or Seek? Physiological Responses Reflect Both the Decision and the Attempt to Conceal Information,doi.org/10.1177/0956797619864598,Psychological Science,paper_median_matched_preregistered_result_ready,True,,9,1;2;3;4;5;6;7;8;9,reported_d_or_dz,reported_d_or_dz,0.25,36.0,PvNP_Data.NOriginal_publication_sample_size,0.444444444444444,"These tests revealed no significant difference between conditions when the dependent measure was either the mean SCL, t(35) = 1.37, p = .181, d = 0.23, 95% CI = [–0.11, 0.56], BF 01 = 2.38; || These tests revealed no significant difference between conditions when the dependent measure was either […] ΔHR, t(34) = 0.71, p = .485, d = 0.12, 95% CI = [–0.21, 0.45], BF 01 = 4.38; || On the other hand, when the SCR was examined, significantly larger responses were found in the conceal condition compared with the reveal condition, which was confirmed by the BF, t(35) = 2.61, p = .013, d = 0.44, 95% CI = [0.09, 0.78], BF 10 = 3.35."
vandenakker_psp_178_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,178,Hypnotic Suggestions Can Induce Rapid Change in Implicit Attitudes,doi.org/10.1177/0956797619865183,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,1.8880195723822695,60.0,PvNP_Data.NOriginal_publication_sample_size,0.2,"An analysis of variance (ANOVA) on IAT scores revealed a main effect of 1366 Van Dessel, De Houwer counterattitudinal information, F(1, 56) = 9.20, p = .004, η2 = .16, BF10 = 3.29, and the predicted interaction with hypnosis, F(1, 56) = 5.39, p = .024, η2 = .09, BF10 = 2.60. || An ANOVA revealed a main effect of counterattitudinal information, F(1, 56) = 123.11, p < .001, η2 = .51, BF10 > 1,000, and an (unexpected) interaction with hypnosis, F(1, 56) = 5.85, p = .019, η2 = .02, BF10 = 1.03."
vandenakker_psp_183_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,183,"I May Not Agree With You, but I Trust You: Caring About Social Issues Signals Integrity",doi.org/10.1177/0956797619837948,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.4009164551675884,996.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"There was a significant positive slope of target caring on ratings of perceived integrity, β = 0.20, t(994) = 6.32, p &lt; .001, 95% CI = [0.14, 0.26]; participants rated the target as having more integrity when the target cared more about capital punishment."
vandenakker_psp_191_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,191,Impediments to Effective Altruism: The Role of Subjective Preferences in Charitable Giving,doi.org/10.1177/0956797617747648,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.17,404.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"significant Emotional Connection × Response Question interaction in the predicted direction, F(1, 399) = 8.80, p = .003, η 2 = .02. When participants read that Mary felt an emotional connection with distant charities, they responded that she should donate to Hunger Care in Africa (M = 5.26, SD = 2.05) and also evaluated it as being more effective (M = 5.59, SD = 1.87), t(197) = −1.19, p = .24, d = −0.17, 95% CI = [−0.44, 0.11]. However, when Mary felt connected to local communities, they indicat"
vandenakker_psp_192_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,192,Implicit Theories of Interest: Finding Your Passion or Developing It?,doi.org/10.1177/0956797618780643,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.4508348173337161,126.0,PvNP_Data.NOriginal_publication_sample_size,0.2,"A repeated measures analysis of covariance yielded the predicted interaction between theories of interest and article type, F(1, 123) = 5.32, p = .023, ηp2 = .04. The more participants endorsed a fixed theory, the less interest they expressed in the article that mismatched their interest identity, β = 0.22, t(123) = 2.50, p = .014. As expected, however, theories of interest did not predict interest in the identity-matching article, β = −0.04, t(123) = −0.46, p = .647."
vandenakker_psp_196_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,196,Inaugurating Rationalization: Three Field Studies Find Increased Rationalization When Anticipated Realities Become Current,doi.org/10.1177/0956797617738814,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.42132411100559863,621.0,PvNP_Data.NOriginal_publication_sample_size,0.375,"Participants reported more positive attitudes immediately following the inauguration, when the Trump presidency was current, compared with immediately before, b = 0.24, 95% CI = [0.15, 0.34], t(614) = 5.22, p &lt; .001, and compared with early December, b = 0.17, 95% CI = [0.08, 0.26], t(614) = 3.70, p &lt; .001, during which times it was merely anticipated (see Fig. 1, solid line)."
vandenakker_psp_198_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,198,Increasing Vegetable Intake by Emphasizing Tasty and Enjoyable Attributes: A Randomized Controlled Multisite Intervention for Taste-Focused Labeling,doi.org/10.1177/0956797619872191,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,5,reported_d_or_dz,reported_d_or_dz,0.58,147.0,PvNP_Data.NOriginal_publication_sample_size,0.8,"As hypothesized, taste-focused labels shifted people’s reason for choosing vegetables from being primarily for health benefits to being more for a tasty experience compared with basic labels (b = 0.81, 95% CI = [0.73, 0.89], p &lt; .001, d = 0.58, 95% CI = [0.53, 0.64]) and to a greater extent compared with health-focused labels (b = 1.08, 95% CI = [1.00, 1.16], p &lt; .001, d = 0.80, 95% CI = [0.74, 0.86]). Health-focused labeling shifted people’s reason for choosing vegetables to be more towar"
vandenakker_psp_209_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,209,Investigating the effects of Inhibition Training on Attentional Bias change: a simple Bayesian Approach,doi.org/10/ggb7rq,Frontiers in Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.07559289460184544,120.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"To test whether there was a signiﬁcant diﬀerence between the impact of the three training conditions on attentional bias, we performed a repeated measures ANOVA with time (pre and post training) as a within subjects factor and training condition as a between subjects factor. The analysis yielded no main eﬀect of time, F(1,112) = 0.160, p = 0.690, η 2 = 0.001, nor a main eﬀect of training condition, F(2,112) = 0.523, p = 0.594, η 2 = 0.009, nor an interaction between time and condition F(2,112) ="
