candidate_id,source_family,source_file,PSP,title,doi,journal,candidate_status,strict_append_ready,remaining_blocker,matched_result_rows,matched_result_indices,stat_types,conversion_methods,D_candidate,N_candidate,N_candidate_basis,positive_original,result_text_examples
vandenakker_psp_211_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,211,Investigating the Relationship Between Self-Perceived Moral Superiority and Moral Behavior Using Economic Games,doi.org/10/gfw43z,Social Psychological and Personality Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,0.029999771026689753,827.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"SPMS was trivially related to transfer amount, model summary: F(1, 367) = .14, p = .706, R = .02 (predictor summary: b = -.34, SE = 0.89, t = -.38]. || SPMS was trivially related to back-transfer amount: F(1, 365) = .04, p = .851, R = .01 (b = .60, SE = 3.17, t = .19]."
vandenakker_psp_215_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,215,Is Implicit Theory of Mind a Real and Robust Phenomenon? Results From a Systematic Replication Study,doi.org/10/gdqdvp,Psychological Science,paper_median_matched_preregistered_result_ready,True,,8,1;2;3;5;7;10;12;13,r; reported_d_or_dz,r_to_d; reported_d_or_dz,0.3635252382615113,43.0,PvNP_Data.NOriginal_publication_sample_size,0.125,"in the present study (n = 54), the overall DLS did not significantly differ from zero (M = .16, SD = .65, 95% CI = [−.02, .35]), t(50) = 1.77, p = .083, d = 0.25, BF10 = 0.649. || In the present study (n = 102), a 2 × 2 ANOVA on the proportion of looking time also showed no significant effects of belief, F(1, 201) = 2.02, p = .157, d = 0.20, BF10 = 0.079, and no interaction, F(1, 201) = 0.03, p = .869, d = 0.02, BF10 = 0.116, but a significant effect of object location, F(1, 201) = 28.20, p &lt; .001, d = 0.75; specifically, participants looked significantly longer at the object location (M = .27, SD = .29, 95% CI = [.24, .30]), than the no-object location (M = .16, SD =  || In the present study (n = 119), participants also looked proportionally more to the belief-congruent than to the belief-incongruent location, as indicated by a significantly positive DLS (M = .35, SD = .54, 95% CI = [.25, .45]), t(118) = 7.16, p &lt; .001, d = 0.65. The original findings were fully replicated."
vandenakker_psp_220_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,220,Is research in social psychology politically biased? Systematic empirical tests and a forecasting survey to address the controversy,doi.org/10.1016/j.jesp.2018.06.004,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,t,t_df_to_d,2.798751329738726,943.0,PvNP_Data.NOriginal_publication_sample_size,0.235294117647059,"Forecasters accurately predicted the direction of both the evaluative diﬀerences (predicted eﬀect size of 0.45 that conservatives would be explained more negatively) and explanatory diﬀerences (predicted ef- fect size of −0.41 that conservatives would be explained more), with both predicted eﬀect sizes signiﬁcantly diﬀerent from zero, t(175) = 18.512, p &lt; .001, t(172) = −17.66, p &lt; .001 (see Table 2). || Forecasters accurately predicted the direction of both the evaluative diﬀerences (predicted eﬀect size of 0.45 that conservatives would be explained more negatively) and explanatory diﬀerences (predicted ef- fect size of −0.41 that conservatives would be explained more), with both predicted eﬀect sizes signiﬁcantly diﬀerent from zero, t(175) = 18.512, p &lt; .001, t(172) = −17.66, p &lt; .001 (see Table 2)."
vandenakker_psp_221_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,221,"Is There a Positive Association Between Working Memory Capacity and Mind Wandering in a Low-Demand Breathing Task? A Preregistered Replication of a Study by Levinson, Smallwood, and Davidson (2012)",doi.org/10.1177/0956797619837942,Psychological Science,paper_median_matched_preregistered_result_ready,True,,3,1;2;3,r,r_to_d,0.28278500713637195,315.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"In contrast to the findings by Levinson et al., analyses of the present data revealed that squared operation- span scores were negatively associated with mind- wandering probes during the awareness section of the breathing task, r(251) = −.16, p = .009, 95% CI = [−.28, −.04]. || The correlations between symmetry span squared and mind wandering in the baseline section, r(258) = −.14, p = .019, 95% CI = [−.26, −.03], BF 10 = 1.18; count- ing section, r(258) = −.24, p &lt; .001, 95% CI = [−.35, −.12], BF 10 = 124; and awareness section, r(258) = −.13, p = .039, 95% CI = [−.25, .01], BF 10 = 0.63, were all nega- tive, with only the association between symmetry span squared and mind wandering in the counting section providing strong evidence against the null hypothesis. || Looking at the associations between the WMC compos- ite and mind wandering reveals that negative associa- tions are found in the baseline section, r(213) = −.08, p = .249, 95% CI = [−.21, .06], BF 10 = 0.16; counting section, r(213) = −.21, p = .002, 95% CI = [−.34, −.08], BF 10 = 9.78; and awareness section, r(213) = −.16, p = .018, 95% CI = [−.29, −.02], BF 10 = 1.34. As can be seen here, the evidence for a negative association varies considerably by section, with the baseline section favor- i"
vandenakker_psp_222_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,222,Justifications Shape Ethical Blind Spots,doi.org/10.1177/0956797615571018,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,0.11366141808237415,40.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Results supported Hypothesis 1: Participants’ mistakes reflected the predicted self-serving pattern. A 2 (payment condition) × 2 (temptation) generalized linear mixed model predicting the likelihood of reporting the value next to the target revealed a significant interaction, F(1, 1980) = 10.77, p = .001, b = −1.07, 95% confidence interval (CI) = [−1.712, −0.431]. || As predicted (Hypothesis 2), this pattern was qualified by a three-way Payment Condition × AOI × Temptation interaction, F(1, 2480) = 3.95, p = .047, b = −0.12, 95% CI = [−0.238, −0.002]."
vandenakker_psp_225_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,225,Leaders’ Use of Moral Justifications Increases Policy Support,doi.org/10.1177/0956797615572909,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.39,373.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"The results revealed a main effect of policy frame, F(2, 371) = 4.92, p = .008, ηp2 = .03, replicat-ing the results of the pilot study. Participants were more supportive of policies framed in moral terms (M = 5.82, SD = 0.74) than of policies framed in pragmatic terms (M = 5.54, SD = 0.72), t(246) = 3.08, p = .002, d = 0.39, 95% confidence interval (CI) = [0.14, 0.64]."
vandenakker_psp_232_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,232,Long-Term Memory for Haptically Explored Objects: Fidelity Durability Incidental Encoding and Cross-Modal Transfer,doi.org/10.1177/0956797618803644,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,3,reported_d_or_dz,reported_d_or_dz,0.86,43.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Performance in the unimodal haptic test was better than in the cross-modal visual test (mean difference = 5.9%, SD = 6.9, 95% CI = [3.8, 8.0]), t(42) = 5.58, p &lt; .001, d = 0.86, 95% CI = [0.50, 1.20]."
vandenakker_psp_233_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,233,Looking on the Bright Side: Replicating the Association between Brightness and Positivity,doi.org/10/ggb8hb,Collabra: Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.98,15.0,PvNP_Data.NOriginal_publication_sample_size,0.666666666666667,"As in Specker et al. (2018) we then conducted a one-sided one sample t-test. This showed a significant difference from 0 in the expected (positive) direction, t(14) = 6.58, p &lt; .001, Cohen’s dz = 1.73,2 CI [.91,2.51] || We then conducted a one-sided one sample t-test over the difference score. This did not show a significant difference from 0, t(14) = –.90, p &gt; .05, Cohen’s dz = 0.23 CI [–.74, .28]."
vandenakker_psp_245_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,245,Moral Framing and Charitable Donation: Integrating Exploratory Social Media Analyses and Confirmatory Experimentation,doi.org/10/gdkx4q,Collabra: Psychology,paper_median_matched_preregistered_result_ready,True,,4,1;3;5;7,reported_d_or_dz; t,reported_d_or_dz; t_df_to_d,0.4586760808618211,313.0,PvNP_Data.NOriginal_publication_sample_size,0.625,"Congruent with our hypotheses, one-tailed t-tests indicated that participants reported higher donation motivation in the care (M = 4.16, SD = 1.5) and loyalty (M = 4.28, SD = 1.58) conditions compared to the control condition (M = 3.55, SD = 1.40), Cohen’s d6 = 0.42, 95%CI [0.20, 0.65], t(308) = 3.75, 95%CI = [0.29, 0.94], p &lt; 0.001 || and Cohen’s d = 0.49, 95%CI [0.26, 0.72], t(308) = 4.33, 95%CI = [0.39, 1.06], p &lt; 0.001 || Congruent with our hypotheses, one-tailed t-tests5 indicated that participants reported higher donation motivation in the care (M = 4.16, SD = 1.5) and loyalty (M = 4.28, SD = 1.58) conditions compared to the control condition (M = 3.55, SD = 1.40), Cohen’s d6 = 0.42, 95%CI [0.20, 0.65], t(308) = 3.75, 95%CI = [0.29, 0.94], p &lt; 0.001"
vandenakker_psp_254_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,254,Not Learning From Failure—the Greatest Failure of All,doi.org/10.1177/0956797619881133,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.71,325.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"As in study 2a, participants in the failure condition (M = 66%, sd = 36%) learned less than participants in the success condition (m = 88%, sd = 25%), t(323) = 6.17, p &lt; 0.001, d = 0.71. CI95[0.49, 0.94]"
vandenakker_psp_260_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,260,On the Clock: Evidence for the Rapid and Strategic Modulation of Mind Wandering,doi.org/10.1177/0956797618761039,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.6968713149711571,55.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Most critically, however, we again observed a significant quadratic function for quadrant, F(1, 54) = 6.556, MSE = 0.031, p = 0.13 [one-tailed p = 0.007, partial eta squared = 0.108]"
vandenakker_psp_263_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,263,"Out of debt, out of burden: The physical burdens of debt",doi.org/10.1016/j.jesp.2018.01.003,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.28449003398933387,216.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"and a significant interaction effect, F(1,214)=4.33, p = 0.039, eta squared = 0.02"
vandenakker_psp_264_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,264,Overconfidence Across Cultures,doi.org/10/ggb8jw,Collabra: Psychology,paper_median_matched_preregistered_result_ready,True,,1,3,reported_d_or_dz,reported_d_or_dz,0.15,391.0,PvNP_Data.NOriginal_publication_sample_size,0.75,"Participants from the UK and the US showed greater underprecision (M = –23.53, SD = 15.46) than participants from Hong Kong and India (M = –21.30, SD = 15.71), t (1702) = –2.91, p = .004, d = 0.15."
vandenakker_psp_271_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,271,People Are Slow to Adapt to the Warm Glow of Giving,doi.org/10.1177/0956797618814145,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.22867021507848606,113.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"and the critical interaction, F(1,420.73) = 5.50, p = 0.019"
vandenakker_psp_273_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,273,People With Autism Spectrum Conditions Make More Consistent Decisions,doi.org/10.1177/0956797617694867,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.6,212.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"the ASC group made more consistent choices than did the control group, t(203.9) = 5.15, p &lt; .001, d = 0.60, 95% confidence interval(CI) = [0.34, 0.85],"
vandenakker_psp_276_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,276,Perspective Taking and Self-Persuasion: Why “Putting Yourself in Their Shoes” Reduces Openness to Attitude Change,doi.org/10.1177/0956797618822697,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.19,568.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Participants reported less receptiveness to the counterattitudinal view in the perspective-taking (M=3.27, 95% CI[3.11, 3.43]) relative to the control (M = 3.53, 95%CI[3.36, 3.69]) condition, t(482) = - 2.15, p = .032, d = 0.20 || Participants also showed less attitude change in the perspective-taking (M= 0.39, 95% CI[-0.17,0.94]) relative to the control (M=1.52, 95% CI[0.55,2.50]) condition, t(482) = -1.98, p = .048, d = 0.18."
vandenakker_psp_280_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,280,Polluted Morality: Air Pollution Predicts Criminal Activity and Unethical Behavior,doi.org/10.1177/0956797617735807,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.29,356.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"The results of Study 3b replicated those of Study 3a: Participants in the polluted condition were significantly more willing to use unethical negotiation tactics (M = 4.26, SD = 1.26) than those in the clean condition (M = 3.89, SD = 1.34), t(354) = 2.69, p = .007, d = 0.29, 95% CI for the mean difference = [0.10, 0.65]."
vandenakker_psp_282_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,282,Predicting Exercise With a Personality Facet: Planfulness and Goal Achievement,doi.org/10.1177/0956797619868812,Psychological Science,paper_median_matched_preregistered_result_ready,True,,3,1;3;4,r; t,r_to_d; t_df_to_d,0.38705047652302255,282.0,PvNP_Data.NOriginal_publication_sample_size,0.333333333333333,"Scores on the Planfulness scale were positively associated with recreation-center activity during both the fall term b = 5.92, beta = 0.17, SE = 2.04, r = 0.19, t(279)=2.90, p = .004 [fall term only, because this was the reported test] || There was a small but statistically significant relationship between planfulness scores and the rated descriptiveness of the free responses (r = .19, p = .02), || as well as between planfulness scores and planfulnessratings (r = .23, p &lt; 0.001]"
vandenakker_psp_297_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,297,Reducing sugar use in coffee while maintaining enjoyment: A randomized controlled trial,doi.org/10/gfn9hx,Journal of Health Psychology,paper_median_matched_preregistered_result_ready,True,,1,2,reported_d_or_dz,reported_d_or_dz,0.56,129.0,PvNP_Data.NOriginal_publication_sample_size,0.0909090909090909,"According to our pre-registered one-tailed t-tests, mindfulness participants consumed their coffee sugar-free more frequently than control participants 1 month after the intervention ended (Mm = 2.89, Mc = 2.25, 8], 95% confidence interval (CI) [0.168, t(66) = 2.27, p = 0.013, d = 0.56),"
vandenakker_psp_303_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,303,Rushing to Appear Virtuous: Time Pressure Increases Socially Desirable Responding,doi.org/10.1177/0956797619867939,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.142,1500.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"Comparison of the magnitude of socially desirable responses in the quick and slow conditions confirmed the hypothesized effect. Asking people to answer quickly causes them to give more socially desirable responses (M = 5.069, SD = 2.55) than asking them to answer slowly (M = 4.722, SD = 2.358), F(1, 1496) = 7.559, p = .006, d = 0.142, 95% confidence interval (CI)[0.243,0.04] (see Fig. 1)."
vandenakker_psp_316_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,316,"Shared Plates, Shared Minds: Consuming From a Shared Plate Promotes Cooperation",doi.org/10.1177/0956797619830633,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,F; reported_d_or_dz,F_1_df_to_d; reported_d_or_dz,0.6571236553589335,200.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"As we predicted, pairs sharing food from the same bowl went into fewer days of strike (M = 8.72, 95% CI = [6.75, 10.69]) than pairs eating from separate bowls (M = 13.20, 95% CI = [11.24, 15.16]), t(98) = 3.24, p = .002, d = 0.65, 95% CI = [0.24, 1.05], BF10 = 19.50 (see Fig. 1). || As we predicted, we found a main effect of consumption condition, suggesting that, on average, participants in the shared-consumption condition performed better than those in the separateconsumption condition (shared: M = −$2.16 million, 95% CI = [−$2.71 million, −$1.60 million]; separate: M = −$3.46 million, 95% CI = [−$4.01 million, −2.90 million]), F(1, 98) = 10.81, p = .001, ηp 2 = .10, 95% CI = [.02, .22] (see Fig. 2)."
vandenakker_psp_319_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,319,Show Me the Money: A Systematic Exploration of Manipulations Moderators and Mechanisms of Priming Effects,doi.org/10/gbsdpz,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,8,reported_d_or_dz,reported_d_or_dz,0.54,333.0,PvNP_Data.NOriginal_publication_sample_size,0.133333333333333,"Only one contrast analysis that we conducted was statistically significant (in the direction consistent with our a priori expectations). Specifically, the scrambled-phrases manipulation increased general self-sufficiency. [From table 3: Cohen's d = 0.54; Sampling Variance = 0.0382, p&lt; .05]"
vandenakker_psp_325_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,325,Socially thermoregulated thinking: How past experiences matter in thinking about our loved ones,doi.org/10/gfjkbc,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;4,t,t_df_to_d,0.14001354925771944,225.0,PvNP_Data.NOriginal_publication_sample_size,0.25,"In our pre-registered replication study in a French sample, we again found an interaction between temperature condition and the Relationship Closeness Regulation scale in predicting the accessibility of close others (B=0.24, t(168)=1.80, p=.04), that lower the RCR (=more past positive relationship experiences) related to greater closeness to the people that participants were currently thinking of (B=−0.44, t(168)=−2.14, p=.02), and colder (versus warmer) temperatures let participants think more  || This was exactly the opposite for those 1SD below the mean (=high in relationship closeness orientation), participants in the warm condition thought of more distant others than participants in the cold condition, B=−0.28, t(340)=−2.40, p=.02, sr=−0.13. || We suspected that changing the nature of an existing relationship requires more than simply holding a cold/warm cup. Our suspicion was confirmed: There was no main effect of temperature (B=0.06, t(174)=0.13, p=.90), nor an interaction effect between the RCR and temperature (B=-0.07, t(174)=-0.04, p=.66)."
vandenakker_psp_326_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,326,Some People Heed Advice Less than Others: Agency (but Not Communion) Predicts Advice Taking,doi.org/10/gdsjq9,Journal of Behavioral Decision Making,paper_median_matched_preregistered_result_ready,True,,1,1,r,r_to_d,0.04000800240080028,351.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"Other than in the previous studies, the zero-order correlation of agency and advice taking was not significant [Table 4: r = -.02 (-.05/.02), p &gt; .05, two-tailed] Splitting this analysis by judgment task showed that the correlation of agency and advice taking was absent in both tasks. [see Table 4]"
vandenakker_psp_327_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,327,Specks of Dirt and Tons of Pain: Dosage Distinguishes Impurity From Harm,doi.org/10.1177/0956797619855382,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,2;3,r,r_to_d,0.19710745883122854,168.0,PvNP_Data.NOriginal_publication_sample_size,0.333333333333333,"Examining simple effects, we found that there was an effect of dosage both for harm transgressions, b = 9.518, SE = 1.425, p &lt; .001, [ ... ] Again, there was no relationship between the relative harmfulness of a transgression and the influence of dosage on moral judgments of that transgression, r(14) = .075, p = .781 || Examining simple effects, we found that there was an effect of dosage (...) for purity transgressions, b = 4.299, SE = 1.425, p = .003. [...] However, unlike in Study 2, there was no relationship between the relative impurity of a transgression and the influence of dosage on moral judgments of that transgression, r(14) = −.121, p = .655, indicating that the significant result in the previous study should be interpreted with caution."
vandenakker_psp_328_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,328,Stand by Your Stroop: Standing Up Enhances Selective Attention and Cognitive Control,doi.org/10.1177/0956797617721270,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,2.376,50.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"The results for Experiment 3 are presented in Figure 1. Overall, the responses were faster when participants were standing than when they were sitting, F(1, 49) = 7.33, p &lt; .01, ηp2 = .130. The Stroop effects in both the sitting condition, M = 118.9 ms, t(49) = 16.52, p &lt; .01, d = 2.376, and the standing condition, M = 95.9 ms, t(49) = 14.327, p &lt; .01, d = 2.034, were highly reliable, but the most significant finding again was the shrinkage of the effect when participants were standing,"
vandenakker_psp_329_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,329,Stigma by Prejudice Transfer: Racism Threatens White Women and Sexism Threatens Men of Color,doi.org/10.1177/0956797616686218,Psychological Science,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;4,F,F_1_df_to_d,0.386102706703103,177.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"An ANCOVA on anticipated gender stigma revealed a significant main effect of condition, F(1, 172) = 21.75, p &lt; .001, 95% CI for the mean difference = [0.79, 1.34], ηp 2 = .11; participants anticipated greater gender stigmatization from the racist evaluator (M = 3.36, SE = 0.20) than the neutral evaluator (M = 2.02, SE = 0.19). || An ANCOVA on unfair treatment revealed a significant main effect of profile condition, F(1, 172) = 23.72, p &lt; .001, 95% CI for the mean difference = [1.31, 1.83], ηp 2 = .12; participants anticipated greater mistreatment from the racist evaluator (M = 3.38, SE = 0.19) than the neutral evaluator (M = 2.03, SE = 0.18). || There was no main effect of order of measures, F(1, 172) = 0.16, p &gt; .25, ηp 2 = .001, and the interaction of the two factors was nonsignificant, F(1, 172) = 3.49, p = .063, ηp 2 = .02 (see Fig. 9a)"
vandenakker_psp_330_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,330,Still Suspicious: The Suspicious-Coincidence Effect Revisited,doi.org/10.1177/0956797618794931,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,1.27,50.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Experiment 1: d = 1.27, 95% confidence interval, or CI = [0.84, 1.71]"
vandenakker_psp_340_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,340,Subjective Confidence Predicts Information Seeking in Decision Making,doi.org/10.1177/0956797617744771,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.8642624212068232,50.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"The same mixed regression model as in Experiment 1 was fitted to the data, with random slopes for confidence, variance, and accuracy. Similar to Experiment 1, confidence (β = −0.10), t(107.0) = −4.47, p &lt; .001; variance (β = 0.07), t(47.5) = 5.24, p &lt; .001; and accuracy (β = 0.12), t(53.7) = 3.91, p &lt; .001, all affected see-again choices, whereas evidence mean did so less consistently, t(297.1) = 1.74, p = .084. This finding demonstrates that confidence predicted see-again choices over "
vandenakker_psp_341_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,341,"Subjective well-being, social interpretation, and relationship thriving",doi.org/10.1016/j.jrp.2018.11.007,Journal of Research in Personality,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;4,r,r_to_d,0.23261935271615977,276.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"Correlations among participant subjective well-being and face ratings are shown in Table 1. As expected, PA related to rating neutral faces more positively, but not more negatively, while NA was unrelated to the neutral face ratings. [From Table 1: PA-Faces Pos: r= 0.17**, p&lt;.001, PA-Faces Neg. r = 0.07, ns] || Intriguingly, life satisfaction related to rating neutral faces more negatively, but was unrelated to how positively the faces were rated. [Table 1: SWLS-Faces Pos → r=0.06. p&gt;.05; SWLS-Faces Neg. → 0.24***, p&lt;.001] || Table 1: PA & Chat (r = .17**, p &lt;.01); NA & Chat (r = .02, ns); SWLS & Chat (r = -.001, ns)"
