source_dataset,project,pair_id,original_title,replication_title,original_doi,replication_doi,outcome,D_original,N_original,D_replication,N_replication,original_sig_05,replication_sig_05,n_ratio,d_ratio,category,appendix_row_num,smaller_N_paper_title,larger_N_paper_title,smaller_N_paper_doi,larger_N_paper_doi,D_smaller_N,N_smaller_N,D_larger_N,N_larger_N,D_larger_N_minus_smaller_N
251 Rescue parsed data,251 Rescue Projects,rescue_ngo2019_additional,Ngo et al. 2019,Ngo et al. 2019 (additional),,,"MSE1:m1=.07(.01),comp=0",1.2780193008453875,31.0,1.2572371141874246,32.0,True,True,1.032258064516129,0.9837387536759296,shrunk_still_sig,,Ngo et al. 2019,Ngo et al. 2019 (additional),,,1.2780193008453875,31.0,1.2572371141874246,32.0,-0.020782186657962942
251 Rescue parsed data,251 Rescue Projects,rescue_ngo2019_rescue,Ngo et al. 2019,Ngo et al. 2019 (rescue),,,"MSE1:m1=.05(.06),comp=0",1.2780193008453875,31.0,0.095589889112734,77.0,True,False,2.4838709677419355,0.0747953407663741,shrunk_below_sig,,Ngo et al. 2019,Ngo et al. 2019 (rescue),,,1.2780193008453875,31.0,0.095589889112734,77.0,-1.1824294117326535
251 Rescue parsed data,251 Rescue Projects,rescue_child2018_rep1,Child et al. 2018,Child et al. 2018 (rep1),,,"MSD2:m1=1860(1510),m2=1960(1490)",0.1130564378695781,35.0,0.066665185234566,40.0,False,False,1.1428571428571428,0.5896628842266457,shrunk_below_sig,,Child et al. 2018,Child et al. 2018 (rep1),,,0.1130564378695781,35.0,0.066665185234566,40.0,-0.046391252635012106
251 Rescue parsed data,251 Rescue Projects,rescue_child2018_rescue,Child et al. 2018,Child et al. 2018 (rescue),,,"MSD2:m1=1930(1400),m2=1930(1400)",0.1130564378695781,35.0,0.0,98.0,False,False,2.8,0.0,shrunk_below_sig,,Child et al. 2018,Child et al. 2018 (rescue),,,0.1130564378695781,35.0,0.0,98.0,-0.1130564378695781
251 Rescue parsed data,251 Rescue Projects,rescue_payne2008_additional,Payne et al. 2008,Payne et al. 2008 (additional),,,"F(1,270)=.00967502",0.978945010372561,48.0,0.0119281057122391,280.0,True,False,5.833333333333333,0.0121846534645491,shrunk_below_sig,,Payne et al. 2008,Payne et al. 2008 (additional),,,0.978945010372561,48.0,0.0119281057122391,280.0,-0.9670169046603219
251 Rescue parsed data,251 Rescue Projects,rescue_todd2016_additional,Todd et al. 2016,Todd et al. 2016 (additional),,,"MSD4:m1=295(239),m2=335(226),m3=300(225),m4=334(279)",0.450403235098313,63.0,0.0325479460605577,161.0,False,False,2.555555555555556,0.0722640148298517,shrunk_below_sig,,Todd et al. 2016,Todd et al. 2016 (additional),,,0.450403235098313,63.0,0.0325479460605577,161.0,-0.41785528903775526
251 Rescue parsed data,251 Rescue Projects,rescue_paxton2012_rescue,Paxton et al. 2012,Paxton et al. 2012 (rescue),,,t(158)=-1.1216,0.4232842605358617,92.0,0.1773405311822427,160.0,True,False,1.7391304347826086,0.4189632068004049,shrunk_below_sig,,Paxton et al. 2012,Paxton et al. 2012 (rescue),,,0.4232842605358617,92.0,0.1773405311822427,160.0,-0.24594372935361902
251 Rescue parsed data,251 Rescue Projects,rescue_chou2016_rescue,Chou et al. 2016,Chou et al. 2016 (rescue),,,"MSD2:m1=11.52066(18.72659),m2=10.39695(16.53978)",0.4156318727011738,100.0,0.0636048369324056,252.0,True,False,2.52,0.153031663618674,shrunk_below_sig,,Chou et al. 2016,Chou et al. 2016 (rescue),,,0.4156318727011738,100.0,0.0636048369324056,252.0,-0.3520270357687682
251 Rescue parsed data,251 Rescue Projects,rescue_birch2007_additional,Birch & Bloom 2007,Birch & Bloom 2007 (additional),,,t(149.58)=-1.20,0.4679004606981011,103.0,0.1949352100389861,152.0,True,False,1.4757281553398058,0.4166168371540935,shrunk_below_sig,,Birch & Bloom 2007,Birch & Bloom 2007 (additional),,,0.4679004606981011,103.0,0.1949352100389861,152.0,-0.27296525065911503
251 Rescue parsed data,251 Rescue Projects,rescue_birch2007_rescue,Birch & Bloom 2007,Birch & Bloom 2007 (rescue),,,t(237.01)=-1.4687,0.4679004606981011,103.0,0.1900006359555902,247.0,True,False,2.3980582524271843,0.4060706323565312,shrunk_below_sig,,Birch & Bloom 2007,Birch & Bloom 2007 (rescue),,,0.4679004606981011,103.0,0.1900006359555902,247.0,-0.2778998247425109
251 Rescue parsed data,251 Rescue Projects,rescue_craig2014_rescue,Craig & Richeson 2014,Craig & Richeson 2014 (rescue),,,"MSD2:m1=-.4307766(3.529429),m2=.4463469(3.848955)",0.4969561880566593,121.0,0.2375322791350785,127.0,True,False,1.0495867768595042,0.4779742859505289,shrunk_below_sig,,Craig & Richeson 2014,Craig & Richeson 2014 (rescue),,,0.4969561880566593,121.0,0.2375322791350785,127.0,-0.25942390892158085
251 Rescue parsed data,251 Rescue Projects,rescue_haimovitz2016_rescue,Haimovitz & Dweck 2016,Haimovitz & Dweck 2016 (rescue),,,t(129.45)=-0.31382,0.5629277922150586,132.0,0.0547432174101538,141.0,True,False,1.068181818181818,0.0972473169156301,shrunk_below_sig,,Haimovitz & Dweck 2016,Haimovitz & Dweck 2016 (rescue),,,0.5629277922150586,132.0,0.0547432174101538,141.0,-0.5081845748049049
251 Rescue parsed data,251 Rescue Projects,rescue_tarampi2016_rescue,Tarampi et al. 2016,Tarampi et al. 2016 (rescue),,,"MSD4:m1=18.4(8.77),m2=12.9(7.58),m3=25.9(6.82),m4=17.7(6.96)",0.7380644068999455,139.0,0.3577457516546798,166.0,True,True,1.1942446043165469,0.4847080394478053,shrunk_still_sig,,Tarampi et al. 2016,Tarampi et al. 2016 (rescue),,,0.7380644068999455,139.0,0.3577457516546798,166.0,-0.38031865524526565
251 Rescue parsed data,251 Rescue Projects,rescue_jara_ettinger2022_rep1,Jara-Ettinger et al. 2022,Jara-Ettinger et al. 2022 (rep1),,,"rawprop:91/147,chance=1/3",9.12093004405392,144.0,7.096628053106701,147.0,True,True,1.0208333333333333,0.7780596955387359,shrunk_still_sig,,Jara-Ettinger et al. 2022,Jara-Ettinger et al. 2022 (rep1),,,9.12093004405392,144.0,7.096628053106701,147.0,-2.024301990947218
251 Rescue parsed data,251 Rescue Projects,rescue_jara_ettinger2022_rescue,Jara-Ettinger et al. 2022,Jara-Ettinger et al. 2022 (rescue),,,"rawprop:191/426,chance=1/3",9.12093004405392,144.0,4.76521673667852,426.0,True,True,2.958333333333333,0.522448556634314,shrunk_still_sig,,Jara-Ettinger et al. 2022,Jara-Ettinger et al. 2022 (rescue),,,9.12093004405392,144.0,4.76521673667852,426.0,-4.3557133073753995
251 Rescue parsed data,251 Rescue Projects,rescue_porter2016_rep1,Porter et al. 2016,Porter et al. 2016 (rep1),,,"F(1,157)=.59",0.5309907904212606,145.0,0.1218308963095876,168.0,True,False,1.1586206896551725,0.2294406955964966,shrunk_below_sig,,Porter et al. 2016,Porter et al. 2016 (rep1),,,0.5309907904212606,145.0,0.1218308963095876,168.0,-0.40915989411167303
251 Rescue parsed data,251 Rescue Projects,rescue_hopkins2016_rescue,Hopkins et al. 2016,Hopkins et al. 2016 (rescue),,,"MSD2:m1=1.177984(.6890454),m2=1.355208(.7170742)",0.3475203123622326,147.0,0.2520252206410359,161.0,True,False,1.0952380952380951,0.725210042912085,shrunk_below_sig,,Hopkins et al. 2016,Hopkins et al. 2016 (rescue),,,0.3475203123622326,147.0,0.2520252206410359,161.0,-0.09549509172119669
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_mtt13,10.3109/15376516.2014.920447,BRI MTT13,10.3109/15376516.2014.920447,,"MTT Assay | Figure 1 – LLC-PK1 – 1h, 10 uM",0.2043340640772224,10.0,0.0074727738176988,16.0,False,False,1.6,0.0365713560851737,shrunk_below_sig,,10.3109/15376516.2014.920447,BRI MTT13,10.3109/15376516.2014.920447,,0.2043340640772224,10.0,0.0074727738176988,16.0,-0.1968612902595236
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_mtt45,10.1007/s12035-016-0135-5,BRI MTT45,10.1007/s12035-016-0135-5,,MTT Assay | Fig 10B – b x a,0.6348782724359695,10.0,0.0092530652504062,14.0,False,False,1.4,0.0145745501966905,shrunk_below_sig,,10.1007/s12035-016-0135-5,BRI MTT45,10.1007/s12035-016-0135-5,,0.6348782724359695,10.0,0.0092530652504062,14.0,-0.6256252071855632
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_pcr40,10.1590/S1984-82502015000200006,BRI PCR40,10.1590/S1984-82502015000200006,,RT-PCR | Fig 2 - Nr1i3 CT x CAF,0.8586616190375187,10.0,0.933412785580363,36.0,False,True,3.6,1.0870554417310905,grew,,10.1590/S1984-82502015000200006,BRI PCR40,10.1590/S1984-82502015000200006,,0.8586616190375187,10.0,0.933412785580363,36.0,0.0747511665428443
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_pcr158,10.1016/j.ejps.2009.04.006,BRI PCR158,10.1016/j.ejps.2009.04.006,,RT-PCR | Fig 1 24h - 0 vs 1,1.016111067156366,10.0,0.1652095766065254,20.0,False,False,2.0,0.1625900769577011,shrunk_below_sig,,10.1016/j.ejps.2009.04.006,BRI PCR158,10.1016/j.ejps.2009.04.006,,1.016111067156366,10.0,0.1652095766065254,20.0,-0.8509014905498407
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm31,10.1016/S0091-3057(01)00560-3,BRI EPM31,10.1016/S0091-3057(01)00560-3,,Elevated Plus Maze | Fig 2 bottom (white bars) S x M60,1.543676969566593,10.0,0.1772643524839008,35.0,True,False,3.5,0.1148325433226292,shrunk_below_sig,,10.1016/S0091-3057(01)00560-3,BRI EPM31,10.1016/S0091-3057(01)00560-3,,1.543676969566593,10.0,0.1772643524839008,35.0,-1.3664126170826922
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_mtt87,10.1016/j.bbi.2010.12.012,BRI MTT87,10.1016/j.bbi.2010.12.012,,"MTT Assay | Fig 4A – SCC9, 10 x 0",0.5306282510621704,12.0,0.0716431685869832,48.0,False,False,4.0,0.1350157449091213,shrunk_below_sig,,10.1016/j.bbi.2010.12.012,BRI MTT87,10.1016/j.bbi.2010.12.012,,0.5306282510621704,12.0,0.0716431685869832,48.0,-0.45898508247518716
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_mtt33,10.1016/j.phymed.2016.11.008,BRI MTT33,10.1016/j.phymed.2016.11.008,,MTT Assay | Fig 8 – alpha bisabolol 31.25 x control,0.5386300607661101,12.0,0.7053777072087475,18.0,False,False,1.5,1.3095773121267444,grew,,10.1016/j.phymed.2016.11.008,BRI MTT33,10.1016/j.phymed.2016.11.008,,0.5386300607661101,12.0,0.7053777072087475,18.0,0.1667476464426374
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm37,10.1016/j.brainresbull.2006.10.004,BRI EPM37,10.1016/j.brainresbull.2006.10.004,,Elevated Plus Maze | Fig 2A CeA Saline x Muscimol,1.4828371843750727,15.0,0.0734689033720586,56.0,True,False,3.733333333333333,0.0495461701029714,shrunk_below_sig,,10.1016/j.brainresbull.2006.10.004,BRI EPM37,10.1016/j.brainresbull.2006.10.004,,1.4828371843750727,15.0,0.0734689033720586,56.0,-1.4093682810030141
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_mtt83,10.1016/j.biochi.2013.02.013,BRI MTT83,10.1016/j.biochi.2013.02.013,,"MTT Assay | Fig 2A – 1 uM x 0 uM (MTT, black bars)",0.2586412036673671,16.0,0.2676406600525621,36.0,False,False,2.25,1.0347951380429277,grew,,10.1016/j.biochi.2013.02.013,BRI MTT83,10.1016/j.biochi.2013.02.013,,0.2586412036673671,16.0,0.2676406600525621,36.0,0.008999456385195004
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_pcr125,10.1111/bcpt.12183,BRI PCR125,10.1111/bcpt.12183,,RT-PCR | Fig 4 - 24h Control x 25 mg.kg-1 Lead Acetate,0.3950080907925899,16.0,0.2364853161330615,130.0,False,False,8.125,0.5986847399974771,shrunk_below_sig,,10.1111/bcpt.12183,BRI PCR125,10.1111/bcpt.12183,,0.3950080907925899,16.0,0.2364853161330615,130.0,-0.1585227746595284
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_pcr11,10.1530/JME-17-0041,BRI PCR11,10.1530/JME-17-0041,,RT-PCR | Fig 1A - 0 E2 x 10 E2,0.4836599556932212,16.0,0.0312563150911025,26.0,False,False,1.625,0.0646245667502147,shrunk_below_sig,,10.1530/JME-17-0041,BRI PCR11,10.1530/JME-17-0041,,0.4836599556932212,16.0,0.0312563150911025,26.0,-0.4524036406021187
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm19,10.1016/j.pbb.2011.08.029,BRI EPM19,10.1016/j.pbb.2011.08.029,,"Elevated Plus Maze | Fig 1 Tween x Linalool oxide 0,65% INH",0.6236078892169739,16.0,0.0122870003424266,52.0,False,False,3.25,0.0197030867551317,shrunk_below_sig,,10.1016/j.pbb.2011.08.029,BRI EPM19,10.1016/j.pbb.2011.08.029,,0.6236078892169739,16.0,0.0122870003424266,52.0,-0.6113208888745473
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm27,10.1007/s00726-016-2365-2,BRI EPM27,10.1007/s00726-016-2365-2,,Elevated Plus Maze | Fig 2 top left Distance traveled L15 vehicle x Gln500,0.4864478930512123,18.0,0.0295114547406703,39.0,False,False,2.1666666666666665,0.0606672475351093,shrunk_below_sig,,10.1007/s00726-016-2365-2,BRI EPM27,10.1007/s00726-016-2365-2,,0.4864478930512123,18.0,0.0295114547406703,39.0,-0.456936438310542
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm28,10.1016/j.pbb.2004.09.001,BRI EPM28,10.1016/j.pbb.2004.09.001,,Elevated Plus Maze | Table 1 (Time Open Arms) REM SD x control,0.5210307763554904,20.0,0.0823576875008708,180.0,False,False,9.0,0.1580668383486805,shrunk_below_sig,,10.1016/j.pbb.2004.09.001,BRI EPM28,10.1016/j.pbb.2004.09.001,,0.5210307763554904,20.0,0.0823576875008708,180.0,-0.43867308885461964
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm2,10.1016/j.lfs.2004.10.040,BRI EPM2,10.1016/j.lfs.2004.10.040,,Elevated Plus Maze | Fig 1 Sal x CDZ,0.611462408499593,20.0,0.0084081206522701,94.0,False,False,4.7,0.0137508382124453,shrunk_below_sig,,10.1016/j.lfs.2004.10.040,BRI EPM2,10.1016/j.lfs.2004.10.040,,0.611462408499593,20.0,0.0084081206522701,94.0,-0.6030542878473228
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm21,10.1016/j.neulet.2017.07.008,BRI EPM21,10.1016/j.neulet.2017.07.008,,Elevated Plus Maze | Fig 2A (% Entries - white bars) Control x Stress,0.8650152555887276,20.0,0.0159266934362197,40.0,False,False,2.0,0.0184120376297641,shrunk_below_sig,,10.1016/j.neulet.2017.07.008,BRI EPM21,10.1016/j.neulet.2017.07.008,,0.8650152555887276,20.0,0.0159266934362197,40.0,-0.8490885621525079
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm29,10.1007/s12011-014-9960-4,BRI EPM29,10.1007/s12011-014-9960-4,,Elevated Plus Maze | Table 1 (Time Open Arms) Control x (PhTe)2,0.957481889014735,20.0,0.1143797133432296,134.0,True,False,6.7,0.1194588792284397,shrunk_below_sig,,10.1007/s12011-014-9960-4,BRI EPM29,10.1007/s12011-014-9960-4,,0.957481889014735,20.0,0.1143797133432296,134.0,-0.8431021756715054
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm25,10.1007/s00213-010-1985-6,BRI EPM25,10.1007/s00213-010-1985-6,,Elevated Plus Maze | Fig 1A 1 day Control x Pilocarpine 75 mg.kg-1,0.7256353044384797,21.0,0.2963222749054871,108.0,False,False,5.142857142857143,0.4083625384445579,shrunk_below_sig,,10.1007/s00213-010-1985-6,BRI EPM25,10.1007/s00213-010-1985-6,,0.7256353044384797,21.0,0.2963222749054871,108.0,-0.42931302953299255
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm1,10.1007/s11011-015-9682-0,BRI EPM1,10.1007/s11011-015-9682-0,,Elevated Plus Maze | Fig 2B Open Arms Standard x Cafeteria Diet,0.6320350737076432,24.0,0.1964465869426656,97.0,False,False,4.041666666666667,0.3108159580294665,shrunk_below_sig,,10.1007/s11011-015-9682-0,BRI EPM1,10.1007/s11011-015-9682-0,,0.6320350737076432,24.0,0.1964465869426656,97.0,-0.43558848676497763
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm11,10.1007/s00213-003-1558-z,BRI EPM11,10.1007/s00213-003-1558-z,,Elevated Plus Maze | Fig 1A Maze Naive Saline x Memantine,0.6163417693362002,26.0,0.6513067347177613,35.0,False,False,1.3461538461538465,1.056729832571981,grew,,10.1007/s00213-003-1558-z,BRI EPM11,10.1007/s00213-003-1558-z,,0.6163417693362002,26.0,0.6513067347177613,35.0,0.03496496538156113
BRI primary t experiment table,Brazilian Reproducibility Initiative,bri_epm9,10.1016/j.pbb.2010.05.019,BRI EPM9,10.1016/j.pbb.2010.05.019,,Elevated Plus Maze | Fig 1 TPOA Control x Cin 400 mg.kg-1,0.3882233016736583,30.0,0.277012871434713,92.0,False,False,3.066666666666667,0.7135400431671431,shrunk_below_sig,,10.1016/j.pbb.2010.05.019,BRI EPM9,10.1016/j.pbb.2010.05.019,,0.3882233016736583,30.0,0.277012871434713,92.0,-0.11121043023894533
Clinical published replication workbook,Clinical highly cited replications,clinical_9,"ERLOTINIB VERSUS STANDARD CHEMOTHERAPY AS FIRST-LINE TREATMENT FOR EUROPEAN PATIENTS WITH ADVANCED EGFR MUTATION-POSITIVE NON-SMALL-CELL LUNG CANCER (EURTAC): A MULTICENTRE, OPEN-LABEL, RANDOMISED PHASE 3 TRIAL (EURTAC)","Efficacy and safety of first line treatments for patients with advanced epidermal growth factor receptor mutated, non-small cell lung cancer: systematic review and network meta-analysis",10.1016/S1470-2045(11)70393-X,10.1136/bmj.l5460.,HR,0.9942522733438668,174.0,1.4696759700589417,4628.0,True,True,26.597701149425287,1.4781720992360732,grew,,"ERLOTINIB VERSUS STANDARD CHEMOTHERAPY AS FIRST-LINE TREATMENT FOR EUROPEAN PATIENTS WITH ADVANCED EGFR MUTATION-POSITIVE NON-SMALL-CELL LUNG CANCER (EURTAC): A MULTICENTRE, OPEN-LABEL, RANDOMISED PHASE 3 TRIAL (EURTAC)","Efficacy and safety of first line treatments for patients with advanced epidermal growth factor receptor mutated, non-small cell lung cancer: systematic review and network meta-analysis",10.1016/S1470-2045(11)70393-X,10.1136/bmj.l5460.,0.9942522733438668,174.0,1.4696759700589417,4628.0,0.4754236967150749
Clinical published replication workbook,Clinical highly cited replications,clinical_6,RANDOMIZED ASSESSMENT OF RAPID ENDOVASCULAR TREATMENT OF ISCHEMIC STROKE (ESCAPE),Endovascular treatment versus medical care alone for ischaemic stroke: systematic review and meta-analysis,10.1056/NEJMOA1414905,10.1136/bmj.i1754,RR,0.62057648772511,316.0,0.3148107398400336,2925.0,True,True,9.25632911392405,0.5072875722282953,shrunk_still_sig,,RANDOMIZED ASSESSMENT OF RAPID ENDOVASCULAR TREATMENT OF ISCHEMIC STROKE (ESCAPE),Endovascular treatment versus medical care alone for ischaemic stroke: systematic review and meta-analysis,10.1056/NEJMOA1414905,10.1136/bmj.i1754,0.62057648772511,316.0,0.3148107398400336,2925.0,-0.3057657478850764
Clinical published replication workbook,Clinical highly cited replications,clinical_3,EFFECTIVENESS OF ANTIPSYCHOTIC DRUGS IN PATIENTS WITH CHRONIC SCHIZOPHRENIA (CATIE),Time to all-cause treatment discontinuation of olanzapine compared to other antipsychotics in the treatment of schizophrenia: A systematic review and meta-analysis,10.1056/NEJMOA051688,10.1016/j.euroneuro.2012.05.001.,HR,0.4620354595965587,659.0,0.3856624808119846,33360.0,True,True,50.62215477996965,0.8347032090323508,shrunk_still_sig,,EFFECTIVENESS OF ANTIPSYCHOTIC DRUGS IN PATIENTS WITH CHRONIC SCHIZOPHRENIA (CATIE),Time to all-cause treatment discontinuation of olanzapine compared to other antipsychotics in the treatment of schizophrenia: A systematic review and meta-analysis,10.1056/NEJMOA051688,10.1016/j.euroneuro.2012.05.001.,0.4620354595965587,659.0,0.3856624808119846,33360.0,-0.07637297878457405
Clinical published replication workbook,Clinical highly cited replications,clinical_4,THROMBOLYSIS WITH ALTEPLASE 3 TO 4.5 HOURS AFTER ACUTE ISCHEMIC STROKE (ECASS III),Recombinant tissue plasminogen activator for acute ischaemic stroke: an updated systematic review and meta-analysis,10.1056/NEJMOA0804656,10.1016/S0140-6736(12)60738-7,OR,0.1613572149896438,821.0,0.140391612983661,7012.0,True,True,8.540803897685748,0.8700671549931721,shrunk_still_sig,,THROMBOLYSIS WITH ALTEPLASE 3 TO 4.5 HOURS AFTER ACUTE ISCHEMIC STROKE (ECASS III),Recombinant tissue plasminogen activator for acute ischaemic stroke: an updated systematic review and meta-analysis,10.1056/NEJMOA0804656,10.1016/S0140-6736(12)60738-7,0.1613572149896438,821.0,0.140391612983661,7012.0,-0.020965602005982797
Clinical published replication workbook,Clinical highly cited replications,clinical_7,PERCUTANEOUS CORONARY INTERVENTION VERSUS CORONARY-ARTERY BYPASS GRAFTING FOR SEVERE CORONARY ARTERY DISEASE (SYNTAX),Meta-analysis study comparing percutaneous coronary intervention/drug eluting stent versus coronary artery bypass surgery of unprotected left main coronary artery disease,10.1056/NEJMOA0804626,10.1097/MD.0000000000009909,OR,0.201038285037585,1800.0,0.1933272656985497,21832.0,True,True,12.12888888888889,0.9616440254770692,shrunk_still_sig,,PERCUTANEOUS CORONARY INTERVENTION VERSUS CORONARY-ARTERY BYPASS GRAFTING FOR SEVERE CORONARY ARTERY DISEASE (SYNTAX),Meta-analysis study comparing percutaneous coronary intervention/drug eluting stent versus coronary artery bypass surgery of unprotected left main coronary artery disease,10.1056/NEJMOA0804626,10.1097/MD.0000000000009909,0.201038285037585,1800.0,0.1933272656985497,21832.0,-0.007711019339035313
Clinical published replication workbook,Clinical highly cited replications,clinical_1,EFFECTS OF INTENSIVE GLUCOSE LOWERING IN TYPE 2 DIABETES (ACCORD),"Effects of intensive glucose lowering in treatment of type 2 diabetes mellitus on cardiovascular outcomes: A meta-analysis of data from 58,160 patients in 13 randomized controlled trials",10.1056/NEJMoa0802743,10.1016/j.ijcard.2016.04.163.,RR,0.0512932943875505,10251.0,0.083381608939051,58160.0,True,True,5.673592820212662,1.6255849801546107,grew,,EFFECTS OF INTENSIVE GLUCOSE LOWERING IN TYPE 2 DIABETES (ACCORD),"Effects of intensive glucose lowering in treatment of type 2 diabetes mellitus on cardiovascular outcomes: A meta-analysis of data from 58,160 patients in 13 randomized controlled trials",10.1056/NEJMoa0802743,10.1016/j.ijcard.2016.04.163.,0.0512932943875505,10251.0,0.083381608939051,58160.0,0.0320883145515005
Clinical published replication workbook,Clinical highly cited replications,clinical_5,SCREENING AND PROSTATE-CANCER MORTALITY IN A RANDOMIZED EUROPEAN STUDY (ERSPC),Prostate cancer screening with prostate-specific antigen (PSA) test: a systematic review and meta-analysis,10.1056/NEJMOA0810084,10.1136/bmj.k3519,RR,0.2231435513142097,182000.0,0.0408219945202551,721718.0,True,True,3.965483516483516,0.1829405074887128,shrunk_still_sig,,SCREENING AND PROSTATE-CANCER MORTALITY IN A RANDOMIZED EUROPEAN STUDY (ERSPC),Prostate cancer screening with prostate-specific antigen (PSA) test: a systematic review and meta-analysis,10.1056/NEJMOA0810084,10.1136/bmj.k3519,0.2231435513142097,182000.0,0.0408219945202551,721718.0,-0.18232155679395462
Kerschbaumer 2020 rheumatology phase II/III,Clinical phase II to phase III pairs,kerschbaumer_2020_rheumatoid_arthritis_infliximab_10_mg_mtx_maini_r_1999_34_81_acr20,Phase 2 rheumatoid_arthritis trial: Infliximab 10 mg + MTX versus Infliximab Placebo + MTX,Phase 3 rheumatoid_arthritis trial: Infliximab 10 mg + MTX versus Infliximab Placebo + MTX,,,ACR20 responder odds for active regimen versus matched placebo/control row,1.146456208268532,28.0,0.9387807171846057,169.0,True,True,6.035714285714286,0.8188544057887968,shrunk_still_sig,,Phase 2 rheumatoid_arthritis trial: Infliximab 10 mg + MTX versus Infliximab Placebo + MTX,Phase 3 rheumatoid_arthritis trial: Infliximab 10 mg + MTX versus Infliximab Placebo + MTX,,,1.146456208268532,28.0,0.9387807171846057,169.0,-0.20767549108392624
Kerschbaumer 2020 rheumatology phase II/III,Clinical phase II to phase III pairs,kerschbaumer_2020_rheumatoid_arthritis_infliximab_3_mg_mtx_maini_r_1999_34_86_acr20,Phase 2 rheumatoid_arthritis trial: Infliximab 3 mg + MTX versus Infliximab Placebo + MTX,Phase 3 rheumatoid_arthritis trial: Infliximab 3 mg + MTX versus Infliximab Placebo + MTX,,,ACR20 responder odds for active regimen versus matched placebo/control row,1.0614684842308515,29.0,0.8394296447964252,174.0,True,True,6.0,0.7908191880088485,shrunk_still_sig,,Phase 2 rheumatoid_arthritis trial: Infliximab 3 mg + MTX versus Infliximab Placebo + MTX,Phase 3 rheumatoid_arthritis trial: Infliximab 3 mg + MTX versus Infliximab Placebo + MTX,,,1.0614684842308515,29.0,0.8394296447964252,174.0,-0.22203883943442626
Kerschbaumer 2020 rheumatology phase II/III,Clinical phase II to phase III pairs,kerschbaumer_2020_rheumatoid_arthritis_sirukumab_50_mg_q4w_csdmard_takeuchi_t_2017_41_557_acr20,Phase 2 rheumatoid_arthritis trial: Sirukumab 50 mg q4w + csDMARD versus Sirukumab Placebo + csDMARD,Phase 3 rheumatoid_arthritis trial: Sirukumab 50 mg q4w + csDMARD versus Sirukumab Placebo + csDMARD,,,ACR20 responder odds for active regimen versus matched placebo/control row,0.6150414808712157,60.0,0.6083216401291895,1113.0,True,True,18.55,0.9890741666196118,shrunk_still_sig,,Phase 2 rheumatoid_arthritis trial: Sirukumab 50 mg q4w + csDMARD versus Sirukumab Placebo + csDMARD,Phase 3 rheumatoid_arthritis trial: Sirukumab 50 mg q4w + csDMARD versus Sirukumab Placebo + csDMARD,,,0.6150414808712157,60.0,0.6083216401291895,1113.0,-0.00671984074202614
Kerschbaumer 2020 rheumatology phase II/III,Clinical phase II to phase III pairs,kerschbaumer_2020_rheumatoid_arthritis_sirukumab_100_mg_q2w_csdmard_takeuchi_t_2017_41_557_acr20,Phase 2 rheumatoid_arthritis trial: Sirukumab 100 mg q2w + csDMARD versus Sirukumab Placebo + csDMARD,Phase 3 rheumatoid_arthritis trial: Sirukumab 100 mg q2w + csDMARD versus Sirukumab Placebo + csDMARD,,,ACR20 responder odds for active regimen versus matched placebo/control row,0.768465131392165,60.0,0.6122975268386049,1113.0,True,True,18.55,0.7967798431262013,shrunk_still_sig,,Phase 2 rheumatoid_arthritis trial: Sirukumab 100 mg q2w + csDMARD versus Sirukumab Placebo + csDMARD,Phase 3 rheumatoid_arthritis trial: Sirukumab 100 mg q2w + csDMARD versus Sirukumab Placebo + csDMARD,,,0.768465131392165,60.0,0.6122975268386049,1113.0,-0.15616760455356005
