corpus_result_table_id	primary_parent_corpus_database_id	parent_corpus_database_ids	source_artifact_ids	source_artifact_file_names	source_artifact_local_path	source_artifact_sha256	parser_scope	column_count	row_count_emitted	columns_json
corpus_result_table_6625cf85f86891e0	score	score	source_artifact_144ddcd7d132bb32	orig-material_availability.csv	data/raw/source_artifacts/figure1/score/source_artifact_144ddcd7d132bb32__orig-material_availability.csv	9fba8987ae6b9c60a7c97e1f82636f67f6ad1f8a3989440e589e55e1c0f8c6cd	inspect_sample_for_result_fields	36	700	"[""Timestamp"", ""Email Address"", ""auditor_name"", ""pdf_filename"", ""paper_data_availability_statement"", ""paper_data_availability_statement_content"", ""paper_data_link"", ""paper_data_link_content"", ""paper_data_link_functioning"", ""existing_data"", ""pr_data_available...11"", ""pr_data_location"", ""pr_data_location_description"", ""pr_data_date"", ""pr_data_notes"", ""pr_code_available"", ""pr_code_location"", ""pr_code_location_description"", ""pr_code_date"", ""pr_code_notes"", ""other_notes"", ""pr_data_complete"", ""pr_code_complete"", ""paper_data_instructions"", ""paper_data_instructions_content"", ""paper_materials_available_on_request"", ""paper_materials_available_on_request_content"", ""restricted_data_category"", ""restricted_data_description"", ""pr_data_available_and_existing"", ""restricted_data"", ""restricted_data_instructions"", ""pr_code_responses_same_as_data"", ""restricted_data_"", ""pr_data_available...35"", ""is_vor""]"
corpus_result_table_a7f6dfb99f86dabc	score	score	source_artifact_2d85afafc8e56a7a	orig_claims_p2-single.csv	data/raw/source_artifacts/figure1/score/source_artifact_2d85afafc8e56a7a__orig_claims_p2-single.csv	b8a3097b99f0c001c639f0e478b1fc488f7a50acd06dd63b985794526f8bbe25	inspect_sample_for_result_fields	44	1000	"[""pdf_filename"", ""paper_id"", ""coder"", ""claim2_abstract"", ""claim2_pg"", ""claim2_start"", ""claim2_box"", ""claim3_hyp"", ""claim3_pg"", ""claim3_start"", ""claim3_box"", ""claim4_result"", ""coded_claim4"", ""claim4_pg"", ""claim4_start"", ""claim4_box"", ""stat_evidence"", ""coded_stat_evidence"", ""stat_evidence_pg"", ""stat_evidence_start"", ""stat_evidence_box"", ""sample_size"", ""coded_sample_size"", ""sample_size_pg"", ""sample_size_start"", ""sample_size_box"", ""sample_size_confidence"", ""effect_size"", ""coded_effect_size"", ""effect_size_pg"", ""effect_size_start"", ""effect_size_box"", ""p_value"", ""coded_p_value"", ""p_value_pg"", ""p_value_start"", ""p_value_box"", ""article_eligibility"", ""return_rationale"", ""corr_author"", ""corr_email"", ""internal_note"", ""claim_decision"", ""version""]"
corpus_result_table_fef37b4f8d01639e	score	score	source_artifact_3168d3a3049a49bb	orig-material_author-outreach.csv	data/raw/source_artifacts/figure1/score/source_artifact_3168d3a3049a49bb__orig-material_author-outreach.csv	a02be5a8a278de8a2c63a17a163544c99d2a857d6957ea0e6a586ebb74ffb62e	inspect_sample_for_result_fields	8	390	"[""pdf_filename"", ""paper_id"", ""OA_data_shared"", ""OA_code_shared"", ""OA_source_data_shared"", ""OA_notes_external"", ""OA_notes_internal"", ""flagged""]"
corpus_result_table_7d7fdc2467c6afed	score	score	source_artifact_423571a34a226ed8	pr_outcomes.csv	data/raw/source_artifacts/figure1/score/source_artifact_423571a34a226ed8__pr_outcomes.csv	bfd3b5f39c296ab2ccffe6c5b1e6a9cb0e0e661d4d2055315ca250b5cbcf6c8d	inspect_sample_for_result_fields	32	700	"[""pdf_filename"", ""paper_id"", ""covid"", ""paper_data_type"", ""paper_link"", ""paper_link_content"", ""paper_instructions"", ""paper_instructions_content"", ""paper_request"", ""paper_request_content"", ""data_available"", ""data_location"", ""data_location_description"", ""data_complete"", ""data_date"", ""data_notes"", ""restricted_data"", ""restricted_data_instructions"", ""restricted_data_category"", ""restricted_data_description"", ""code_available"", ""code_location"", ""code_location_description"", ""code_complete"", ""code_date"", ""code_notes"", ""pr_notes"", ""public_source_data_and_code"", ""process_reproducible"", ""OA_data_shared"", ""OA_code_shared"", ""OA_source_data_shared""]"
corpus_result_table_87d7986ab6151ce3	score	score	source_artifact_58232f0f76a9a52a | source_artifact_5e2abd392c8e35a6	data-dictionary_score.xlsx	data/raw/source_artifacts/figure1/score/source_artifact_58232f0f76a9a52a__data-dictionary_score.xlsx	5da5a1423d4f51663924828276f807db5b0d77b33c607ad5e844d273ebffd9e3	inspect_sample_for_result_fields	2	22	"[""dataset"", ""description""]"
corpus_result_table_8a68ffc9d20e7e1a	score	score	source_artifact_72ff44c262a8912f	changes_pr_data-form.csv	data/raw/source_artifacts/figure1/score/source_artifact_72ff44c262a8912f__changes_pr_data-form.csv	2c6c906a8a3e2fcdf35850a78b58b239717801baf003b95192cb80725ab71f87	inspect_sample_for_result_fields	8	80	"[""reported_by"", ""date_implemented"", ""paper_id"", ""col_name"", ""change_to"", ""change_from"", ""pr_stat_version"", ""rationale""]"
corpus_result_table_7c5f3c1e89765e77	score	score	source_artifact_7aa29d359ac34e70	orig_claims_p2-bushel.csv	data/raw/source_artifacts/figure1/score/source_artifact_7aa29d359ac34e70__orig_claims_p2-bushel.csv	30f3d4bec0692845ccf5de86cbcf22fec6fb1cec2afd59d499857301e0c35998	inspect_sample_for_result_fields	42	1000	"[""paper_id"", ""pdf_filename_x"", ""internal_note"", ""claim_decision"", ""version"", ""claim2_abstract"", ""coded_claim2"", ""claim2_pg"", ""claim2_start"", ""claim2_box"", ""pdf_filename_y"", ""trace_n"", ""p1_equivalent"", ""claim2_id"", ""ta2_claim2_id"", ""ta3_claim2_id"", ""claim3_hyp"", ""coded_claim3"", ""claim3_pg"", ""claim3_start"", ""claim3_box"", ""claim3_id"", ""ta2_claim3_id"", ""ta3_claim3_id"", ""claim4_result"", ""coded_claim4"", ""claim4_pg"", ""claim4_start"", ""claim4_box"", ""focal"", ""focal_sample"", ""claim4_id"", ""ta2_claim4_id"", ""ta3_claim4_id"", ""stat_evidence"", ""stat_evidence_box"", ""stat_evidence_pg"", ""stat_evidence_start"", ""coded_stat_evidence"", ""stat_evidence_id"", ""ta2_stat_evidence_id"", ""ta3_stat_evidence_id""]"
corpus_result_table_43e9585bc3f97cc6	score	score	source_artifact_8482d189a478c2ea	orig_stats_p2_manual-entry.csv	data/raw/source_artifacts/figure1/score/source_artifact_8482d189a478c2ea__orig_stats_p2_manual-entry.csv	5558fedaef8a0584d5bb796c579e3d7c7bf19206c967865d0743679b7232684a	inspect_sample_for_result_fields	46	6	"[""pdf_filename"", ""paper_id"", ""c4_claim_id"", ""unique_claim_id"", ""original_samplesize_calculation_contributor"", ""original_analysis_type_cos"", ""original_materials_link"", ""rr_poweranalysis_link"", ""original_statistic_fulltext_reported"", ""original_analytic_sample_size_units_reported"", ""original_analytic_sample_size_value_reported"", ""original_statistic_interaction_reported"", ""original_statistic_type_reported"", ""original_statistic_value_reported"", ""original_statistic_df1_reported"", ""original_statistic_df2_reported"", ""original_coefficient_type_reported"", ""original_coefficient_value_reported"", ""original_coefficient_se_reported"", ""original_p_value_type_reported"", ""original_p_value_tails_reported"", ""original_p_value_value_reported"", ""original_effect_size_fulltext_reported"", ""original_effect_size_type_reported"", ""original_effect_size_value_reported"", ""original_statistic_fulltext_reference"", ""original_analytic_sample_size_units_reference"", ""original_analytic_sample_size_value_reference"", ""original_statistic_interaction_reference"", ""original_statistic_type_reference"", ""original_statistic_value_reference"", ""original_statistic_df1_reference"", ""original_statistic_df2_reference"", ""original_coefficient_type_reference"", ""original_coefficient_value_reference"", ""original_coefficient_se_reference"", ""original_p_value_type_reference"", ""original_p_value_tails_reference"", ""original_p_value_value_reference"", ""original_effect_size_fulltext_reference"", ""original_effect_size_type_reference"", ""original_effect_size_value_reference"", ""rr_stage1_analytic_sample_size"", ""rr_stage2_analytic_sample_size"", ""rr_threshold_analytic_sample_size"", ""original_cos_notes""]"
corpus_result_table_3882b69376f8cdfb	score	score	source_artifact_85ea5c4877137a3a	orig_stats_extended.csv	data/raw/source_artifacts/figure1/score/source_artifact_85ea5c4877137a3a__orig_stats_extended.csv	6f084222d3658a634e3624e1e8a1fcaba033b8b8f1d96dba0918ad2fb5cb16d5	inspect_sample_for_result_fields	74	377	"[""\""pdf_filename\"""", ""\""paper_id\"""", ""\""c4_claim_id\"""", ""\""unique_claim_id\"""", ""\""orig_stat_version\"""", ""\""original_materials_link\"""", ""\""original_poweranalysis_link\"""", ""\""coded_claim3b\"""", ""\""coded_claim4\"""", ""\""original_statistic_analysis_type\"""", ""\""original_analytic_sample_size_units_reported\"""", ""\""original_analytic_sample_size_value_reported\"""", ""\""original_analytic_subsample_n1\"""", ""\""original_analytic_subsample_n2\"""", ""\""original_analytic_subsample_a_00\"""", ""\""original_analytic_subsample_b_01\"""", ""\""original_analytic_subsample_c_10\"""", ""\""original_analytic_subsample_d_11\"""", ""\""original_statistic_fulltext_reported\"""", ""\""original_statistic_effect_type_reported\"""", ""\""original_statistic_type_reported\"""", ""\""original_statistic_value_reported\"""", ""\""original_statistic_df1_reported\"""", ""\""original_statistic_df2_reported\"""", ""\""original_coefficient_type_reported\"""", ""\""original_coefficient_value_reported\"""", ""\""original_coefficient_se_reported\"""", ""\""original_total_model_parameters\"""", ""\""original_p_value_type_reported\"""", ""\""original_p_value_tails_reported\"""", ""\""original_p_value_value_reported\"""", ""\""original_effect_size_fulltext_reported\"""", ""\""original_effect_size_type_reported\"""", ""\""original_effect_size_value_reported\"""", ""\""original_samplesize_calculation_contributor\"""", ""\""original_analytic_sample_size_value_reference\"""", ""\""original_statistic_fulltext_reference\"""", ""\""original_statistic_effect_type_reference\"""", ""\""original_statistic_type_reference\"""", ""\""original_statistic_value_reference\"""", ""\""original_statistic_df1_reference\"""", ""\""original_statistic_df2_reference\"""", ""\""original_coefficient_type_reference\"""", ""\""original_coefficient_value_reference\"""", ""\""original_coefficient_se_reference\"""", ""\""original_p_value_tails_reference\"""", ""\""original_p_value_value_reference\"""", ""\""original_effect_size_type_reference\"""", ""\""original_effect_size_value_reference\"""", ""\""rr_threshold_analytic_sample_size\"""", ""\""rr_stage1_analytic_sample_size\"""", ""\""rr_stage2_analytic_sample_size\"""", ""\""original_poweranalysis_notes\"""", ""\""analysis_type\"""", ""\""analysis_type_Marjan\"""", ""\""analysis_type_Marcel\"""", ""\""Tilburg_team_finished\"""", ""\""study_design_Maksim\"""", ""\""temporal_comments_Maksim\"""", ""\""original_effect_size_se_reference\"""", ""\""original_statsteam_contributor\"""", ""\""original_effect_size_type_statsteam\"""", ""\""original_effect_size_value_statsteam\"""", ""\""original_es_ub_ci_nativeunits\"""", ""\""original_es_lb_ci_nativeunits\"""", ""\""original_pearsons_r_defined\"""", ""\""original_pearsons_r_numeric\"""", ""\""original_es_ub_ci_pearson\"""", ""\""original_es_lb_ci_pearson\"""", ""\""original_power_small\"""", ""\""original_power_medium\"""", ""\""original_power_50_original_effect\"""", ""\""original_power_75_original_effect\"""", ""\""original_statsteam_notes\""""]"
corpus_result_table_56c97d38e13ad39f	score	score	source_artifact_91f4bece8a72e75f	journal_top-factor.csv	data/raw/source_artifacts/figure1/score/source_artifact_91f4bece8a72e75f__journal_top-factor.csv	b3bce22f1c7d73d98682dbb930755d99a29c6aa60f7ac9af798204a51b1d41fa	inspect_sample_for_result_fields	12	62	"[""Journal"", ""Top Factor"", ""Data Citation"", ""Data Transparency"", ""Analysis Code Transparency"", ""Materials Transparency"", ""Design & Analysis Reporting Guidelines"", ""Study Preregistration"", ""Analysis Plan Preregistration"", ""Replication"", ""Registered Reports & Publicaton Bias"", ""Open Science Badges""]"
corpus_result_table_03006514a72d81c8	score	score	source_artifact_923e53913a287e88	corr_ksu_bibliometric.csv	data/raw/source_artifacts/figure1/score/source_artifact_923e53913a287e88__corr_ksu_bibliometric.csv	2a1d0831976a13e2ede111ed6d620f2c9df76d7636ccfa54d6847b78de57e3b9	inspect_sample_for_result_fields	194	1000	"[""paper_id"", ""f / t / r / X2 / z"", ""Stat Test"", ""Design"", ""Effect Type"", ""Samp Size"", ""Effect Size"", ""OR"", ""Stand.Beta"", ""g / d / sd (standard deviation units)"", ""r"", ""R2 / eta 2"", ""f^2"", ""Unstand.Beta"", ""all_f^2"", ""80%power"", ""90%power"", ""Actual/80% power samples"", ""Economics_T"", ""Economic"", ""Finan"", ""Political Science_T"", ""Politic"", ""Political Scienc"", ""Psychology_T"", ""Psycholog"", ""Personalit"", ""Cogniti"", ""Sociology_T"", ""Sociolog"", ""Management_T"", ""Management...32"", ""Business"", ""Leadership"", ""Organization"", ""Education_T"", ""Education...37"", ""Instruction"", ""Marketing/Org Behavior_T"", ""Marketing"", ""Consumer"", ""Organization 2"", ""Health related_T"", ""Medicine"", ""Health"", ""Criminology_T"", ""Law"", ""Criminolog"", ""Public Administration_T"", ""Public admin"", ""Theoretical_E"", ""theoretical model"", ""game theory"", ""computer model"", ""theoretical analysis"", ""Evolutionary Biology_E"", ""selection pressure"", ""evolutionary history"", ""evolutionary biology"", ""EEA"", ""Psychological_E"", ""cognit"", ""memory"", ""psycholog"", ""Phylogenetic_E"", ""non-human"", ""comparative psychology"", ""primatology"", ""physical anthropolog"", ""paleontology"", ""animal model"", ""archaeolog"", ""Cross-Cultural/Anthropological_E"", ""cultural anthropology"", ""cross-cultural"", ""hunter-gatherer"", ""anthropol"", ""Developmental_E"", ""Developmental"", ""infan"", ""child"", ""Medical/Mental Health_E"", ""health"", ""mortality"", ""Medic"", ""Mental Health"", ""Clinical"", ""disorders"", ""Physiological_E"", ""neuro"", ""neural"", ""hormon"", ""brain lesion"", ""Genetic_E"", ""genetic"", ""phylogen"", ""genotyp"", ""Economics_J"", ""American Economic Review"", ""Journal of Finance"", ""Quarterly Journal of Economics"", ""Journal of Labor Economics"", ""Journal of Financial Economics"", ""Review of Financial Studies"", ""Econometrica"", ""American Economic Journal: Applied"", ""Economics...107"", ""Experimental Economics"", ""Political Science_J"", ""American Journal of Political Science"", ""American Political Science Review"", ""Journal of Political Economy"", ""Comparative Political Studies"", ""World Development"", ""Journal of Conflict Resolution"", ""British Journal of Political Science"", ""World Politics"", ""Journal of Experimental Political Science"", ""Psychology_J"", ""Journal of Personality and Social Psychology"", ""Journal of Applied Psychology"", ""Journal of Consulting and Clinical Psychology"", ""Journal of Experimental Psychology: General"", ""Psychological Science"", ""Child Development"", ""Clinical Psychological Science"", ""European Journal of Personality"", ""Cognition"", ""Journal of Experimental Social Psychology"", ""Journal of Environmental Psychology"", ""Evolution and Human Behavior"", ""Sociology_J"", ""American Sociological Review"", ""Journal of Marriage and Family"", ""Demography"", ""American Journal of Sociology"", ""European Sociological Review"", ""Social Forces"", ""Management_J"", ""Journal of Management"", ""Journal of Business Research"", ""Academy of Management Journal"", ""Leadership Quarterly"", ""Organization Science"", ""Management Science"", ""Education_J"", ""Educational Researcher"", ""American Educational Research Journal"", ""Journal of Educational Research"", ""Computers and Education"", ""Learning and Education"", ""Contemporary Educational Psychology"", ""Exceptional Children"", ""Marketing/Org Behavior_J"", ""Journal of Marketing"", ""Journal of Consumer Research"", ""Journal of the Academy of Marketing Science"", ""Journal of Marketing Research"", ""Journal of Organizational Behavior"", ""Organizational Behavior and Human Decision Processes"", ""Health related_J"", ""Psychological Medicine"", ""Health Psychology"", ""Social Science and Medicine"", ""Criminology_J"", ""Law and Human Behavior"", ""Criminology...167"", ""Public Administration_J"", ""Journal of Public Administration Research and Theory"", ""Public Administration Review"", ""Economics...171"", ""Political Science"", ""Psychology"", ""Sociology"", ""Management...175"", ""Education...176"", ""Marketing/Org Behavior"", ""Health related"", ""Criminology...179"", ""Public Administration"", ""...181"", ""Computational-Theoretical Evidence"", ""Evolutionary-Theoretical Evidence"", ""Psychological Evidence"", ""Phylogenetic Evidence"", ""Cross-Cultural / Hunter-Gatherer Evidence"", ""Developmental Evidence"", ""Medical/Mental Health Evidence"", ""Physiological Evidence"", ""Genetic Evidence"", ""TotDIsc"", ""TotEvid"", ""Sample / 80% pwr"", ""Replicability Prediction""]"
corpus_result_table_dc6e066da29c5e3b	score	score	source_artifact_99051fdcc5c948fc	orig_stats_p2_form-outputs.csv	data/raw/source_artifacts/figure1/score/source_artifact_99051fdcc5c948fc__orig_stats_p2_form-outputs.csv	abbb1339b85afe980ae1bfbda2fec6faa126fafc7d70bcb9dc70ddb728e5db78	inspect_sample_for_result_fields	48	594	"[""Timestamp"", ""original_variables_coder"", ""paper_id"", ""c4_claim_id"", ""original_statistic_analysis_type"", ""original_analytic_sample_size_value_reported"", ""original_analytic_sample_size_units_reported"", ""original_statistic_fulltext_reported"", ""original_statistic_effect_type_reported"", ""original_statistic_type_reported"", ""original_statistic_value_reported"", ""original_statistic_df1_reported"", ""original_statistic_df2_reported"", ""original_total_model_parameters"", ""original_coefficient_type_reported"", ""original_coefficient_value_reported"", ""original_coefficient_se_reported"", ""original_p_value_type_reported"", ""original_p_value_tails_reported"", ""original_p_value_value_reported"", ""original_effect_size_fulltext_reported"", ""original_effect_size_type_reported"", ""original_effect_size_value_reported"", ""original_poweranalysis_available"", ""original_analytic_sample_size_value_reference"", ""original_statistic_fulltext_reference"", ""original_statistic_effect_type_reference"", ""original_statistic_type_reference"", ""original_statistic_value_reference"", ""original_statistic_df1_reference"", ""original_statistic_df2_reference"", ""original_coefficient_type_reference"", ""original_coefficient_value_reference"", ""original_coefficient_se_reference"", ""original_p_value_tails_reference"", ""original_p_value_type_reference"", ""original_p_value_value_reference"", ""original_effect_size_fulltext_reference"", ""original_effect_size_type_reference"", ""original_effect_size_value_reference"", ""rr_threshold_analytic_sample_size"", ""rr_stage1_analytic_sample_size"", ""rr_stage2_analytic_sample_size"", ""original_samplesize_calculation_contributor"", ""original_cos_notes"", ""original_coder_notes"", ""pdf_filename"", ""original_poweranalysis_link""]"
corpus_result_table_3ce290f79ba977ca	score	score	source_artifact_a1943bfb58711080	orig_claims_p1.csv	data/raw/source_artifacts/figure1/score/source_artifact_a1943bfb58711080__orig_claims_p1.csv	bac3a7ae0819478db96f1b26abba99453c0143c7ed1d8d2a11f64c902ad09c14	inspect_sample_for_result_fields	55	1000	"[""pdf_filename"", ""paper_id"", ""coder"", ""claim2_abstract"", ""coded_claim2"", ""claim2_pg"", ""claim2_start"", ""claim2_internalnote"", ""claim2_box"", ""claim3a_concretehyp"", ""coded_claim3a"", ""claim3a_pg"", ""claim3a_start"", ""claim3a_internalnote"", ""claim3a_box"", ""claim3b_testspec"", ""coded_claim3b"", ""claim3b_pg"", ""claim3b_start"", ""claim3b_internalnote"", ""claim3b_box"", ""claim4_inftest"", ""coded_claim4"", ""claim4_pg"", ""claim4_start"", ""claim4_internalnote"", ""claim4_box"", ""sample_size_avail"", ""sample_size"", ""coded_sample_size"", ""sample_size_pg"", ""sample_size_start"", ""sample_size_internalnote"", ""sample_size_box"", ""effect_size_avail"", ""effect_size"", ""coded_effect_size"", ""effect_size_pg"", ""effect_size_start"", ""effect_size_internalnote"", ""effect_size_box"", ""p_value_avail"", ""p_value"", ""coded_p_value"", ""p_value_pg"", ""p_value_start"", ""p_value_internalnote"", ""p_value_box"", ""return_pretrace"", ""return_rationale"", ""corr_author"", ""corr_email"", ""internal_note"", ""claim_decision"", ""version""]"
corpus_result_table_e13452fb60abf7a8	score	score	source_artifact_7f0acc8ed54a8951 | source_artifact_aae93403412aadb4 | source_artifact_d8d439b4d3ef5b42	extracted_claims.csv | extracted_claims.csv.gz	data/raw/source_artifacts/figure1/score/source_artifact_aae93403412aadb4__extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a | c2814a8b4e93e568349fd54448f38f75753158e4baa6a33a22c3ba74a03ebee5	inspect_sample_for_result_fields	49	1000	"[""unique_claim_id"", ""paper_id"", ""claim2_abstract"", ""coded_claim2"", ""claim2_pg"", ""claim2_start"", ""claim2_box"", ""claim3_hyp"", ""coded_claim3"", ""claim3_pg"", ""claim3_start"", ""claim3_box"", ""claim3b_testspec"", ""coded_claim3b"", ""claim3b_pg"", ""claim3b_start"", ""claim3b_box"", ""claim4_inftest"", ""claim4_result"", ""coded_claim4"", ""claim4_pg"", ""claim4_start"", ""claim4_box"", ""stat_evidence"", ""coded_stat_evidence"", ""stat_evidence_pg"", ""stat_evidence_start"", ""stat_evidence_box"", ""sample_size_confidence"", ""sample_size"", ""coded_sample_size"", ""sample_size_pg"", ""sample_size_start"", ""sample_size_box"", ""effect_size"", ""coded_effect_size"", ""effect_size_pg"", ""effect_size_start"", ""effect_size_box"", ""p_value"", ""coded_p_value"", ""p_value_pg"", ""p_value_start"", ""p_value_box"", ""corr_author"", ""corr_email"", ""phase"", ""single_trace_equivalent"", ""bushel_complex""]"
corpus_result_table_d8eb0913f6625e2a	score	score	source_artifact_b187109656ed5d4b	orig_claims_covid_ta2-ids.csv	data/raw/source_artifacts/figure1/score/source_artifact_b187109656ed5d4b__orig_claims_covid_ta2-ids.csv	1b5b69858850d757c336646d6daa68b990cbeebe4776d8f7bf0f05ce89d80077	inspect_sample_for_result_fields	79	100	"[""title_CR"", ""author_last_CR"", ""author_first_CR"", ""pub_year_CR"", ""published"", ""DOI_CR"", ""ISSN_CR"", ""publisher"", ""pub_short"", ""abstract"", ""publication_CR"", ""publication_standard"", ""external"", ""pdf_filename"", ""claim2_abstract"", ""coded_claim2"", ""claim2_pg"", ""claim2_start"", ""claim2_box"", ""claim3a_concretehyp"", ""coded_claim3a"", ""claim3a_pg"", ""claim3a_start"", ""claim3a_box"", ""claim3b_testspec"", ""coded_claim3b"", ""claim3b_pg"", ""claim3b_start"", ""claim3b_box"", ""claim4_inftest"", ""coded_claim4"", ""claim4_pg"", ""claim4_start"", ""claim4_box"", ""sample_size"", ""coded_sample_size"", ""sample_size_pg"", ""sample_size_start"", ""sample_size_box"", ""effect_size"", ""coded_effect_size"", ""effect_size_pg"", ""effect_size_start"", ""effect_size_box"", ""p_value"", ""coded_p_value"", ""p_value_pg"", ""p_value_start"", ""p_value_box"", ""corr_author"", ""corr_email"", ""version"", ""ta2_pid"", ""author_full"", ""title_WOS"", ""publication_WOS"", ""language"", ""keywords"", ""keywords_plus"", ""author_address"", ""reprint_address"", ""author_email"", ""funding"", ""publisher_address"", ""ISSN_WOS"", ""eISSN"", ""pub_year_WOS"", ""volume"", ""issue"", ""DOI_WOS"", ""WOS_category"", ""category"", ""accession_number"", ""pg"", ""author_last_WOS"", ""author_first_WOS"", ""source_WOS"", ""xml"", ""pdf""]"
corpus_result_table_071ac621ac8eb4fe	score	score	source_artifact_b462a3c9d6bf14c1	repli_extended.csv	data/raw/source_artifacts/figure1/score/source_artifact_b462a3c9d6bf14c1__repli_extended.csv	9c8559c893742c09adbee7acab9054b49edbb2b4dce0d08ccc2772d9f2f5406d	inspect_sample_for_result_fields	81	411	"[""paper_id"", ""rr_id"", ""pdf_filename"", ""rr_type"", ""rr_analysis_link"", ""rr_analytic_sample_size_units_reported"", ""rr_analytic_sample_size_value_reported"", ""rr_analytic_sample_stage"", ""rr_expected_sample_reached_reported"", ""rr_analytic_sample_cells_reported"", ""rr_analytic_subsample_n1"", ""rr_analytic_subsample_n2"", ""rr_analytic_subsample_a_00"", ""rr_analytic_subsample_b_01"", ""rr_analytic_subsample_c_10"", ""rr_analytic_subsample_d_11"", ""rr_statistic_fulltext_reported"", ""rr_statistic_analysis_type_reported"", ""rr_statistic_interaction_reported"", ""rr_statistic_type_reported"", ""rr_statistic_value_reported"", ""rr_statistic_df1_reported"", ""rr_statistic_df2_reported"", ""rr_coefficient_type_reported"", ""rr_coefficient_value_reported"", ""rr_coefficient_se_reported"", ""rr_p_value_confirmation_reported"", ""rr_p_value_value_reported"", ""rr_effect_size_fulltext_reported"", ""rr_effect_size_type_reported"", ""rr_effect_size_value_reported"", ""rr_repl_pattern_criteria_reported"", ""rr_repl_pattern_description_reported"", ""rr_repl_pattern_replicated_reported"", ""rr_repl_effect_direction_reported"", ""rr_repl_exact_replicated_reported"", ""rr_repl_subjective_replicated_reported"", ""rr_repl_subjective_description_reported"", ""rr_total_model_parameters"", ""rr_labteam_notes"", ""rr_stat_version"", ""rr_original_data_overlap"", ""claim_id"", ""unique_report_id"", ""unique_claim_id"", ""...46"", ""done"", ""missing_vars"", ""Comments Tilburg"", ""COS follow-up"", ""priority"", ""rr_statistic_nrow_reported"", ""rr_statistic_ncol_reported"", ""rr_statsteam_contributor"", ""rr_effect_size_type_statsteam"", ""rr_effect_size_value_statsteam"", ""rr_es_ub_ci_nativeunits"", ""rr_es_lb_ci_nativeunits"", ""rr_pearsons_r_defined"", ""rr_pearsons_r_value"", ""rr_es_ub_ci_pearson"", ""rr_es_lb_ci_pearson"", ""comparison_es_ub_pi_nativeunits"", ""comparison_es_lb_pi_nativeunits"", ""comparison_es_ub_pi_pearson"", ""comparison_es_lb_pi_pearson"", ""rr_power_small"", ""rr_power_medium"", ""rr_power_50_original_effect"", ""rr_power_75_original_effect"", ""rr_power_100_original_effect"", ""rr_power_50_original_effect_alpha_.025"", ""rr_power_75_original_effect_alpha_.025"", ""rr_power_100_original_effect_alpha_.025"", ""rr_power_50_original_effect_design"", ""rr_power_75_original_effect_design"", ""rr_power_100_original_effect_design"", ""rr_power_50_original_effect_alpha_.025_design"", ""rr_power_75_original_effect_alpha_.025_design"", ""rr_power_100_original_effect_alpha_.025_design"", ""rr_statsteam_notes""]"
corpus_result_table_ca48a761677f2be6	score	score	source_artifact_d69a5fddc6ae756c	orig_stats_p2_power-outputs.csv	data/raw/source_artifacts/figure1/score/source_artifact_d69a5fddc6ae756c__orig_stats_p2_power-outputs.csv	6bd605ac84ec2504209b7bdc83133cb0def1b70c613ecd4ca2133b092e8a655b	inspect_sample_for_result_fields	49	15	"[""pdf_filename"", ""paper_id"", ""original_samplesize_calculation_contributor"", ""original_statistic_analysis_type"", ""original_effect_size_type_reference"", ""original_effect_size_value_reference"", ""rr_stage1_analytic_sample_size"", ""rr_stage2_analytic_sample_size"", ""rr_threshold_analytic_sample_size"", ""original_analytic_sample_size_value_reference"", ""original_analytic_sample_size_units_reference"", ""original_p_value_value_reference"", ""original_p_value_type_reference"", ""original_p_value_tails_reference"", ""original_statistic_type_reference"", ""original_statistic_value_reference"", ""original_statistic_df1_reference"", ""original_statistic_df2_reference"", ""original_coefficient_type_reference"", ""original_coefficient_value_reference"", ""original_coefficient_se_reference"", ""collab_name"", ""rr_id"", ""claim_id"", ""rr_type"", ""original_analysis_type_cos"", ""original_materials_link"", ""rr_poweranalysis_link"", ""original_statistic_fulltext_reported"", ""original_analytic_sample_size_units_reported"", ""original_analytic_sample_size_value_reported"", ""original_statistic_interaction_reported"", ""original_statistic_type_reported"", ""original_statistic_value_reported"", ""original_statistic_df1_reported"", ""original_statistic_df2_reported"", ""original_coefficient_type_reported"", ""original_coefficient_value_reported"", ""original_coefficient_se_reported"", ""original_p_value_type_reported"", ""original_p_value_tails_reported"", ""original_p_value_value_reported"", ""original_effect_size_fulltext_reported"", ""original_effect_size_type_reported"", ""original_effect_size_value_reported"", ""original_statistic_fulltext_reference"", ""original_statistic_interaction_reference"", ""original_effect_size_fulltext_reference"", ""original_cos_notes""]"
