artifact_id	parent_corpus_database_id	artifact_role	provider	provider_id	parent_provider_id	title	url	raw_url	doi	component_path	file_name	file_type	mime_type	byte_size	local_path	sha256	inventory_status	access_status	candidate_parser_family	pair_field_evidence	n_field_evidence	effect_field_evidence	publication_link_evidence	blocker_codes	next_action	notes	last_seen	mirror_status	sample_status	sample_path	sample_kind	sample_error
source_artifact_2484a8e13eafc140	biblio_search_crossref_480bdd504b25	data_file	article_link	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM4_ESM.csv	biblio_search_crossref_480bdd504b25	43588_2025_840_MOESM4_ESM.csv	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM4_ESM.csv	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM4_ESM.csv	10.1038/s43588-025-00840-7		43588_2025_840_MOESM4_ESM.csv	csv		4417	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_2484a8e13eafc140__43588_2025_840_MOESM4_ESM.csv	5006fe3dee5e08a35c6baba646924151bb397c3cda5246549dc547454d9bc5df	mirrored	downloaded	csv_table_parser			terms: stat	10.1038/s43588-025-00840-7	needs_download	mirror_sample_and_route_parser_candidate	landing_page_link; source_doi=10.1038/s43588-025-00840-7	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_2484a8e13eafc140.json	delimited_table	
source_artifact_bad4644b12d90286	biblio_search_crossref_480bdd504b25	data_file	article_link	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM5_ESM.csv	biblio_search_crossref_480bdd504b25	43588_2025_840_MOESM5_ESM.csv	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM5_ESM.csv	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM5_ESM.csv	10.1038/s43588-025-00840-7		43588_2025_840_MOESM5_ESM.csv	csv		96506	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_bad4644b12d90286__43588_2025_840_MOESM5_ESM.csv	87d18b4a2624e6b3a8e91e2882b782881841c12f3ff614d01f1e00072935bb2e	mirrored	downloaded	csv_table_parser			terms: stat	10.1038/s43588-025-00840-7	needs_download	mirror_sample_and_route_parser_candidate	landing_page_link; source_doi=10.1038/s43588-025-00840-7	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_bad4644b12d90286.json	delimited_table	
source_artifact_adf713f54d3ffe91	biblio_search_crossref_480bdd504b25	archive_file	article_link	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM6_ESM.zip	biblio_search_crossref_480bdd504b25	43588_2025_840_MOESM6_ESM.zip	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM6_ESM.zip	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM6_ESM.zip	10.1038/s43588-025-00840-7		43588_2025_840_MOESM6_ESM.zip	zip		9983	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_adf713f54d3ffe91__43588_2025_840_MOESM6_ESM.zip	d60d4179532443d678e49470775470acbd8e3b560871a21047205dd0a2ae164c	mirrored	downloaded	zip_member_inventory			terms: stat	10.1038/s43588-025-00840-7	needs_download	mirror_sample_and_route_parser_candidate	landing_page_link; source_doi=10.1038/s43588-025-00840-7	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_adf713f54d3ffe91.json	zip_inventory	
source_artifact_df4f8c540c0d71e9	biblio_search_crossref_480bdd504b25	archive_file	article_link	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM7_ESM.zip	biblio_search_crossref_480bdd504b25	43588_2025_840_MOESM7_ESM.zip	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM7_ESM.zip	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM7_ESM.zip	10.1038/s43588-025-00840-7		43588_2025_840_MOESM7_ESM.zip	zip		4369	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_df4f8c540c0d71e9__43588_2025_840_MOESM7_ESM.zip	6aa00c6fd116e7fd576f0838d24a5a625cdce3d36e82739b62d664e2ee5416c7	mirrored	downloaded	zip_member_inventory			terms: stat	10.1038/s43588-025-00840-7	needs_download	mirror_sample_and_route_parser_candidate	landing_page_link; source_doi=10.1038/s43588-025-00840-7	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_df4f8c540c0d71e9.json	zip_inventory	
source_artifact_616aff02bd00003a	biblio_search_crossref_480bdd504b25	data_file	article_link	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM8_ESM.csv	biblio_search_crossref_480bdd504b25	43588_2025_840_MOESM8_ESM.csv	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM8_ESM.csv	https://static-content.springer.com/esm/art%3A10.1038%2Fs43588-025-00840-7/MediaObjects/43588_2025_840_MOESM8_ESM.csv	10.1038/s43588-025-00840-7		43588_2025_840_MOESM8_ESM.csv	csv		22940	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_616aff02bd00003a__43588_2025_840_MOESM8_ESM.csv	d25ae110b735d50b9ce751b711e4f5f966ec7bff6acd102b42486f8963f96c26	mirrored	downloaded	csv_table_parser			terms: stat	10.1038/s43588-025-00840-7	needs_download	mirror_sample_and_route_parser_candidate	landing_page_link; source_doi=10.1038/s43588-025-00840-7	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_616aff02bd00003a.json	delimited_table	
source_artifact_3ebf194b15a280e2	citation_search_openalex_bb828bb93d4f	data_file	article_link	https://elifesciences.org/download/aHR0cHM6Ly9jZG4uZWxpZmVzY2llbmNlcy5vcmcvYXJ0aWNsZXMvMzAyNzQvZWxpZmUtMzAyNzQtZmlnMi1kYXRhMS12Mi5jc3Y-/elife-30274-fig2-data1-v2.csv?_hash=%2BslNb8Eq1wB9c%2Fxu7GdMrGijKLTjXqxeLdM3B0rQQAI%3D	citation_search_openalex_bb828bb93d4f	elife-30274-fig2-data1-v2.csv	https://elifesciences.org/download/aHR0cHM6Ly9jZG4uZWxpZmVzY2llbmNlcy5vcmcvYXJ0aWNsZXMvMzAyNzQvZWxpZmUtMzAyNzQtZmlnMi1kYXRhMS12Mi5jc3Y-/elife-30274-fig2-data1-v2.csv?_hash=%2BslNb8Eq1wB9c%2Fxu7GdMrGijKLTjXqxeLdM3B0rQQAI%3D	https://elifesciences.org/download/aHR0cHM6Ly9jZG4uZWxpZmVzY2llbmNlcy5vcmcvYXJ0aWNsZXMvMzAyNzQvZWxpZmUtMzAyNzQtZmlnMi1kYXRhMS12Mi5jc3Y-/elife-30274-fig2-data1-v2.csv?_hash=%2BslNb8Eq1wB9c%2Fxu7GdMrGijKLTjXqxeLdM3B0rQQAI%3D	10.7554/elife.30274		elife-30274-fig2-data1-v2.csv	csv		659356	data/raw/source_artifacts/figure1_acquisition_tabular_first/citation_search_openalex_bb828bb93d4f/source_artifact_3ebf194b15a280e2__elife-30274-fig2-data1-v2.csv	2d9a997b25bc2b7d2b3c9f99bb71d1e2b40d903d10f5f5a8b14d7613fb3a0863	mirrored	downloaded	csv_table_parser			terms: ci	10.7554/elife.30274	needs_download	mirror_sample_and_route_parser_candidate	landing_page_link; source_doi=10.7554/elife.30274	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_3ebf194b15a280e2.json	delimited_table	
source_artifact_29bdf70e3d2d227e	domain_search_osf_32ff619d7c35	data_file	osf	69776887a2c4582092e6b1fc	domain_search_osf_32ff619d7c35	EERP_RProjects.xlsx	https://osf.io/n67tk/files/osfstorage/69776887a2c4582092e6b1fc	https://osf.io/download/rhfd2/			EERP_RProjects.xlsx	xlsx		12101	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_29bdf70e3d2d227e__EERP_RProjects.xlsx	a1a1a6cd5bfb0f1387de7e7a35295e448e7cd1a55929e163d29452ef163d4096	mirrored	downloaded	xlsx_workbook_parser		terms: _n			needs_download	mirror_sample_and_route_parser_candidate	osf_node=n67tk; osf_provider=osfstorage; osf_path=/69776887a2c4582092e6b1fc	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_29bdf70e3d2d227e.json	excel_workbook	
source_artifact_58cc017b099ca590	domain_search_osf_32ff619d7c35	data_file	osf	697768aa111b0e315293b42b	domain_search_osf_32ff619d7c35	ML2_OrignalEffects_Masterkey.csv	https://osf.io/n67tk/files/osfstorage/697768aa111b0e315293b42b	https://osf.io/download/697768aa111b0e315293b42b/			ML2_OrignalEffects_Masterkey.csv	csv		70730	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_58cc017b099ca590__ML2_OrignalEffects_Masterkey.csv	afee146691be47f4e52c2914fcfd81085c1e34ee7bc2db9f5050ce0a4d0a7bd3	mirrored	downloaded	csv_table_parser		terms: _n	terms: effect		needs_download	mirror_sample_and_route_parser_candidate	osf_node=n67tk; osf_provider=osfstorage; osf_path=/697768aa111b0e315293b42b	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_58cc017b099ca590.json	delimited_table	
source_artifact_05d1cccc22b44abd	domain_search_osf_32ff619d7c35	data_file	osf	697768e6a2c4582092e6b230	domain_search_osf_32ff619d7c35	SSRP_export.xlsx	https://osf.io/n67tk/files/osfstorage/697768e6a2c4582092e6b230	https://osf.io/download/697768e6a2c4582092e6b230/			SSRP_export.xlsx	xlsx		6314	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_05d1cccc22b44abd__SSRP_export.xlsx	2d72a097b2533491bdd6dde92d182d4cf846d857f2a26c09860cd8cadf923b11	mirrored	downloaded	xlsx_workbook_parser		terms: _n			needs_download	mirror_sample_and_route_parser_candidate	osf_node=n67tk; osf_provider=osfstorage; osf_path=/697768e6a2c4582092e6b230	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_05d1cccc22b44abd.json	excel_workbook	
source_artifact_738b127222a48f28	domain_search_osf_32ff619d7c35	data_file	osf	697769a87643eda2aa93b453	domain_search_osf_32ff619d7c35	codeScript.py	https://osf.io/n67tk/files/osfstorage/697769a87643eda2aa93b453	https://osf.io/download/hx7pf/			codeScript.py	py		34036	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_738b127222a48f28__codeScript.py	83f8adee5d91859ac31e09f9d1a8a602ea72f4953b6c0c15802c165f0af9a09e	mirrored	downloaded	analysis_code_inventory		terms: _n			needs_download	mirror_sample_and_route_parser_candidate	osf_node=n67tk; osf_provider=osfstorage; osf_path=/697769a87643eda2aa93b453	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_738b127222a48f28.json	text	
source_artifact_e4e190871ed1532f	domain_search_osf_32ff619d7c35	data_file	osf	697768c6111b0e315293b42f	domain_search_osf_32ff619d7c35	osc2015.csv	https://osf.io/n67tk/files/osfstorage/697768c6111b0e315293b42f	https://osf.io/download/697768c6111b0e315293b42f/			osc2015.csv	csv		259578	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_e4e190871ed1532f__osc2015.csv	20965326b52f678fcfd5790172997332778bd1e71f662ed5db4379d71945b3bf	mirrored	downloaded	csv_table_parser		terms: _n			needs_download	mirror_sample_and_route_parser_candidate	osf_node=n67tk; osf_provider=osfstorage; osf_path=/697768c6111b0e315293b42f	2026-05-01	downloaded	sample_failed	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_e4e190871ed1532f.json	sample_failed	'utf-8' codec can't decode byte 0x84 in position 3673: invalid start byte
source_artifact_336220b0e7b7ff8b	domain_search_osf_32ff619d7c35	data_file	osf	697768abef759fad11b6d952	domain_search_osf_32ff619d7c35	table5data_RM.csv	https://osf.io/n67tk/files/osfstorage/697768abef759fad11b6d952	https://osf.io/download/697768abef759fad11b6d952/			table5data_RM.csv	csv		9264	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_336220b0e7b7ff8b__table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	mirrored	downloaded	csv_table_parser		terms: _n			needs_download	mirror_sample_and_route_parser_candidate	osf_node=n67tk; osf_provider=osfstorage; osf_path=/697768abef759fad11b6d952	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_336220b0e7b7ff8b.json	delimited_table	
source_artifact_9bca71d0f765091d	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/emdr_misinfo/replication_clean.csv	lead_awesome_emdr_misinfo	replication_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/emdr_misinfo/replication_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/emdr_misinfo/replication_clean.csv			replication_clean.csv	csv		3861	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_awesome_emdr_misinfo/source_artifact_9bca71d0f765091d__replication_clean.csv	3df80f73206f0ff616926f43744538150e66077ea18f8b5053d058a1ba9501c5	mirrored	downloaded	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_9bca71d0f765091d.json	delimited_table	
source_artifact_316e53fe94c3a17b	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/lie_language/replication_clean.csv	lead_awesome_emdr_misinfo	replication_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/lie_language/replication_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/lie_language/replication_clean.csv			replication_clean.csv	csv		68769	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_awesome_emdr_misinfo/source_artifact_316e53fe94c3a17b__replication_clean.csv	fe34806b413aa82640692dcb48e7a83ace84fbdcf73e6c466d49959b73b6dadd	mirrored	downloaded	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_316e53fe94c3a17b.json	delimited_table	
source_artifact_c26102ae72ef0565	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/cleaniness_moral/replication_exp1_clean.csv	lead_awesome_emdr_misinfo	replication_exp1_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/cleaniness_moral/replication_exp1_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/cleaniness_moral/replication_exp1_clean.csv			replication_exp1_clean.csv	csv		13333	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_awesome_emdr_misinfo/source_artifact_c26102ae72ef0565__replication_exp1_clean.csv	c6f096207f0494b2fde0392c801629213360ccd98d6ab3655815a7f0f48dce95	mirrored	downloaded	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_c26102ae72ef0565.json	delimited_table	
source_artifact_ae7f0b9e087f709a	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/time_honest/replication_exp1_clean.csv	lead_awesome_emdr_misinfo	replication_exp1_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/time_honest/replication_exp1_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/time_honest/replication_exp1_clean.csv			replication_exp1_clean.csv	csv					mirrorable	public_download_seen	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	download_failed:404 Client Error: Not Found for url: https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/time_honest/replication_exp1_clean.csv	not_sampled			
source_artifact_30f3c4bbe4d4bead	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/mindbody_selfcentrality/replication_exp2_clean.csv	lead_awesome_emdr_misinfo	replication_exp2_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/mindbody_selfcentrality/replication_exp2_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/mindbody_selfcentrality/replication_exp2_clean.csv			replication_exp2_clean.csv	csv					mirrorable	public_download_seen	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	download_failed:404 Client Error: Not Found for url: https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/mindbody_selfcentrality/replication_exp2_clean.csv	not_sampled			
source_artifact_59f18887a89096ac	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/pain_coop/replication_registered_clean.csv	lead_awesome_emdr_misinfo	replication_registered_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/pain_coop/replication_registered_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/pain_coop/replication_registered_clean.csv			replication_registered_clean.csv	csv					mirrorable	public_download_seen	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	download_failed:404 Client Error: Not Found for url: https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/pain_coop/replication_registered_clean.csv	not_sampled			
source_artifact_793903880f62b981	lead_awesome_emdr_misinfo	data_file	direct_url	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/queue/replication_round1_clean.csv	lead_awesome_emdr_misinfo	replication_round1_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/queue/replication_round1_clean.csv	https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/queue/replication_round1_clean.csv			replication_round1_clean.csv	csv					mirrorable	public_download_seen	csv_table_parser	terms: replication | repli | paired	terms: n_			needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	download_failed:404 Client Error: Not Found for url: https://raw.githubusercontent.com/ying531/awesome-replicability-data/main/host_data_paired/queue/replication_round1_clean.csv	not_sampled			
source_artifact_c620d1adeb53e747	lead_metaketa_i_2019	archive_file	direct_url	https://github.com/egap/metaketa-i/archive/refs/heads/main.zip	lead_metaketa_i_2019	main.zip	https://github.com/egap/metaketa-i/archive/refs/heads/main.zip	https://github.com/egap/metaketa-i/archive/refs/heads/main.zip			main.zip	zip		26270708			mirrorable	public_download_seen	zip_member_inventory					needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	skipped_large_stream:26270708	not_sampled			
source_artifact_9f9e3b3029f503c7	lead_musicianship_eeg_2025	archive_file	direct_url	https://github.com/kellywhiteford/MusicianshipEEG/archive/refs/heads/main.zip	lead_musicianship_eeg_2025	main.zip	https://github.com/kellywhiteford/MusicianshipEEG/archive/refs/heads/main.zip	https://github.com/kellywhiteford/MusicianshipEEG/archive/refs/heads/main.zip			main.zip	zip		943293	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_musicianship_eeg_2025/source_artifact_9f9e3b3029f503c7__main.zip	bad85dc8f2c525dfea0b78f11877c9d6745ce7400f67768e3e3bb2d5f11647aa	mirrored	downloaded	zip_member_inventory			terms: ci		needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_9f9e3b3029f503c7.json	zip_inventory	
source_artifact_11d2b213092c9440	lead_psa_006_trolley	archive_file	direct_url	https://github.com/marton-balazs-kovacs/trolleyMultilabReplication/archive/refs/heads/main.zip	lead_psa_006_trolley	main.zip	https://github.com/marton-balazs-kovacs/trolleyMultilabReplication/archive/refs/heads/main.zip	https://github.com/marton-balazs-kovacs/trolleyMultilabReplication/archive/refs/heads/main.zip			main.zip	zip					mirrorable	public_download_seen	zip_member_inventory	terms: replication | repli				needs_download	mirror_sample_and_route_parser_candidate	direct URL from acquisition queue	2026-05-01	download_failed:404 Client Error: Not Found for url: https://codeload.github.com/marton-balazs-kovacs/trolleyMultilabReplication/zip/refs/heads/main	not_sampled			
source_artifact_68ad29a3617473f9	lead_wood_porter_2019	code_file	dataverse	3093014	lead_wood_porter_2019	1-figure 1.R	https://dataverse.harvard.edu/file.xhtml?fileId=3093014	https://dataverse.harvard.edu/api/access/datafile/3093014	doi:10.7910/DVN/AGRX5U		1-figure 1.R	r	type/x-r-syntax	4183	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_68ad29a3617473f9__1-figure_1.R	60681595826ca80f76044936e79026ce4eb6000da26260c90a091802f6b9d51d	mirrored	downloaded	analysis_code_inventory				doi:10.7910/DVN/AGRX5U	needs_download	mirror_sample_and_route_parser_candidate	dataverse_pid=doi:10.7910/DVN/AGRX5U	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_68ad29a3617473f9.json	text	
source_artifact_e53257d78cb41091	lead_wood_porter_2019	code_file	dataverse	3093023	lead_wood_porter_2019	10-appendix table 5.R	https://dataverse.harvard.edu/file.xhtml?fileId=3093023	https://dataverse.harvard.edu/api/access/datafile/3093023	doi:10.7910/DVN/AGRX5U		10-appendix table 5.R	r	type/x-r-syntax	422	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_e53257d78cb41091__10-appendix_table_5.R	f0e01bd9381730c2a4e0ef619c0f0e5808e8ab90721e89a99b7a59dc4d60bf85	mirrored	downloaded	analysis_code_inventory				doi:10.7910/DVN/AGRX5U	needs_download	mirror_sample_and_route_parser_candidate	dataverse_pid=doi:10.7910/DVN/AGRX5U	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_e53257d78cb41091.json	text	
source_artifact_812906997f588c59	lead_wood_porter_2019	code_file	dataverse	3093024	lead_wood_porter_2019	11-appendix table 6.R	https://dataverse.harvard.edu/file.xhtml?fileId=3093024	https://dataverse.harvard.edu/api/access/datafile/3093024	doi:10.7910/DVN/AGRX5U		11-appendix table 6.R	r	type/x-r-syntax	529	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_812906997f588c59__11-appendix_table_6.R	7c03638740bc08974572afaffea33746905ab6a17072e6e6c2c41ddd06e11442	mirrored	downloaded	analysis_code_inventory				doi:10.7910/DVN/AGRX5U	needs_download	mirror_sample_and_route_parser_candidate	dataverse_pid=doi:10.7910/DVN/AGRX5U	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_812906997f588c59.json	text	
source_artifact_32e41d9100e7a02d	lead_wood_porter_2019	code_file	dataverse	3093025	lead_wood_porter_2019	12-appendix table 8.R	https://dataverse.harvard.edu/file.xhtml?fileId=3093025	https://dataverse.harvard.edu/api/access/datafile/3093025	doi:10.7910/DVN/AGRX5U		12-appendix table 8.R	r	type/x-r-syntax	517	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_32e41d9100e7a02d__12-appendix_table_8.R	2421a34c8061ca6cea972c5b284948048e3416f4853ba08b12b470fbfc7af42a	mirrored	downloaded	analysis_code_inventory				doi:10.7910/DVN/AGRX5U	needs_download	mirror_sample_and_route_parser_candidate	dataverse_pid=doi:10.7910/DVN/AGRX5U	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_32e41d9100e7a02d.json	text	
source_artifact_3bdb0790b8d03199	lead_wood_porter_2019	code_file	dataverse	3093026	lead_wood_porter_2019	13-appendix table 9.R	https://dataverse.harvard.edu/file.xhtml?fileId=3093026	https://dataverse.harvard.edu/api/access/datafile/3093026	doi:10.7910/DVN/AGRX5U		13-appendix table 9.R	r	type/x-r-syntax	554	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_3bdb0790b8d03199__13-appendix_table_9.R	bcc3bad22afcfe3145d156217c032c7ccbdfdf144a8827d86f27d9586c12b6ce	mirrored	downloaded	analysis_code_inventory				doi:10.7910/DVN/AGRX5U	needs_download	mirror_sample_and_route_parser_candidate	dataverse_pid=doi:10.7910/DVN/AGRX5U	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_3bdb0790b8d03199.json	text	
source_artifact_41628974bdfb4275	lead_wood_porter_2019	code_file	dataverse	3093027	lead_wood_porter_2019	14-appendix table 10.R	https://dataverse.harvard.edu/file.xhtml?fileId=3093027	https://dataverse.harvard.edu/api/access/datafile/3093027	doi:10.7910/DVN/AGRX5U		14-appendix table 10.R	r	type/x-r-syntax	345	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_41628974bdfb4275__14-appendix_table_10.R	78372e89d1bbf43a86a0fc8b4a4c77d9f91890d535fb06dbe82332c9021c4fb6	mirrored	downloaded	analysis_code_inventory				doi:10.7910/DVN/AGRX5U	needs_download	mirror_sample_and_route_parser_candidate	dataverse_pid=doi:10.7910/DVN/AGRX5U	2026-05-01	downloaded	sampled	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_41628974bdfb4275.json	text	
