pair_chase_task_id	figure1_replication_pair_id	dn_pair_check_id	plot_universe_id	source_family_key	source_family_label	project	source_dataset	native_pair_id	pair_result_status	current_plot_rule_status	current_plot_rule_blockers	included_in_current_figure1	original_title	replication_title	original_doi	replication_doi	outcome_label	D_original	N_original	D_replication	N_replication	D_larger_N_minus_smaller_N	d_ratio	n_ratio	source_result_promotion_status	value_verification_state	target_acquisition_state	source_artifact_local_path	source_artifact_sha256	source_artifact_access_status	strict_original_result_check_id	strict_replication_result_check_id	pair_chase_priority	pair_chase_route	pair_chase_blocker	next_action	source_object_seed_urls_json	local_corpus_artifact_paths_json	search_query_original	search_query_replication	search_query_pair	created_at
figure1_pair_chase_a40a5d03a4a63c16	fig1_pair_0198d22f5b75c9c3	dn_pair_0198d22f5b75c9c3	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Giessner.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Position & Power (Giessner & Schubert, 2007)	Many Labs 2 - Giessner.1			Giessner.1	0.55	64.0	0.03147	7890.0	-0.51853	0.05721818181818181	123.28125	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_701426914700fdda	dn_result_45126aac8ffd7130	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Position & Power (Giessner & Schubert, 2007)"" effect size sample size"	"""Many Labs 2 - Giessner.1"" replication effect size sample size"	"""Position & Power (Giessner & Schubert, 2007)"" ""Many Labs 2 - Giessner.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_11cf58b83d053240	fig1_pair_020fc911a9514f7a	dn_pair_020fc911a9514f7a	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Savani.3a	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Actions are Choices (Savani et al., 2010)	Many Labs 2 - Savani.3a			Savani.3a	0.08222	90.0	0.18465	6010.0	0.10243000000000001	2.2458039406470447	66.77777777777777	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_8c545097f190b9e2	dn_result_72279efd070a489d	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Actions are Choices (Savani et al., 2010)"" effect size sample size"	"""Many Labs 2 - Savani.3a"" replication effect size sample size"	"""Actions are Choices (Savani et al., 2010)"" ""Many Labs 2 - Savani.3a"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_a8cdc23ca4973b03	fig1_pair_05ca1a194200693f	dn_pair_05ca1a194200693f	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Bauer.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Priming Consumerism (Bauer et al., 2012)	Many Labs 2 - Bauer.1			Bauer.1	0.87985	77.0	0.12118	6608.0	-0.7586700000000001	0.13772802182190144	85.81818181818181	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_78fcdce23613658d	dn_result_bd78328097ce58eb	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Priming Consumerism (Bauer et al., 2012)"" effect size sample size"	"""Many Labs 2 - Bauer.1"" replication effect size sample size"	"""Priming Consumerism (Bauer et al., 2012)"" ""Many Labs 2 - Bauer.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_291e5388137a70fe	fig1_pair_10441b905aad0e65	dn_pair_10441b905aad0e65	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Kay.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Structure & Goal Pursuit (Kay et al., 2014)	Many Labs 2 - Kay.1			Kay.1	0.48873	67.0	0.02333	6506.0	-0.4654	0.04773596873529352	97.1044776119403	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_887b1db71548cf3e	dn_result_15ceef919ce4bc91	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Structure & Goal Pursuit (Kay et al., 2014)"" effect size sample size"	"""Many Labs 2 - Kay.1"" replication effect size sample size"	"""Structure & Goal Pursuit (Kay et al., 2014)"" ""Many Labs 2 - Kay.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_b476036c9353b231	fig1_pair_113043391d78c2a8	dn_pair_113043391d78c2a8	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_vanLange.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Social Value Orientation (Van Lange et al., 1997)	Many Labs 2 - vanLange.1			vanLange.1	0.1917	536.0	0.03376	6234.0	-0.15794000000000002	0.17610850286906624	11.630597014925373	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_1ed5d2f8fe1cd4d1	dn_result_1da9a58a92f0bc65	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Social Value Orientation (Van Lange et al., 1997)"" effect size sample size"	"""Many Labs 2 - vanLange.1"" replication effect size sample size"	"""Social Value Orientation (Van Lange et al., 1997)"" ""Many Labs 2 - vanLange.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_868c4974c8a3091b	fig1_pair_16f96ac137330d7d	dn_pair_16f96ac137330d7d	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Rottenstreich.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Affect & Risk (Rottenstreich & Hsee, 2001)	Many Labs 2 - Rottenstreich.1			Rottenstreich.1	0.73872	40.0	0.07983	7218.0	-0.6588900000000001	0.1080653021442495	180.45	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_0e4c40b86362ea87	dn_result_c2dde7e680a2e643	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Affect & Risk (Rottenstreich & Hsee, 2001)"" effect size sample size"	"""Many Labs 2 - Rottenstreich.1"" replication effect size sample size"	"""Affect & Risk (Rottenstreich & Hsee, 2001)"" ""Many Labs 2 - Rottenstreich.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_4c39cb311dd19d09	fig1_pair_25fb08bfceb44949	dn_pair_25fb08bfceb44949	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Hauser.4	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Trolley Dilemma 2 (Hauser et al., 2007)	Many Labs 2 - Hauser.4			Hauser.4	0.3375	2612.0	0.24995	7923.0	-0.08755000000000002	0.7405925925925926	3.0333078101071975	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_5e98e5e743a8388e	dn_result_c6ec249135ef4328	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Trolley Dilemma 2 (Hauser et al., 2007)"" effect size sample size"	"""Many Labs 2 - Hauser.4"" replication effect size sample size"	"""Trolley Dilemma 2 (Hauser et al., 2007)"" ""Many Labs 2 - Hauser.4"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_3178c53a7f1247bd	fig1_pair_2f2fa028aa6f5df6	dn_pair_2f2fa028aa6f5df6	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Inbar.1a	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Disgust & Homophobia (Inbar et al., 2009)	Many Labs 2 - Inbar.1a			Inbar.1a	1.9876442968466457	44.0	0.0553670619158189	7041.0	-1.9322772349308268	0.02785561883665882	160.02272727272728	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_17c5edd7ca0f710e	dn_result_6ecda8841144ec9f	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Disgust & Homophobia (Inbar et al., 2009)"" effect size sample size"	"""Many Labs 2 - Inbar.1a"" replication effect size sample size"	"""Disgust & Homophobia (Inbar et al., 2009)"" ""Many Labs 2 - Inbar.1a"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_b341a7b714f04810	fig1_pair_3fa3b2226038b061	dn_pair_3fa3b2226038b061	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Hsee.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Less is Better (Hsee, 1998)	Many Labs 2 - Hsee.1			Hsee.1	0.68717	83.0	0.78226	7646.0	0.09509000000000001	1.1383791492643742	92.12048192771084	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_0bb5756409a8a032	dn_result_924cc6265e33b956	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Less is Better (Hsee, 1998)"" effect size sample size"	"""Many Labs 2 - Hsee.1"" replication effect size sample size"	"""Less is Better (Hsee, 1998)"" ""Many Labs 2 - Hsee.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_c9a8515d0b46e2e6	fig1_pair_661aec28fbe7da00	dn_pair_661aec28fbe7da00	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Huang.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Direction & SES (Huang et al., 2014)	Many Labs 2 - Huang.1			Huang.1	0.82511	80.0	0.39726	6591.0	-0.42785	0.4814630776502527	82.3875	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_ceac72a253bf13d5	dn_result_ef4132cd51eb4f4e	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Direction & SES (Huang et al., 2014)"" effect size sample size"	"""Many Labs 2 - Huang.1"" replication effect size sample size"	"""Direction & SES (Huang et al., 2014)"" ""Many Labs 2 - Huang.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_10690220ed3a563c	fig1_pair_665cce3a602473a0	dn_pair_665cce3a602473a0	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Graham.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Moral Foundations (Graham et al., 2009)	Many Labs 2 - Graham.1			Graham.1	0.5164	1209.0	0.29265	6966.0	-0.22374999999999995	0.5667118512780791	5.761786600496278	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_9606bca0e328ed48	dn_result_96948c4e3833e4f5	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Moral Foundations (Graham et al., 2009)"" effect size sample size"	"""Many Labs 2 - Graham.1"" replication effect size sample size"	"""Moral Foundations (Graham et al., 2009)"" ""Many Labs 2 - Graham.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_9e690f4dfe6e1f6c	fig1_pair_82a1edfb8331c354	dn_pair_82a1edfb8331c354	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Ross.2	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	False Consensus 2 (Ross et al., 1977)	Many Labs 2 - Ross.2			Ross.2	0.80226	80.0	0.95233	7827.0	0.15007000000000004	1.1870590581606961	97.8375	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_d7914c637955303a	dn_result_19a56544622d9a90	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""False Consensus 2 (Ross et al., 1977)"" effect size sample size"	"""Many Labs 2 - Ross.2"" replication effect size sample size"	"""False Consensus 2 (Ross et al., 1977)"" ""Many Labs 2 - Ross.2"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_6151289ae6c3b00f	fig1_pair_8870af7e93a26494	dn_pair_8870af7e93a26494	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Alter.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Incidental Disfluency (Alter et al., 2007)	Many Labs 2 - Alter.1			Alter.1	0.62801	41.0	0.03287	6935.0	-0.59514	0.052339930892820186	169.14634146341464	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_fd506c65b2434d26	dn_result_a7e87d163ca10c4b	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Incidental Disfluency (Alter et al., 2007)"" effect size sample size"	"""Many Labs 2 - Alter.1"" replication effect size sample size"	"""Incidental Disfluency (Alter et al., 2007)"" ""Many Labs 2 - Alter.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_2fddb413f6faafd6	fig1_pair_91f3c3a45f6c7362	dn_pair_91f3c3a45f6c7362	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Knobe.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Intentional Side-Effects (Knobe, 2003)	Many Labs 2 - Knobe.1			Knobe.1	1.45405	78.0	1.74849	7982.0	0.29444000000000004	1.20249647536192	102.33333333333333	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_7941bcee51ba7b67	dn_result_173d83db6c76f791	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Intentional Side-Effects (Knobe, 2003)"" effect size sample size"	"""Many Labs 2 - Knobe.1"" replication effect size sample size"	"""Intentional Side-Effects (Knobe, 2003)"" ""Many Labs 2 - Knobe.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_38cc7b9459910dd1	fig1_pair_93b08c8d289bde9b	dn_pair_93b08c8d289bde9b	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Anderson.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	SMS & Well-Being (Anderson et al., 2012)	Many Labs 2 - Anderson.1			Anderson.1	0.56637	116.0	0.04234	6905.0	-0.52403	0.07475678443420379	59.525862068965516	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_3dce44ded985bd7e	dn_result_740fc88f22ddc31c	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""SMS & Well-Being (Anderson et al., 2012)"" effect size sample size"	"""Many Labs 2 - Anderson.1"" replication effect size sample size"	"""SMS & Well-Being (Anderson et al., 2012)"" ""Many Labs 2 - Anderson.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_589d9069a96d36bd	fig1_pair_9662d6f1fe7a638e	dn_pair_9662d6f1fe7a638e	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Tversky.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Framing (Tversky & Kahneman, 1981)	Many Labs 2 - Tversky.1			Tversky.1	1.08462	181.0	0.39903	7228.0	-0.6855899999999999	0.36789843447474696	39.93370165745856	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_5c4b7647fa9a7fa1	dn_result_0ae5661e8a0fe543	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Framing (Tversky & Kahneman, 1981)"" effect size sample size"	"""Many Labs 2 - Tversky.1"" replication effect size sample size"	"""Framing (Tversky & Kahneman, 1981)"" ""Many Labs 2 - Tversky.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_741843dc139782df	fig1_pair_9b811c37841e5e6c	dn_pair_9b811c37841e5e6c	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Miyamoto.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Correspondence Bias (Miyamoto & Kitayama, 2002)	Many Labs 2 - Miyamoto.1			Miyamoto.1	2.47493	29.0	1.81795	7197.0	-0.6569800000000001	0.7345460275644159	248.17241379310346	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_a8610243e4f56026	dn_result_82530528fa77f082	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Correspondence Bias (Miyamoto & Kitayama, 2002)"" effect size sample size"	"""Many Labs 2 - Miyamoto.1"" replication effect size sample size"	"""Correspondence Bias (Miyamoto & Kitayama, 2002)"" ""Many Labs 2 - Miyamoto.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_f3e635ab9c4f1a8b	fig1_pair_9ecf5d713fcf6ef1	dn_pair_9ecf5d713fcf6ef1	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Shafir.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Choosing or Rejecting (Shafir, 1993)	Many Labs 2 - Shafir.1			Shafir.1	0.3845	170.0	0.13732	7901.0	-0.24718	0.35713914174252276	46.476470588235294	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_33977b99fe984dba	dn_result_d4b7c507706694af	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Choosing or Rejecting (Shafir, 1993)"" effect size sample size"	"""Many Labs 2 - Shafir.1"" replication effect size sample size"	"""Choosing or Rejecting (Shafir, 1993)"" ""Many Labs 2 - Shafir.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_5f600fee4995f49d	fig1_pair_aec60ae049dd143c	dn_pair_aec60ae049dd143c	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Gati.2	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Direction & Similarity (Tversky & Gati, 1978)	Many Labs 2 - Gati.2			Gati.2	0.24094	154.0	0.42234	3549.0	0.1814	1.7528845355690215	23.045454545454547	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_e20a73820edc21a3	dn_result_3f40a00c1ae180ce	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Direction & Similarity (Tversky & Gati, 1978)"" effect size sample size"	"""Many Labs 2 - Gati.2"" replication effect size sample size"	"""Direction & Similarity (Tversky & Gati, 1978)"" ""Many Labs 2 - Gati.2"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_4e81f8c4a631df87	fig1_pair_b26a11382ad7c8be	dn_pair_b26a11382ad7c8be	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Ross.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	False Consensus 1 (Ross et al., 1977)	Many Labs 2 - Ross.1			Ross.1	0.99475	80.0	1.18023	7205.0	0.18547999999999987	1.1864589092736868	90.0625	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_5e05b71971293749	dn_result_6400b1f2b200d552	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""False Consensus 1 (Ross et al., 1977)"" effect size sample size"	"""Many Labs 2 - Ross.1"" replication effect size sample size"	"""False Consensus 1 (Ross et al., 1977)"" ""Many Labs 2 - Ross.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_8bed903e668b58a3	fig1_pair_c10cfad5b0e89666	dn_pair_c10cfad5b0e89666	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Zaval.3	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Priming Warmth (Zaval et al., 2014)	Many Labs 2 - Zaval.3			Zaval.3	0.31033	192.0	0.03372	4204.0	-0.27661	0.10865852479618471	21.895833333333332	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_6f37fd8e5b4620f9	dn_result_a0884691f16f2fac	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Priming Warmth (Zaval et al., 2014)"" effect size sample size"	"""Many Labs 2 - Zaval.3"" replication effect size sample size"	"""Priming Warmth (Zaval et al., 2014)"" ""Many Labs 2 - Zaval.3"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_e6febb5018c45b05	fig1_pair_c1bf3e9e2420b670	dn_pair_c1bf3e9e2420b670	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Gray.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Moral Typecasting (Gray & Wegner, 2009)	Many Labs 2 - Gray.1			Gray.1	0.79945	69.0	0.95299	8002.0	0.15354	1.19205703921446	115.97101449275362	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_4826ab0b81eae870	dn_result_e482f6b7e4e65815	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Moral Typecasting (Gray & Wegner, 2009)"" effect size sample size"	"""Many Labs 2 - Gray.1"" replication effect size sample size"	"""Moral Typecasting (Gray & Wegner, 2009)"" ""Many Labs 2 - Gray.1"" replication original effect sample size"	2026-05-05T00:00:00
figure1_pair_chase_2cbf0620e01d031f	fig1_pair_caddd5e8ced8b367	dn_pair_caddd5e8ced8b367	plot1_replication_pairs	many_labs_2	Many Labs 2	Many Labs 2	Many Labs 2 public join	ml2_Zhong.1	dn_checked_numeric_pair	included_by_current_figure1_dn_rule		true	Moral Cleansing (Zhong & Liljenquist, 2006)	Many Labs 2 - Zhong.1			Zhong.1	1.01832	27.0	0.00269	7001.0	-1.0156299999999998	0.0026416057820724333	259.2962962962963	ready_for_source_result_side_promotion	value-bearing source text found	source object mirrored	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	local_file_present	dn_result_aede4a98b6f410ee	dn_result_989922699d963d17	P0	promote_existing_value_text_to_source_result		Promote existing value-bearing side rows into source_result/source_result_support before any new source chase.	[]	"[""data/raw/replication_projects/ml2/table5data_RM.csv""]"	"""Moral Cleansing (Zhong & Liljenquist, 2006)"" effect size sample size"	"""Many Labs 2 - Zhong.1"" replication effect size sample size"	"""Moral Cleansing (Zhong & Liljenquist, 2006)"" ""Many Labs 2 - Zhong.1"" replication original effect sample size"	2026-05-05T00:00:00
