artifact_id	parent_corpus_database_id	artifact_role	file_name	sample_kind	sample_status	candidate_parser_family	mirror_local_path	sample_path	estimated_rows_or_members	column_count	columns_preview	pair_signal_count	effect_signal_count	n_signal_count	identity_signal_count	priority_score	parser_priority	recommended_next_stage	routing_basis	queued_at
source_artifact_c7cbc0f780147523	repo_search_dataverse_62327a47981a	data_file	RPP Master Data- in progress (2).xlsx	excel_workbook	sampled	xlsx_workbook_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_62327a47981a/source_artifact_c7cbc0f780147523__RPP_Master_Data-_in_progress_2_.xlsx	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_c7cbc0f780147523.json	5	102	Study Title (O); Authors (O); Journal (O); Volume (O); Issue (O); Pages (O); Descriptors (O); Number of Authors (O); Number of Authors (R); Number of Studies (O); Discipline (O); Number of research sites (O); Number of research sites (R); Secondary data (O); Secondary data (R); 1st author (O); Citation Impact, 1st author (O); Institution 1st author (O); Senior author (O); Citation Impact, senior author (O); Institution senior author (O); 1st author (R); Citation Impact, 1st author (R); Institution 1st author (R); Senior author (R); Citation Impact, senior author (R); Institution senior author (R); Citation impact, paper (O); Institution prestige, 1st author (O); Institution prestige, 1st author (R); Institution prestige, senior author (O); Institution prestige, senior author (R); Internal conceptual replications (O); Internal direct replications (O); Perceived expertise required (O); Opportunity for expectancy bias (O); Opportunity for results to be affected by lack of diligence (O); Surprising result (O); Exciting result (O); Feasibility	5	4	4	4	81	high	parse_table_result_candidates	pair_signals=5; effect_signals=4; n_signals=4; identity_signals=4	2026-05-01T22:41:21
source_artifact_58cc017b099ca590	domain_search_osf_32ff619d7c35	data_file	ML2_OrignalEffects_Masterkey.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_58cc017b099ca590__ML2_OrignalEffects_Masterkey.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_58cc017b099ca590.json	91	52	unique.id; study.id; study.slate; study.name; study.analysis; study.vars; study.vars.labels; study.cases.include; study.sites.include; study.global.include; study.primary.include; study.secondary.include; study.figure2.include; study.table1.include; study.table1.weird.split; stat.vars; stat.type; stat.test; stat.params; stat.ncp; stat.df; stat.p.value; orig.sample.nation; ori.sample.weird; ori.study.figure2.include; orig.stat.type; orig.test.alternative; orig.test.sample; orig.stat.df1; orig.stat.df2; orig.stat.n1; orig.stat.n2; orig.stat.N; orig.stat.estimate; orig.stat.estimate1; orig.stat.estimate2; orig.stat.ncp; orig.stat.ncp.ciL; orig.stat.ncp.ciU; orig.stat.p.value	1	2	4	0	73	high	parse_table_result_candidates	pair_signals=1; effect_signals=2; n_signals=4	2026-05-01T22:41:05
source_artifact_67ae58e6568feb32	lead_wood_porter_2019	data_file	elusive-tab 7.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_67ae58e6568feb32__elusive-tab_7.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_67ae58e6568feb32.json	2019	10	age; education; race; gender; income; region; employment; ideology; sample; resp	0	1	1	0	46	medium	inspect_sample_for_result_fields	effect_signals=1; n_signals=1	2026-05-01T22:41:06
source_artifact_2484a8e13eafc140	biblio_search_crossref_480bdd504b25	data_file	43588_2025_840_MOESM4_ESM.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_2484a8e13eafc140__43588_2025_840_MOESM4_ESM.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_2484a8e13eafc140.json	86	7	LLM; Category; Group; Rate; N; CI_Lower; CI_Upper	0	0	2	1	43	medium	inspect_sample_for_result_fields	n_signals=2; identity_signals=1	2026-05-01T22:41:05
source_artifact_3ebf194b15a280e2	citation_search_openalex_bb828bb93d4f	data_file	elife-30274-fig2-data1-v2.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/citation_search_openalex_bb828bb93d4f/source_artifact_3ebf194b15a280e2__elife-30274-fig2-data1-v2.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_3ebf194b15a280e2.json	8214	8	Gene; Accession; Measure; final.mean; Time; Lot; ID; Status	0	1	0	0	43	medium	inspect_sample_for_result_fields	effect_signals=1	2026-05-01T22:41:05
source_artifact_29bdf70e3d2d227e	domain_search_osf_32ff619d7c35	data_file	EERP_RProjects.xlsx	excel_workbook	sampled	xlsx_workbook_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_29bdf70e3d2d227e__EERP_RProjects.xlsx	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_29bdf70e3d2d227e.json	5	15	study; project; ro; rr; fiso; fisr; se_fiso; se_fisr; po; pr; po1; pr1; pm_belief; nr; no	0	1	0	0	43	medium	inspect_sample_for_result_fields	effect_signals=1	2026-05-01T22:41:05
source_artifact_c26102ae72ef0565	lead_awesome_emdr_misinfo	data_file	replication_exp1_clean.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_awesome_emdr_misinfo/source_artifact_c26102ae72ef0565__replication_exp1_clean.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_c26102ae72ef0565.json	219	21	Unnamed: 0; participant; condition; age; gender; dog; trolley; wallet; plane; resume; kitten; vignettes; relaxed; angry; happy; sad; afraid; depressed; disgusted; upset; confused	0	0	1	0	40	medium	inspect_sample_for_result_fields	n_signals=1	2026-05-01T22:41:05
source_artifact_ebdfcb6906406816	lead_wood_porter_2019	data_file	elusive-tab 8.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_ebdfcb6906406816__elusive-tab_8.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_ebdfcb6906406816.json	10047	12	rid; issue; issue_order; issue_lab; type; ans; ideo; ideo3; ans3; ideo_num; ans_num; sample	0	0	1	0	40	medium	inspect_sample_for_result_fields	n_signals=1	2026-05-01T22:41:06
source_artifact_336220b0e7b7ff8b	domain_search_osf_32ff619d7c35	data_file	table5data_RM.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_336220b0e7b7ff8b__table5data_RM.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_336220b0e7b7ff8b.json	28	30	study; analysis; ori_ML2analysis; ori_stattype; ori_N; ori_N_weird; ori_n1_weird; ori_n2_weird; ori_N_lessweird; ML2_test; ML2_stattype; ML2_estimate; ML2_estimate1; ML2_estimate2; ML2_teststat; ML2_N; ML2_n1; ML2_n2; ML2_df; ML2_pval; ML2_sd.1; ML2_sd.2; ML2_d; ML2_r; ML2_OR; ML2_Q; N_ML2_pval; N_ori_pval; N_2.5ori_pval; N_50each_pval	0	1	1	0	39	medium	inspect_sample_for_result_fields	effect_signals=1; n_signals=1	2026-05-01T22:41:05
source_artifact_6e346074045853c4	repo_search_dataverse_e6b5cf171269	data_file	stanford.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_e6b5cf171269/source_artifact_6e346074045853c4__stanford.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_6e346074045853c4.json	11855	2	CATEGORY; RAWTEXT	0	1	2	0	39	medium	inspect_sample_for_result_fields	effect_signals=1; n_signals=2	2026-05-01T22:41:21
source_artifact_528aee8856f95202	lead_wood_porter_2019	data_file	elusive-tab 2.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_528aee8856f95202__elusive-tab_2.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_528aee8856f95202.json	25016	6	ResponseID; corr; ans; item; ideol; study	0	0	2	0	33	medium	inspect_sample_for_result_fields	n_signals=2	2026-05-01T22:41:06
source_artifact_bad4644b12d90286	biblio_search_crossref_480bdd504b25	data_file	43588_2025_840_MOESM5_ESM.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_bad4644b12d90286__43588_2025_840_MOESM5_ESM.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_bad4644b12d90286.json	578	17	journal_type; human_size; Human_r; Gpt_r_recode; Human_p_value; Gpt_p_value; Human_fisher_z; Human_fisher_z_lower; Human_fisher_z_upper; GPT_fisher_z; GPT_fisher_z_lower; GPT_fisher_z_upper; Human_r_ci_lower; Human_r_ci_upper; GPT_r_ci_lower; GPT_r_ci_upper; strict_direction	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:05
source_artifact_616aff02bd00003a	biblio_search_crossref_480bdd504b25	data_file	43588_2025_840_MOESM8_ESM.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/biblio_search_crossref_480bdd504b25/source_artifact_616aff02bd00003a__43588_2025_840_MOESM8_ESM.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_616aff02bd00003a.json	690	12	journal_type; platform_type; Var_type_gender; Var_type_race; Var_type_social; Var_type_ethics; Var_type_emotion; Var_type_technology; adaptation; replication_success; effect_size_diff; direction_consistency	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:05
source_artifact_05d1cccc22b44abd	domain_search_osf_32ff619d7c35	data_file	SSRP_export.xlsx	excel_workbook	sampled	xlsx_workbook_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_05d1cccc22b44abd__SSRP_export.xlsx	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_05d1cccc22b44abd.json	5	10	ro; po; pr; es_orig; p_orig; p_rep; S; R_cont; R; J	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:05
source_artifact_9bca71d0f765091d	lead_awesome_emdr_misinfo	data_file	replication_clean.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_awesome_emdr_misinfo/source_artifact_9bca71d0f765091d__replication_clean.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_9bca71d0f765091d.json	120	11	Unnamed: 0; condition; age; gender; bdi; prevividness; postvividness; preemotionality; postemotionality; totalcorrect; totalmisinfo	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:05
source_artifact_316e53fe94c3a17b	lead_awesome_emdr_misinfo	data_file	replication_clean.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_awesome_emdr_misinfo/source_artifact_316e53fe94c3a17b__replication_clean.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_316e53fe94c3a17b.json	504	20	Unnamed: 0; Veracity; Language; Emotionality; ID; meanRT; meanJudgment; Age; Gender; StudiesMajor; MotherTongue; SelfReportedEnglishSpreakingProficiency; SelfReportedEnglishListening; EnglishLextaleScores; SelfReportedGermanSpeaking; SelfReportedGermanListening; GermanLextaleScores; SelfReportedDutchSpeaking; SelfReportedDutchListening; DutchLextaleScores	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:05
source_artifact_5baaac9d5f5c77e4	lead_wood_porter_2019	data_file	elusive-tab 1.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_5baaac9d5f5c77e4__elusive-tab_1.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_5baaac9d5f5c77e4.json	65006	8	ResponseID; corr; ans; item; ideol; study; ideology; ideo3	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_6a4db98467909b82	lead_wood_porter_2019	data_file	elusive-tab 10.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_6a4db98467909b82__elusive-tab_10.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_6a4db98467909b82.json	69849	10	ResponseID; corr; ans; item; ideol; study; ideology; ideo3; it_join; mu_2	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_519b482f9c5c06b0	lead_wood_porter_2019	data_file	elusive-tab 11.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_519b482f9c5c06b0__elusive-tab_11.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_519b482f9c5c06b0.json	60691	9	ResponseId; study; item; ans; corr; ideol; co; cumcorr; max_seq	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_7b4c9ed559ea9b37	lead_wood_porter_2019	data_file	elusive-tab 12.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_7b4c9ed559ea9b37__elusive-tab_12.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_7b4c9ed559ea9b37.json	212400	7	ResponseId; study; cont_val; val; com_surv; com_surv_val; type	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_734a2df7398b3d31	lead_wood_porter_2019	data_file	elusive-tab 13.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_734a2df7398b3d31__elusive-tab_13.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_734a2df7398b3d31.json	60691	10	ResponseId; study; item; ans; corr; ideol; co; cumcorr; max_seq; partyid	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_78ab9c16eea0dd27	lead_wood_porter_2019	data_file	elusive-tab 3.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_78ab9c16eea0dd27__elusive-tab_3.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_78ab9c16eea0dd27.json	22408	5	ideol; resp_num; corr; t2; speaker	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_2742b9dbc57eb1f3	lead_wood_porter_2019	data_file	elusive-tab 4.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_2742b9dbc57eb1f3__elusive-tab_4.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_2742b9dbc57eb1f3.json	4885	8	ResponseID; corr; ans; item; ideol; study; ideology; ideo3	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_0d3096940b54041a	lead_wood_porter_2019	data_file	elusive-tab 5.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_0d3096940b54041a__elusive-tab_5.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_0d3096940b54041a.json	977	6	V1; ideol; ans_type; res; cor; news	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_e161be5543d51211	lead_wood_porter_2019	data_file	elusive-tab 6.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_e161be5543d51211__elusive-tab_6.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_e161be5543d51211.json	7992	8	resp; item; corr; complexity; ideol; ans; speaker; complexity_num	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_98fefd96ba8ec427	lead_wood_porter_2019	data_file	elusive-tab 9.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/lead_wood_porter_2019/source_artifact_98fefd96ba8ec427__elusive-tab_9.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_98fefd96ba8ec427.json	1613	14	ResponseId; accordance; item; age; ed; race; gender; income; state; partyid; ideology; vote_2016; trump_ft; source	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_4f426212c129ce3f	repo_search_datacite_1afe2afc30e4	data_file	Dataset.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_datacite_1afe2afc30e4/source_artifact_4f426212c129ce3f__Dataset.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_4f426212c129ce3f.json	1937	57	Codigo_user; Edad; Sexo; TC; CDRISC; LOTR; Prob_medico; Prob_psico; Marcatemporal; RMEQ_TOT; Estado_civil; Estudios; Laboral; Turno_nocturno; Dep_semana; Dep_horas; Tabaco; Café; Te; Red_bull; Hachís; Cocaína; Anfetaminas; Éxtasis; Alucinógenos; Alcohol; RMEQ1; RMEQ2; RMEQ3; RMEQ4; RMEQ5; CDR1; CDR2; CDR3; CDR4; CDR5; CDR6; CDR7; CDR8; CDR9	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_4f9329ef7cfbea31	repo_search_dataverse_4450c811f725	data_file	CATS_01_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_4f9329ef7cfbea31__CATS_01_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_4f9329ef7cfbea31.json	2628	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_04c4d4ca2b8bd4f5	repo_search_dataverse_4450c811f725	data_file	CATS_02_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_04c4d4ca2b8bd4f5__CATS_02_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_04c4d4ca2b8bd4f5.json	4104	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_cd84a637db197e9b	repo_search_dataverse_4450c811f725	data_file	CATS_03_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_cd84a637db197e9b__CATS_03_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_cd84a637db197e9b.json	2872	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_f1279365ed8e0929	repo_search_dataverse_4450c811f725	data_file	CATS_04_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_f1279365ed8e0929__CATS_04_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_f1279365ed8e0929.json	2753	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_73995f47c9cb3ab7	repo_search_dataverse_4450c811f725	data_file	CATS_05_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_73995f47c9cb3ab7__CATS_05_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_73995f47c9cb3ab7.json	2794	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_8a150842a08b29f5	repo_search_dataverse_4450c811f725	data_file	CATS_06_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_8a150842a08b29f5__CATS_06_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_8a150842a08b29f5.json	2838	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_98f0e8c69b983cd2	repo_search_dataverse_4450c811f725	data_file	CATS_07_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_98f0e8c69b983cd2__CATS_07_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_98f0e8c69b983cd2.json	1565	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_e2c3fff3f3d42bce	repo_search_dataverse_4450c811f725	data_file	CATS_08_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_e2c3fff3f3d42bce__CATS_08_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_e2c3fff3f3d42bce.json	2583	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_026f4b418692bbeb	repo_search_dataverse_4450c811f725	data_file	CATS_09_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_026f4b418692bbeb__CATS_09_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_026f4b418692bbeb.json	834	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_41be380e8a0c7472	repo_search_dataverse_4450c811f725	data_file	CATS_10_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_41be380e8a0c7472__CATS_10_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_41be380e8a0c7472.json	864	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_84746260a8084bae	repo_search_dataverse_4450c811f725	data_file	CATS_11_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_84746260a8084bae__CATS_11_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_84746260a8084bae.json	1016	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_5b9644bdb21ae0d1	repo_search_dataverse_4450c811f725	data_file	CATS_12_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_5b9644bdb21ae0d1__CATS_12_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_5b9644bdb21ae0d1.json	852	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_5141df74255422ed	repo_search_dataverse_4450c811f725	data_file	CATS_13_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_5141df74255422ed__CATS_13_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_5141df74255422ed.json	1322	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_153e27507119b068	repo_search_dataverse_4450c811f725	data_file	CATS_14_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_153e27507119b068__CATS_14_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_153e27507119b068.json	1419	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_69e2311896d5d75d	repo_search_dataverse_4450c811f725	data_file	CATS_15_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_69e2311896d5d75d__CATS_15_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_69e2311896d5d75d.json	1814	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_9b046105e980cf42	repo_search_dataverse_4450c811f725	data_file	CATS_16_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_9b046105e980cf42__CATS_16_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_9b046105e980cf42.json	1189	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
source_artifact_3423e5ff980c553b	repo_search_dataverse_4450c811f725	data_file	CATS_17_.tab	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_3423e5ff980c553b__CATS_17_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_3423e5ff980c553b.json	1598	2	X; V1	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:06
