canonical_result_id	source_result_id	membership_role	included_in_collapse	included_in_statistics	aggregation_role	weight	notes
cr_2e0f3d56d3ec	sr_0ffe5117d055	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_544bce58a6d9	sr_143d87ef36aa	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_24c5ebcdf489	sr_629af99106ba	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_0c3a5b4580b5	sr_2688beda5935	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_967b8d1cbfa7	sr_44a8287fc7cc	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_981939932896	sr_8c10cb62280a	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_cd31c844f828	sr_656af44d63ac	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_59a5d991e9fe	sr_5c5f468d0b79	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_6465802f3067	sr_b868072acfa7	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_fb897ab26ec3	sr_bb35048cf955	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7792b5c239d0	sr_160ac121ff32	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_06b5c5fc236f	sr_8ef41f574c02	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_3f85743cdbc0	sr_041065fd13e4	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_d66f287278ab	sr_7e8fa5f6115f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_60ea139383f1	sr_e91cbb524953	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_bc2bd568728b	sr_f6d9c3a25190	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_79033a41e2d8	sr_3c4b03e17612	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_35bc6eedffc4	sr_0e779c0101ec	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_69a38af8df31	sr_7eef079beb19	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_08415ad04f45	sr_74bb31b5d242	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_99b0d6fe5fa8	sr_a2e527fb29d6	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_d8f9171614fb	sr_5d73e18a9b1e	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_739ad6040770	sr_30b176b2d082	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_ce97efeda7fb	sr_eaab9016f715	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_b5741e10d1af	sr_abe518728e2c	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_ee275b7e4a13	sr_505408ec5cfe	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e64759954cf0	sr_de1c92df2ed9	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e7d223f4d330	sr_459c73f90a3d	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_15565fa7e8c0	sr_69da0613a6c0	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_2834a08af056	sr_ec359e2c27e0	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_390a3fa77543	sr_4b879765bfd6	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_eb6d9082b7a3	sr_0d80ddf31d89	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_f6910cdb7863	sr_0680b784ddd6	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_bbfebf72e1d2	sr_dc8fc4fdac47	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_6977ba2fadeb	sr_2ac5c37e5f0c	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_6d32d5884d17	sr_37218d335ce6	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_c30ace9f717f	sr_885a811e26fd	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_c28f10d15b00	sr_f2b05e0d75f6	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_941cd4d170a6	sr_28aebf7ac1f1	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_895e67d2db84	sr_8d5804d7e7e8	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_fe91bc80d219	sr_2d2f63f07b2f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7514506bbe82	sr_649b913c7a05	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_cd24f9151b62	sr_2d3d0f11d546	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_78a96c05e33f	sr_50fdee6ef7a9	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_bdce52da36ab	sr_09896453a68e	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_c02bef21928d	sr_3cda92191f17	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_bbb47d81e2cf	sr_f2d67c41c94e	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_036270317940	sr_1da5d9472eaf	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_6037bb7d04c5	sr_ba8e04437ef3	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_2d943a40ae07	sr_b900a0f99163	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_9cfe4e414211	sr_7432aa117bcb	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7579f59939a1	sr_0ef241dace7f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_3fd8ccd58be3	sr_616ebdabaa34	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_ec7479cdc16c	sr_e1dd23091aff	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e37d5d743e50	sr_8d7acd628883	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_4ac25dc6f47b	sr_a852da233b7d	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_a772cb180eae	sr_8bf8e026decd	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_1f0e7b87910f	sr_706e5e6c7819	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e5997d5ccdd9	sr_62eef8724f94	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_174aa635b5fa	sr_8e53fec0db78	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7231f190fdd1	sr_32884f9211fb	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_da162ab010dd	sr_5d9a9531214b	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_b83f6521e82a	sr_f322cf6db3fd	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_064861ba7a0f	sr_7ac68cdbbc03	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e58d402e83f3	sr_431a5e1736e3	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_f5ab8a455f1f	sr_bf852f96d5ef	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_6665113bffb1	sr_e9c214df8069	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_8fff2cb02f4c	sr_4420ad24a594	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_054ffc2b67f6	sr_0cc5d4c7a6b9	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7e25bf8399a5	sr_60c2a469e71e	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_c846635f1349	sr_5cfe7da2c521	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7ced15f2daed	sr_dfc5f98d8a4f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_aaf73d14b968	sr_6db78c28c05a	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_017aa0d24327	sr_8ad55815e5fc	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_af1f3ab116be	sr_a6f46bca45c2	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_16017ed186ee	sr_368a7954cbb8	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_91855dacc63b	sr_be6f969d81a7	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_fd0d10bd9f8c	sr_46fcf0099591	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_76d0cf3415c4	sr_1c6ef92fa050	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_c71ac7bc3bd3	sr_f7d0e896cfc6	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_8fa73f4e743f	sr_fee3ac01c606	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e72826bb43fb	sr_14b1bfc72686	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7f37bf8ab1a7	sr_56a9f30f8d92	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e61400a190c0	sr_c4f5b565a745	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_af3aa1d4b34e	sr_8dbf832c0aa0	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_96efde9323db	sr_d30c0407b24b	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_71ee53552834	sr_4c9b3024bcba	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_4df823c6ae16	sr_868dfc6da179	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_cfcfe4af784a	sr_5ea3a9bf5dc8	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_3d047ff96d4d	sr_2ead36cae8e2	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_b2f33b0719c2	sr_10e682ba553b	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_2734829930a8	sr_4f77703173f7	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e46741a7d412	sr_0e4bba88f02f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_d5ef41617c84	sr_ee72592661db	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_2449f6ef2a07	sr_285363cf3974	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_f0e8c443c637	sr_d222165d0b25	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_d11ec3c47ce0	sr_d3faea5526bc	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_8c6a3c09db1d	sr_1e8a07a9cd86	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_492003e22a15	sr_65a9f9c5f7bd	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_d9af9c9d966a	sr_562a7f6042a2	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_824dff86a9e4	sr_bf90b4be790a	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_1c321d607ec8	sr_6e5c68827050	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_08aa2d3fff8c	sr_d225c4f2ad96	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_67bc075c9d23	sr_6593fff4c749	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_16a8038ff49f	sr_910cc9ea32e4	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_04ded7744cc7	sr_0b5cef0ad420	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7e974e44985a	sr_80c5ee34e5f4	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_02029c02b736	sr_187e0ccced6f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_1b0e0c3bb3e2	sr_af15cdb4aad8	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_9b63e93b0471	sr_148ffca3367c	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_edb31ae73dda	sr_be6cbe0c6a2b	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_9092da161e26	sr_22f96d70c38a	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_62ffc7026ec2	sr_f9f06025395c	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_12c2c4d5c3d1	sr_d3c761e4e4ee	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_50f5cc558134	sr_bbf5b92dab8e	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e8b145d229e8	sr_7271878ec034	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_eee7a2215a0a	sr_4adf6fd2310b	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_d1f80ef8a455	sr_af69b1b27c9f	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_3ea72750fd5c	sr_78698f5ba037	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_82a09ffa7ec1	sr_8226dc61270c	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_94ea87d0bb5f	sr_541412d5d4e8	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_9fdcae473648	sr_a929155b5e72	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_011675cafb5f	sr_c1becaaf9056	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_f8bbf936d50b	sr_3cef793ec7a4	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_e64466cdd3da	sr_34e03261c24d	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_dee52cac3faa	sr_cf10c58438c7	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_6b79f1bc1b62	sr_4dbf0cd7b50e	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_5ec76fe7f9fa	sr_09538e441d8b	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7f1a94d4772e	sr_779e8dd2ff35	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_94b21396f267	sr_da95f9c21d25	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_64c9d07be55b	sr_62cc168cbf4c	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_2f811f1ee36e	sr_8989ad9654f1	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_7e29f81b5702	sr_68c5ac5e9dd1	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
cr_9ad07207f324	sr_7967f7ac70eb	preferred	true	false	preferred_source		Pilot membership generated from sampled source_result rows; full parent-child lists are not reconstructed beyond the 300-row pilot.
