queue_id	source_result_id	represented_source_id	source_type	current_evidence_level	target_acquisition_state	value_verification_state	source_is_original	number_verified_by_us	doi	pmid	title	result_label	outcome_label	d	standardized_n	next_bucket	tail_problem_family	identity_problem_type	rank	requires_identity_work_yn	acquisition_ready_yn	requires_manual_capture_yn	parsed_journal_abbrev	parsed_volume	parsed_issue	parsed_first_page	parsed_effect_id	suggested_routes	primary_next_action	stop_condition	failed_public_routes_seen	manual_route_type	queue_created_at	queue_status	notes
tailq_02_sr_ec359e2c27e0	sr_ec359e2c27e0	work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	paper	2	target_identity_known	corpus_assertion_only	false	false			2016 preregistered key-question effect (schaefer_2019_preg_50)	2016 preregistered key-question effect (schaefer_2019_preg_50)	2016 preregistered key-question effect (schaefer_2019_preg_50)	0.3267662477951968	266.0	needs_identity_crosswalk	identity_blocked	corpus_specific_anonymized_id	2	true	false	false						osf_project_inventory; workbook_search; code_search; appendix_or_author_crosswalk	Mirror project workbooks/code and build corpus-handle to represented-source crosswalk.	Promote only after crosswalk identifies a represented source with independent identifier or stable URL.	no_public_candidate_logged		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=2016 preregistered key-question effect (schaefer_2019_preg_50) | source_directness=candidate_child_numeric_row | effect_or_stat=0.161245154965971 | N_text=266.0 | plotted_D=0.3267662477951968 | plotted_N=266.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx; recovered_raw_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx; recovered_raw_file_sha256=3d8068ab385e8e454aeba870adb4415adc9d306fda33b188a22f1b522e5acdd6
tailq_02_sr_0cc5d4c7a6b9	sr_0cc5d4c7a6b9	work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	paper	2	target_identity_known	corpus_assertion_only	false	false			2017 preregistered key-question effect (schaefer_2019_preg_73)	2017 preregistered key-question effect (schaefer_2019_preg_73)	2017 preregistered key-question effect (schaefer_2019_preg_73)	1.3405601251996722	37.0	needs_identity_crosswalk	identity_blocked	corpus_specific_anonymized_id	2	true	false	false						osf_project_inventory; workbook_search; code_search; appendix_or_author_crosswalk	Mirror project workbooks/code and build corpus-handle to represented-source crosswalk.	Promote only after crosswalk identifies a represented source with independent identifier or stable URL.	no_public_candidate_logged		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=2017 preregistered key-question effect (schaefer_2019_preg_73) | source_directness=candidate_child_numeric_row | effect_or_stat=0.556776436283002 | N_text=37.0 | plotted_D=1.3405601251996722 | plotted_N=37.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx; recovered_raw_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx; recovered_raw_file_sha256=3d8068ab385e8e454aeba870adb4415adc9d306fda33b188a22f1b522e5acdd6
tailq_02_sr_22f96d70c38a	sr_22f96d70c38a	work_title_linden_2015_2	paper	2	target_identity_known	corpus_assertion_only	false	false			linden_2015_2	linden_2015_2	linden_2015_2	0.33	1776.0	needs_identity_crosswalk	identity_blocked	corpus_specific_anonymized_id	2	true	false	false						osf_project_inventory; workbook_search; code_search; appendix_or_author_crosswalk	Mirror project workbooks/code and build corpus-handle to represented-source crosswalk.	Promote only after crosswalk identifies a represented source with independent identifier or stable URL.	no_public_candidate_logged		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=linden_2015_2 | source_directness=candidate_child_numeric_row | effect_or_stat=0.33 | N_text=1776.0 | plotted_D=0.33 | plotted_N=1776.0 | transform=reported_author_converted_d; N: reported_sample_size | source_file=data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav; recovered_raw_file=data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav; recovered_raw_file_sha256=8db0347809e96b5f079e559258b283c40bda79311614e23724077d611aec8e05
tailq_02_sr_b2348504f69b	sr_b2348504f69b	work_title_linden_2018_1	paper	2	target_identity_known	corpus_assertion_only	false	false			linden_2018_1	linden_2018_1	linden_2018_1	0.42	350.0	needs_identity_crosswalk	identity_blocked	corpus_specific_anonymized_id	2	true	false	false						osf_project_inventory; workbook_search; code_search; appendix_or_author_crosswalk	Mirror project workbooks/code and build corpus-handle to represented-source crosswalk.	Promote only after crosswalk identifies a represented source with independent identifier or stable URL.	no_public_candidate_logged		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=linden_2018_1 | source_directness=candidate_child_numeric_row | effect_or_stat=0.42 | N_text=350.0 | plotted_D=0.42 | plotted_N=350.0 | transform=reported_author_converted_d; N: reported_sample_size | source_file=data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav; recovered_raw_file=data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav; recovered_raw_file_sha256=8db0347809e96b5f079e559258b283c40bda79311614e23724077d611aec8e05
tailq_02_sr_e89d75ebfd8e	sr_e89d75ebfd8e	work_title_schaefer_2019_np_cli_064	paper	2	target_identity_known	corpus_assertion_only	false	false			schaefer_2019_np_CLI.064	schaefer_2019_np_CLI.064	schaefer_2019_np_CLI.064	0.7381920727235448	73.0	needs_identity_crosswalk	identity_blocked	corpus_specific_anonymized_id	2	true	false	false						osf_project_inventory; workbook_search; code_search; appendix_or_author_crosswalk	Mirror project workbooks/code and build corpus-handle to represented-source crosswalk.	Promote only after crosswalk identifies a represented source with independent identifier or stable URL.	crossref_fulltext_link:http_403_blocked		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=schaefer_2019_np_CLI.064 | source_directness=candidate_child_numeric_row | effect_or_stat=0.346262846958309 | N_text=73.0 | plotted_D=0.7381920727235448 | plotted_N=73.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx; recovered_raw_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx; recovered_raw_file_sha256=62dfc5e065a94a3dbfdbdd1c97a97c92c54021438c6e34f22f61be4c61771c9e
tailq_03_sr_32e8f46f1c24	sr_32e8f46f1c24	work_title_china_aid_attitudes_survey_experiment_paper_median_of_3_preregiste	paper	4	target_located	corpus_assertion_only	false	false			China-aid attitudes survey experiment - paper median of 3 preregistered result rows	China-aid attitudes survey experiment - paper median of 3 preregistered result rows	China-aid attitudes survey experiment - paper median of 3 preregistered result rows	0.1710250123357491	1070.0	needs_better_identifier	identity_blocked	bibliographic_identifier_repair	3	true	false	false						crossref_title_query; openalex_title_query; datacite_query; registry_specific_lookup	Repair bibliographic identity from title/author/year/journal fields.	Promote only after DOI, PMID, PMCID, registry ID, stable URL, or unambiguous independent work ID is found.	osf_file_download:identity_or_plausibility_failed		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=China-aid attitudes survey experiment - paper median of 3 preregistered result rows | source_directness=political_science_component_rows | effect_or_stat=0.1976929419105431 | N_text=1070.0 | plotted_D=0.1710250123357491 | plotted_N=1070.0 | transform=political-science strict rescue component row(s); possible paper median if multiple | source_file=data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip; recovered_raw_file=data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip; recovered_raw_file_sha256=d7841f69f45e03086cc1cbe23e0238389b4f5447294be157a3f3e657f9070a88
tailq_03_sr_56a9f30f8d92	sr_56a9f30f8d92	work_title_pp_51_3_577	paper	4	target_located	corpus_assertion_only	false	false			PP-51-3-577	PP-51-3-577	PP-51-3-577	0.6188435644033492	1350.0	needs_better_identifier	identity_blocked	bibliographic_identifier_repair	3	true	false	false	PP	51	3	577		crossref_title_query; openalex_title_query; datacite_query; registry_specific_lookup	Repair bibliographic identity from title/author/year/journal fields.	Promote only after DOI, PMID, PMCID, registry ID, stable URL, or unambiguous independent work ID is found.	crossref_fulltext_link:unknown_or_non_article_bytes		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=PP-51-3-577 | source_directness=candidate_child_numeric_row | effect_or_stat=0.6991666649389917 | N_text=1350.0 | p_or_z=12.58231070186858 | plotted_D=0.6188435644033492 | plotted_N=1350.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx; recovered_raw_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx; recovered_raw_file_sha256=6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b
tailq_03_sr_62cc168cbf4c	sr_62cc168cbf4c	work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	paper	4	target_located	corpus_assertion_only	false	false			Rim, S., Min, K. E., Uleman, J. S., Chartrand, T. L., & Carlston, D. E. (2013). Seeing others through rose-colored glasses: An affiliation goal and positivity bias in implicit trait impressions. Journal of Experimental Social Psychology, 49(6), 1204-1209.	Rim, S., Min, K. E., Uleman, J. S., Chartrand, T. L., & Carlston, D. E. (2013). Seeing others through rose-colored glasses: An affiliation goal and positivity bias in implicit trait impressions. Journal of Experimental Social Psychology, 49(6), 1204-1209.	Rim, S., Min, K. E., Uleman, J. S., Chartrand, T. L., & Carlston, D. E. (2013). Seeing others through rose-colored glasses: An affiliation goal and positivity bias in implicit trait impressions. Journal of Experimental Social Psychology, 49(6), 1204-1209.	0.5077976691627721	108.5	needs_better_identifier	identity_blocked	bibliographic_identifier_repair	3	true	false	false						crossref_title_query; openalex_title_query; datacite_query; registry_specific_lookup	Repair bibliographic identity from title/author/year/journal fields.	Promote only after DOI, PMID, PMCID, registry ID, stable URL, or unambiguous independent work ID is found.	crossref_fulltext_link:identity_or_plausibility_failed		2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Rim, S., Min, K. E., Uleman, J. S., Chartrand, T. L., & Carlston, D. E. (2013). Seeing others through rose-colored glasses: An affiliation goal and positivity bias in implicit trait impressions. Journal of Experimental Social Psychology, 49(6), 1204-1209. | source_directness=candidate_child_numeric_row | effect_or_stat=0.083 | N_text=112.0 | p_or_z=2.6120541412292777 | plotted_D=0.5077976691627721 | plotted_N=108.5 | transform=eta_squared_to_r_to_d; N: reported_sample_size | source_file=data/raw/corpus_candidates/motyl_2017/ScienceStatus_C.csv; recovered_raw_file=data/raw/corpus_candidates/motyl_2017/ScienceStatus_C.csv; recovered_raw_file_sha256=c3e0e57e2910bc82f9d05740f52f53857a2ebc34353320d73ec5b74ba3613769
tailq_04_sr_ea908acbfb0c	sr_ea908acbfb0c	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	other	4	target_located	corpus_assertion_only	false	false	10.1093/sf/sou088		Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010	Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010	Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010	0.0128169995830771	102591.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked; openaire_instance_url:login_or_paywall_html; openalex_location_url:captcha_or_bot_block	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010 | source_directness=candidate_child_numeric_row | effect_or_stat=0.012816999583077126 | N_text=102591.0 | p_or_z=-2.0526315789473686 | plotted_D=0.0128169995830771 | plotted_N=102591.0 | transform=score_free_text_coef_over_se_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file_sha256=a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a
tailq_04_sr_8e53fec0db78	sr_8e53fec0db78	work_title_third_party_governance_and_performance_measurement_a_case_study_of	other	4	target_located	corpus_assertion_only	false	false	10.1093/jopart/mut017		Third-Party Governance And Performance Measurement: A Case Study Of Publicly Funded Private School Vouchers	Third-Party Governance And Performance Measurement: A Case Study Of Publicly Funded Private School Vouchers	Third-Party Governance And Performance Measurement: A Case Study Of Publicly Funded Private School Vouchers	0.1461206215601362	1243.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked; openalex_location_url:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Third-Party Governance And Performance Measurement: A Case Study Of Publicly Funded Private School Vouchers | source_directness=candidate_child_numeric_row | effect_or_stat=0.14612062156013628 | N_text=1243.0 | p_or_z=2.575829303548901 | plotted_D=0.1461206215601362 | plotted_N=1243.0 | transform=score_free_text_p_value_threshold_lower_bound_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file_sha256=a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a
tailq_04_sr_0372d6c4f192	sr_0372d6c4f192	work_title_wage_stagnation_and_buyer_power_how_buyer_supplier_relations_affec	other	4	target_located	corpus_assertion_only	false	false	10.1177/0003122418762441		Wage Stagnation And Buyer Power: How Buyer-Supplier Relations Affect U.s. Workers’ Wages, 1978 To 2014	Wage Stagnation And Buyer Power: How Buyer-Supplier Relations Affect U.s. Workers’ Wages, 1978 To 2014	Wage Stagnation And Buyer Power: How Buyer-Supplier Relations Affect U.s. Workers’ Wages, 1978 To 2014	0.0359969916743802	33424.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked; core_fulltext_url:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Wage Stagnation And Buyer Power: How Buyer-Supplier Relations Affect U.s. Workers’ Wages, 1978 To 2014 | source_directness=candidate_child_numeric_row | effect_or_stat=0.035996991674380245 | N_text=33424.0 | p_or_z=3.2905267314918945 | plotted_D=0.0359969916743802 | plotted_N=33424.0 | transform=score_free_text_p_value_threshold_lower_bound_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file_sha256=a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a
tailq_04_sr_a6f46bca45c2	sr_a6f46bca45c2	work_title_conflict_and_housework_does_country_context_matter	paper	4	target_located	corpus_assertion_only	false	false	10.1093/esr/jcp038		Conflict And Housework: Does Country Context Matter?	Conflict And Housework: Does Country Context Matter?	Conflict And Housework: Does Country Context Matter?	0.0684376345114638	9247.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked; openalex_location_url:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Conflict And Housework: Does Country Context Matter? | source_directness=candidate_child_numeric_row | effect_or_stat=0.06843763451146381 | N_text=9247.0 | p_or_z=3.2905267314918945 | plotted_D=0.0684376345114638 | plotted_N=9247.0 | transform=score_free_text_p_value_threshold_lower_bound_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file_sha256=a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a
tailq_04_sr_a9a7d2fcc0d6	sr_a9a7d2fcc0d6	work_title_explaining_explanations_how_legislators_explain_their_policy_posit	paper	4	target_located	corpus_assertion_only	false	false	10.1111/ajps.12164		Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React	Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React	Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React	0.4842534966876879	56.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:unknown_or_non_article_bytes; core_fulltext_url:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React | source_directness=candidate_child_numeric_row | effect_or_stat=0.4842534966876879 | N_text=56.0 | p_or_z=1.8119106729525978 | plotted_D=0.4842534966876879 | plotted_N=56.0 | transform=p_value_to_2absz_sqrtN; N: score_orig_sample_size_value | source_file=data/raw/corpus_candidates/score/orig_outcomes.csv; recovered_raw_file=data/raw/corpus_candidates/score/orig_outcomes.csv; recovered_raw_file_sha256=325b445d0a253342eb3d2d318aa4233bcca23c16866b5c1cc2733bab8f26478f
tailq_04_sr_a852da233b7d	sr_a852da233b7d	work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	paper	4	target_located	corpus_assertion_only	false	false			Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows	Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows	Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows	0.114788685644994	240.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows | source_directness=plot_row_only | N_text=240.0 | plotted_D=0.114788685644994 | plotted_N=240.0 | transform=D/N were imported from the curated political-science rescue layer; component/native extraction details need to be represented in source_result fields rather than only in source_file notes. | source_file=data/raw/corpus_candidates/political_science_unlock/dataverse/9PWQZT/99_ps_master.tab; recovered_raw_file=; recovered_raw_file_sha256=
tailq_04_sr_505408ec5cfe	sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	paper	4	target_located	corpus_assertion_only	false	false			Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	0.3241763593892431	725.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked; core_fulltext_url:request_error	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524. | source_directness=replication_pair_source_row | effect_or_stat=0.3241763593892431 | N_text=725.0 | plotted_D=0.3241763593892431 | plotted_N=725.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/raw/replication_projects/loopr/Replication coding and results.xlsx; recovered_raw_file=data/raw/replication_projects/loopr/Replication coding and results.xlsx; recovered_raw_file_sha256=f856cddcfb022b260e79b054beac19bfdd867a1f4eb634b50fbdd6ef8c0abe7f
tailq_04_sr_b7cb57c5cb78	sr_b7cb57c5cb78	work_title_investigating_technology_enhanced_teacher_professional_development	paper	4	target_located	corpus_assertion_only	false	false	10.3102/0013189x16644602		Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools	Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools	Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools	0.5034534204220421	2321.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked; core_fulltext_url:http_403_blocked; core_fulltext_url:identity_or_plausibility_failed; core_fulltext_url:captcha_or_bot_block	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools | source_directness=candidate_child_numeric_row | effect_or_stat=0.5034534204220421 | N_text=2321.0 | p_or_z=8.0 | plotted_D=0.5034534204220421 | plotted_N=2321.0 | transform=score_free_text_2_abs_t_over_sqrt_df; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file=data/raw/corpus_candidates/score/extracted_claims.csv; recovered_raw_file_sha256=a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a
tailq_04_sr_df148fcf0ce2	sr_df148fcf0ce2	work_title_phase_3_psoriatic_arthritis_trial_brodalumab_140_mg_csdmard_versus	paper	4	target_located	corpus_assertion_only	false	false			Phase 3 psoriatic_arthritis trial: Brodalumab 140 mg + csDMARD versus Brodalumab Placebo + csDMARD	Phase 3 psoriatic_arthritis trial: Brodalumab 140 mg + csDMARD versus Brodalumab Placebo + csDMARD	Phase 3 psoriatic_arthritis trial: Brodalumab 140 mg + csDMARD versus Brodalumab Placebo + csDMARD	0.3558154498042149	287.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=Phase 3 psoriatic_arthritis trial: Brodalumab 140 mg + csDMARD versus Brodalumab Placebo + csDMARD | source_directness=replication_pair_source_row | effect_or_stat=0.3558154498042149 | N_text=287.0 | plotted_D=0.3558154498042149 | plotted_N=287.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/derived/replication_pairs/harvest/staged/kerschbaumer_2020_rheumatology_phase2_phase3__stage.csv; recovered_raw_file=data/derived/replication_pairs/harvest/staged/kerschbaumer_2020_rheumatology_phase2_phase3__stage.csv; recovered_raw_file_sha256=41a096d5caeb7b8416dc2c101c0eefb355ad7bfa6cadc50bdf0660a0665bc143
tailq_04_sr_459c73f90a3d	sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	paper	4	target_located	corpus_assertion_only	false	false	10.1111/j.1540-5907.2012.00627.x		The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	1.131370849898476	50.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:unknown_or_non_article_bytes; core_fulltext_url:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy | source_directness=candidate_child_numeric_row | effect_or_stat=-0.00800000037997961 | se=0.0020000000949949026 | N_text=50.0 | p_or_z=4.0 | plotted_D=1.131370849898476 | plotted_N=50.0 | transform=esarey_wu_2016_abs_beta_over_se_to_2absz_sqrtN; N: esarey_wu_2016_sample_size | source_file=data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta; recovered_raw_file=data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta; recovered_raw_file_sha256=
tailq_04_sr_ee72592661db	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	paper	4	target_located	corpus_assertion_only	false	false	10.1037/0003-066x.54.6.408		The origins of sex differences in human behavior: Evolved dispositions versus social roles.	The origins of sex differences in human behavior: Evolved dispositions versus social roles.	The origins of sex differences in human behavior: Evolved dispositions versus social roles.	0.8586097678496336	34.0	needs_manual_capture	acquisition_blocked	grounded_source_manual_capture_needed	4	false	true	true						manual_browser_oa; manual_browser_institutional; library_link_resolver; zotero_storage_reingest	Use lawful browser/Zotero/library route; hash, copy, identity-gate, and rights-note accepted files.	Accept as level 5 only after local value-bearing bytes pass identity gate; otherwise record access barrier.	crossref_fulltext_link:http_403_blocked	manual_browser_oa_or_institutional	2026-05-01T18:12:19.315598+00:00	open	human_check_text=label=The origins of sex differences in human behavior: Evolved dispositions versus social roles. | source_directness=candidate_child_numeric_row | effect_or_stat=0.6823718723726445 | N_text=33.0 | p_or_z=1.9599639845400545 | plotted_D=0.8586097678496336 | plotted_N=34.0 | transform=fred_p_value_threshold_lower_bound_to_2absz_sqrtN; N: fred_original_n | source_file=data/raw/corpus_candidates/fred/FReD.xlsx; recovered_raw_file=data/raw/corpus_candidates/fred/FReD.xlsx; recovered_raw_file_sha256=59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b
