source_result_id	represented_source_id	previous_evidence_level	previous_evidence_level_name	source_citation_key	represented_title	doi	route	attempt_kind	candidate_url	http_status	final_url	content_type	byte_count	pdf_valid	local_path	sha256	failure_reason	route_note
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037//0021-9010.79.5.691	crossref_tdm_pdf_metadata	metadata	doi:10.1037//0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037//0021-9010.79.5.691	unpaywall_pdf_metadata	metadata	doi:10.1037//0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037//0021-9010.79.5.691	openalex_pdf_metadata	metadata	doi:10.1037//0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037//0021-9010.79.5.691	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1037//0021-9010.79.5.691					false			http_404:	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037//0021-9010.79.5.691	europepmc_pdf_metadata	metadata	doi:10.1037//0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037//0021-9010.79.5.691	doi_accept_pdf	pdf_candidate	https://doi.org/10.1037//0021-9010.79.5.691	403	https://doi.apa.org/doi/10.1037/0021-9010.79.5.691	text/html	963	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	crossref_tdm_pdf_metadata	metadata	doi:10.1037/0021-9010.79.5.691					false			ok	1 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	crossref_tdm_pdf	pdf_candidate	http://psycnet.apa.org/journals/apl/79/5/691.pdf	403	http://psycnet.apa.org/journals/apl/79/5/691.pdf	text/html	963	false			http_403_blocked	
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	unpaywall_pdf_metadata	metadata	doi:10.1037/0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	openalex_pdf_metadata	metadata	doi:10.1037/0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1037/0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	europepmc_pdf_metadata	metadata	doi:10.1037/0021-9010.79.5.691					false			ok	0 pdf candidates
sr_362d2e514afe	work_title_jap_79_5_691	4	target_source_independently_grounded	bosco2020metabus	JAP-79-5-691	10.1037/0021-9010.79.5.691	doi_accept_pdf	pdf_candidate	https://doi.org/10.1037/0021-9010.79.5.691	403	https://doi.apa.org/doi/10.1037/0021-9010.79.5.691	text/html	960	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	crossref_tdm_pdf_metadata	metadata	doi:10.1111/j.1744-6570.1992.tb00969.x					false			ok	1 pdf candidates
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	crossref_tdm_pdf	pdf_candidate	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1744-6570.1992.tb00969.x	400	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1744-6570.1992.tb00969.x	text/plain	0	false			http_not_ok	
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	unpaywall_pdf_metadata	metadata	doi:10.1111/j.1744-6570.1992.tb00969.x					false			ok	0 pdf candidates
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	openalex_pdf_metadata	metadata	doi:10.1111/j.1744-6570.1992.tb00969.x					false			ok	0 pdf candidates
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1111/j.1744-6570.1992.tb00969.x					false			ok	0 pdf candidates
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	europepmc_pdf_metadata	metadata	doi:10.1111/j.1744-6570.1992.tb00969.x					false			ok	0 pdf candidates
sr_3a4c25fbf576	work_plot2_metabus_open_bosco_pp_45_4_807_4702	4	target_source_independently_grounded	bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	10.1111/j.1744-6570.1992.tb00969.x	doi_accept_pdf	pdf_candidate	https://doi.org/10.1111/j.1744-6570.1992.tb00969.x	403	https://onlinelibrary.wiley.com/doi/10.1111/j.1744-6570.1992.tb00969.x	text/html; charset=UTF-8	5762	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	crossref_tdm_pdf_metadata	metadata	doi:10.1111/1467-6494.00102					false			ok	1 pdf candidates
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	crossref_tdm_pdf	pdf_candidate	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1467-6494.00102	400	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1467-6494.00102	text/plain	0	false			http_not_ok	
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	unpaywall_pdf_metadata	metadata	doi:10.1111/1467-6494.00102					false			ok	1 pdf candidates
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	unpaywall_pdf	pdf_candidate	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102	403	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102	text/html; charset=UTF-8	5759	false			http_403_blocked	
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	openalex_pdf_metadata	metadata	doi:10.1111/1467-6494.00102					false			ok	1 pdf candidates
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	openalex_pdf	pdf_candidate	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102	403	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102	text/html; charset=UTF-8	5759	false			http_403_blocked	
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1111/1467-6494.00102					false			ok	1 pdf candidates
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	semantic_scholar_openaccess_pdf	pdf_candidate	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102	403	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102	text/html; charset=UTF-8	5759	false			http_403_blocked	
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	europepmc_pdf_metadata	metadata	doi:10.1111/1467-6494.00102					false			ok	0 pdf candidates
sr_3cef793ec7a4	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	4	target_source_independently_grounded	soto2019loopr	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.	10.1111/1467-6494.00102	doi_accept_pdf	pdf_candidate	https://doi.org/10.1111/1467-6494.00102	403	https://onlinelibrary.wiley.com/doi/10.1111/1467-6494.00102	text/html; charset=UTF-8	5708	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	crossref_tdm_pdf_metadata	metadata	doi:10.1037/0278-7393.34.1.230					false			ok	1 pdf candidates
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	crossref_tdm_pdf	pdf_candidate	http://psycnet.apa.org/journals/xlm/34/1/230.pdf	403	http://psycnet.apa.org/journals/xlm/34/1/230.pdf	text/html	851	false			http_403_blocked	
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	unpaywall_pdf_metadata	metadata	doi:10.1037/0278-7393.34.1.230					false			ok	0 pdf candidates
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	openalex_pdf_metadata	metadata	doi:10.1037/0278-7393.34.1.230					false			ok	0 pdf candidates
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1037/0278-7393.34.1.230					false			ok	0 pdf candidates
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	europepmc_pdf_metadata	metadata	doi:10.1037/0278-7393.34.1.230					false			ok	0 pdf candidates
sr_4018aa63d523	work_title_https_osf_io_8j9cg	4	target_source_independently_grounded	collaboration2015	https://osf.io/8j9cg/	10.1037/0278-7393.34.1.230	doi_accept_pdf	pdf_candidate	https://doi.org/10.1037/0278-7393.34.1.230	403	https://doi.apa.org/doi/10.1037/0278-7393.34.1.230	text/html	965	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	crossref_tdm_pdf_metadata	metadata	doi:10.1111/j.1540-5907.2012.00627.x					false			ok	1 pdf candidates
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	crossref_tdm_pdf	pdf_candidate	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1540-5907.2012.00627.x	400	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1540-5907.2012.00627.x	text/plain	0	false			http_not_ok	
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	unpaywall_pdf_metadata	metadata	doi:10.1111/j.1540-5907.2012.00627.x					false			ok	0 pdf candidates
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	openalex_pdf_metadata	metadata	doi:10.1111/j.1540-5907.2012.00627.x					false			ok	0 pdf candidates
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1111/j.1540-5907.2012.00627.x					false			ok	0 pdf candidates
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	europepmc_pdf_metadata	metadata	doi:10.1111/j.1540-5907.2012.00627.x					false			ok	0 pdf candidates
sr_459c73f90a3d	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	4	target_source_independently_grounded	esareyWu2016	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	10.1111/j.1540-5907.2012.00627.x	doi_accept_pdf	pdf_candidate	https://doi.org/10.1111/j.1540-5907.2012.00627.x	403	https://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2012.00627.x	text/html; charset=UTF-8	5756	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037//0021-9010.83.4.531	crossref_tdm_pdf_metadata	metadata	doi:10.1037//0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037//0021-9010.83.4.531	unpaywall_pdf_metadata	metadata	doi:10.1037//0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037//0021-9010.83.4.531	openalex_pdf_metadata	metadata	doi:10.1037//0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037//0021-9010.83.4.531	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1037//0021-9010.83.4.531					false			http_404:	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037//0021-9010.83.4.531	europepmc_pdf_metadata	metadata	doi:10.1037//0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037//0021-9010.83.4.531	doi_accept_pdf	pdf_candidate	https://doi.org/10.1037//0021-9010.83.4.531	403	https://doi.apa.org/doi/10.1037/0021-9010.83.4.531	text/html	856	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	crossref_tdm_pdf_metadata	metadata	doi:10.1037/0021-9010.83.4.531					false			ok	1 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	crossref_tdm_pdf	pdf_candidate	https://psycnet.apa.org/journals/apl/83/4/531.pdf	403	https://psycnet.apa.org/journals/apl/83/4/531.pdf	text/html	850	false			http_403_blocked	
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	unpaywall_pdf_metadata	metadata	doi:10.1037/0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	openalex_pdf_metadata	metadata	doi:10.1037/0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1037/0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	europepmc_pdf_metadata	metadata	doi:10.1037/0021-9010.83.4.531					false			ok	0 pdf candidates
sr_46fcf0099591	work_title_jap_83_4_531	4	target_source_independently_grounded	bosco2020metabus	JAP-83-4-531	10.1037/0021-9010.83.4.531	doi_accept_pdf	pdf_candidate	https://doi.org/10.1037/0021-9010.83.4.531	403	https://doi.apa.org/doi/10.1037/0021-9010.83.4.531	text/html	856	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	crossref_tdm_pdf_metadata	metadata	doi:10.1093/rfs/hhy022					false			ok	1 pdf candidates
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	crossref_tdm_pdf	pdf_candidate	http://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	403	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	text/html; charset=UTF-8	5755	false			http_403_blocked	
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	unpaywall_pdf_metadata	metadata	doi:10.1093/rfs/hhy022					false			ok	1 pdf candidates
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	unpaywall_pdf	pdf_candidate	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	403	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	text/html; charset=UTF-8	5755	false			http_403_blocked	
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	openalex_pdf_metadata	metadata	doi:10.1093/rfs/hhy022					false			ok	1 pdf candidates
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	openalex_pdf	pdf_candidate	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	403	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	text/html; charset=UTF-8	5755	false			http_403_blocked	
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1093/rfs/hhy022					false			ok	1 pdf candidates
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	semantic_scholar_openaccess_pdf	pdf_candidate	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	403	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	text/html; charset=UTF-8	5755	false			http_403_blocked	
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	europepmc_pdf_metadata	metadata	doi:10.1093/rfs/hhy022					false			ok	0 pdf candidates
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	4	target_source_independently_grounded	tyner2026	Notes On Bonds: Illiquidity Feedback During The Financial Crisis	10.1093/rfs/hhy022	doi_accept_pdf	pdf_candidate	https://doi.org/10.1093/rfs/hhy022	403	https://academic.oup.com/rfs/article/31/8/2983/4922697	text/html; charset=UTF-8	5685	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	crossref_tdm_pdf_metadata	metadata	doi:10.1037/0022-0167.40.4.518					false			ok	1 pdf candidates
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	crossref_tdm_pdf	pdf_candidate	http://psycnet.apa.org/journals/cou/40/4/518.pdf	403	http://psycnet.apa.org/journals/cou/40/4/518.pdf	text/html	854	false			http_403_blocked	
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	unpaywall_pdf_metadata	metadata	doi:10.1037/0022-0167.40.4.518					false			ok	0 pdf candidates
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	openalex_pdf_metadata	metadata	doi:10.1037/0022-0167.40.4.518					false			ok	0 pdf candidates
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	semantic_scholar_openaccess_pdf_metadata	metadata	doi:10.1037/0022-0167.40.4.518					false			ok	0 pdf candidates
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	europepmc_pdf_metadata	metadata	doi:10.1037/0022-0167.40.4.518					false			ok	0 pdf candidates
sr_505408ec5cfe	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	4	target_source_independently_grounded	soto2019loopr	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	10.1037/0022-0167.40.4.518	doi_accept_pdf	pdf_candidate	https://doi.org/10.1037/0022-0167.40.4.518	403	https://doi.apa.org/doi/10.1037/0022-0167.40.4.518	text/html	853	false			http_403_blocked	DOI resolver requested with Accept: application/pdf
