paper_id,claim_id,orig_analysis_type,orig_total_model_params,orig_sample_size_50_for_100,orig_sample_size_90_for_75,orig_sample_size_90_for_50,is_covid,orig_stat_type_for_repli,orig_pearsons_r_defined,orig_pearsons_r_value,orig_pearsons_r_ci_lb,orig_pearsons_r_ci_ub,orig_effect_size_type_repli,orig_effect_size_value_repli,orig_effect_size_ci_lb,orig_effect_size_ci_ub,orig_power_threshold_small,orig_power_threshold_medium,orig_power_for_50_effect,orig_power_for_75_effect,original_effective_df1_reference,original_effective_sample_size,orig_sample_size_value,orig_sample_size_units,orig_stat_type,orig_stat_dof_1,orig_stat_dof_2,orig_stat_value,orig_stat_interaction,orig_effect_size_text,orig_effect_size_type_repro,orig_effect_size_value_repro,orig_coef_type,orig_coef_value,orig_coef_se,orig_p_value_type,orig_p_value,orig_p_value_tails,bushel_complex,orig_conv_r,orig_conv_r_lb,orig_conv_r_ub
0DO8,0DO8_single-trace,generalized estimating equation (GEE) with a log-linear link function,NA,41,201,454,TRUE,ser,no,NA,NA,NA,ser_method,25.4,5.54999435521432,45.2500056447857,NA,NA,0.240754180415736,0.46858096427702,NA,624,78,countries,z,NA,NA,2.18,NA,NA,NA,NA,NA,25.4,10.12774,exact,0.029,NA,NA,0.08693940541680403,0.008808148528264413,0.1635009811104435
0P4r,0P4r_1rz255,Other regression,13,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,civil wars,NA,NA,NA,NA,main effect,"Table 3, M2, Conventional: 0.86, Standard error = 0.37, p < .05",ser_method,0.86,NA,0.86,0.37,less-than,0.05,NA,TRUE,NA,NA,NA
0P4r,0P4r_3n6yo5,Other regression,14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,civil wars,NA,NA,NA,NA,main effect,"Table 1, M3, Irregular: 0.93, Standard error = 0.32, p < .01",ser_method,0.93,NA,0.93,0.32,less-than,0.01,NA,TRUE,NA,NA,NA
0P4r,0P4r_6rpyov,Other regression,11,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,civil wars,NA,NA,NA,NA,main effect,"Table 1, M2, Irregular: 0.85, Standard error = 0.33, p < .05",ser_method,0.85,NA,0.85,0.33,less-than,0.05,NA,TRUE,NA,NA,NA
0P4r,0P4r_855y48,Other regression,4,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979,civil wars,NA,NA,NA,NA,main effect,"Table 4, M1, Conventional: -0.48, Standard error = 0.20, p < .05",ser_method,-0.48,NA,-0.48,0.2,less-than,0.05,NA,TRUE,NA,NA,NA
0P4r,0P4r_djjn3z,Other regression,14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,civil wars,NA,NA,NA,NA,main effect,"Table 5, Incumbent won, Conventional (end year): -1.12, Standard error = 0.49, p < .05",ser_method,-1.12,NA,-1.12,0.49,less-than,0.05,NA,FALSE,NA,NA,NA
0P4r,0P4r_j6dqvn,Other regression,17,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,civil wars,NA,NA,NA,NA,main effect,"Table 1, M8, Irregular: 0.75, Standard error = 0.23, p < .01",ser_method,0.75,NA,0.75,0.23,less-than,0.01,NA,NA,NA,NA,NA
0P4r,0P4r_l8rjny,Other regression,4,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206,civil wars,NA,NA,NA,NA,main effect,"Table 1, M1, Irregular: 1.20, Standard error = 0.23, p < .01",ser_method,1.2,NA,1.2,0.23,less-than,0.01,NA,TRUE,NA,NA,NA
0P4r,0P4r_pprl8j,Other regression,4,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,civil wars,NA,NA,NA,NA,main effect,"Table 1, M5, Irregular: 0.85, Standard error = 0.16, p < .01",ser_method,0.85,NA,0.85,0.16,less-than,0.01,NA,NA,NA,NA,NA
0P4r,0P4r_q7r685,Other regression,11,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,civil wars,NA,NA,NA,NA,main effect,"Table 1, M6, Irregular: 0.82, Standard error = 0.20, p < .01",ser_method,0.82,NA,0.82,0.2,less-than,0.01,NA,NA,NA,NA,NA
0P4r,0P4r_rqq4wz,Other regression,11,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,civil wars,NA,NA,NA,NA,main effect,"Table 6, Incumbent won, Conventional: -1.09, Standard error = 0.54, p < .05",ser_method,-1.09,NA,-1.09,0.54,less-than,0.05,NA,TRUE,NA,NA,NA
0P4r,0P4r_v998jj,Other regression,14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,civil wars,NA,NA,NA,NA,main effect,"Table 5, Rebels won, Conventional (end year): 1.40, Standard error = 0.59, p < .05",ser_method,1.4,NA,1.4,0.59,less-than,0.05,NA,FALSE,NA,NA,NA
0P4r,0P4r_w7rjw7,Other regression,19,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,civil wars,NA,NA,NA,NA,main effect,"Table 1, M4, Irregular: 0.87, Standard error = 0.35, p < .05",ser_method,0.87,NA,0.87,0.35,less-than,0.05,NA,TRUE,NA,NA,NA
0P4r,0P4r_x6r1p3,Other regression,12,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,civil wars,NA,NA,NA,NA,main effect,"Table 1, M7, Irregular: 0.80, Standard error = 0.20, p < .01",ser_method,0.8,NA,0.8,0.2,less-than,0.01,NA,NA,NA,NA,NA
0PZl,0PZl_single-trace,regression with panel corrected SE,7,9,11,17,FALSE,ser,no,NA,NA,NA,ser_method,0.84,0.742001800772997,0.937998199227003,NA,NA,0.999999999940277,1,NA,NA,85,elections,t,78,NA,16.8,NA,NA,NA,NA,regression_coefficient_with_panel_corrected_se,0.84,0.05,NA,NA,NA,NA,0.8851427464232176,0.8367965946164074,0.9152286026507523
0a3Z,0a3Z_g3711w,Single equation regression,6,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632,adolescents,NA,NA,NA,NA,main effect,"Table 5, I NOA, sigma^2_t−1, Coefficient (SE) = .0023 (.001), p Value = .004",ser_method,0.0023,NA,0.0023,0.001,exact,0.004,NA,TRUE,NA,NA,NA
0a3Z,0a3Z_gpk99l,Single equation regression,9,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632,adolescents,NA,NA,NA,NA,NA,"Table 5, II NOA, sigma^2_t−1, Coefficient (SE) = .0023 (.001), p Value = .003",ser_method,0.0023,NA,0.0023,0.001,exact,0.003,NA,TRUE,NA,NA,NA
0a3Z,0a3Z_gw2pp2,Single equation regression,6,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632,adolescents,NA,NA,NA,NA,interaction,"Table 5, I NOA, sigma^2_t−1 x iota[p_t−1 > .70], Coefficient (SE) = -.0004 (.001), p Value = .722",ser_method,-4e-4,NA,-4e-4,0.001,exact,0.722,NA,TRUE,NA,NA,NA
0a3Z,0a3Z_mqy444,Single equation regression,9,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632,adolescents,NA,NA,NA,NA,interaction,"Table 5, II NOA, sigma^2_t−1 x iota[p_t−1 > .70], Coefficient (SE) = -.0003 (.001), p Value = .781",ser_method,-3e-4,NA,-3e-4,0.001,exact,0.781,NA,TRUE,NA,NA,NA
0a3Z,0a3Z_single-trace,Single equation regression analysis (e.g. ordinary least squares (OLS) regression),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632,crimes,NA,NA,NA,NA,NA,NA,NA,NA,unstandardized_coefficient,0.0023,0.001,exact,0.003,two-tailed,NA,NA,NA,NA
0qar,0qar_blj3kw,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,participants,NA,NA,NA,NA,interaction,"Table 2, Coefficient = Trial type × reward × stroop RT cost, Estimate (SE) = -0.0373 (0.014), p-value = 0.008*",ser_method,-0.0373,NA,-0.0373,0.014,exact,0.008,NA,FALSE,NA,NA,NA
0qar,0qar_g3y87k,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,participants,NA,NA,NA,NA,interaction,"beta = -0.033, SE = 0.013, p = .012",ser_method,-0.033,NA,-0.033,0.013,exact,0.012,NA,FALSE,NA,NA,NA
0qar,0qar_gwjq2v,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,participants,NA,NA,NA,NA,interaction,"beta = 0.035, SE = 0.013, p = .007",ser_method,0.035,NA,0.035,0.013,exact,0.007,NA,FALSE,NA,NA,NA
0qar,0qar_m6y8d5,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,participants,NA,NA,NA,NA,interaction,"Table 3, Coefficient = Trial type × reward × NFC, Estimate (SE) = 0.0382 (0.0145), p-value = 0.008*",ser_method,0.0382,NA,0.0382,0.0145,exact,0.008,NA,FALSE,NA,NA,NA
0qar,0qar_single-trace,Multilevel regression,9,NA,122,274,FALSE,ser_t,no,NA,NA,NA,ser_method_t,0.0382,0.00873245461489308,0.0676675453851069,NA,NA,0.248919491950666,0.484090076518784,42,NA,43,participants,t,NA,NA,2.634483,interaction,"Table 3, Trial type × reward × NFC, estimate = 0.0382, se= 0.0145, p = 0.008*",ser_method,0.0382,NA,0.0382,0.0145,exact,0.008,NA,NA,0.3765834210664657,0.08931219551783305,0.5837035347782775
0wWk,0wWk_single-trace,Logistic regression,23,1126,5474,12324,FALSE,ser,no,NA,NA,NA,ser_method,-0.444,-0.475947412948003,-0.412052587051997,NA,NA,1,1,NA,NA,217504,observations,z,NA,NA,-27.23926,main effect,"Table 2, Leaving Agency, Job satisfaction Coef. = -0.444, SE = 0.0163",odds_ratio,0.6414654,unstandardized,-0.444,0.0163,exact,2.227619999999999e-163,two-tailed,NA,-0.12148841647535492,-0.13008706386479213,-0.11286233127175786
1574,1574_single-trace,Other non-parametric test,NA,NA,69,154,FALSE,cramer_v,yes,0.573546348617737,0.410563264180032,0.725028224833978,cramer_v,0.573546348617737,0.410563264180032,0.725028224833978,0.184873332662962,0.930313628299822,0.906016638428344,0.998958693546278,NA,NA,157,group decisions,chi_squared,NA,NA,51.646,NA,NULL,cramer_v,0.57354499,NA,NA,NA,exact,2.148e-14,two-tailed,NA,0.5735463486177371,0.44458311600975287,0.7025095812257214
1VeW,1VeW_single-trace,Other non-parametric test,NA,NA,15,31,FALSE,signed_rank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,groups,z,NA,NA,3.334512,main effect,NULL,NA,NA,NA,NA,NA,exact,8.544922e-4,two-tailed,NA,0.6574119802572348,0.3291884918523222,0.8129978781710496
1X9W,1X9W_single-trace,biserial correlation,NA,NA,225,507,FALSE,pbs,yes,0.28,0.0321754606439131,0.481117640015893,point-bis_cor,0.28,0.0321754606439131,0.481117640015893,0.11946964801567,0.668911666996292,0.190021940206067,0.373571772150924,NA,NA,62,respondants,t,60,NA,2.25924,NA,r = 0.28,pearson_r,0.28,point_biserial_correlation_coefficient,0.28,0.1239355,exact,0.03,NA,NA,0.2799999674147493,0.032151117416645225,0.48113409434204
2GKO,2GKO_3pnxyo,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.124,0.0318816927266175,0.216118307273383,NA,NA,0.261342097135083,0.507524451048299,NA,NA,189,sector-years,z,NA,NA,2.638297872,interaction,"Table 3, (3), RD*FTI Coefficient = 0.124, Standard error = 0.047, p < 0.05",ser_method,0.124,NA,0.124,0.047,less-than,0.05,NA,FALSE,0.18846878445750337,0.049281576268760466,0.3172014687153259
2GKO,2GKO_jr67qq,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.342,0.146003601545995,0.537996398454005,NA,NA,0.401428892732206,0.727425486947854,NA,NA,189,sector-years,z,NA,NA,3.42,main effect,"Table 3, (5), DTP Coefficient = 0.342, Standard error = 0.100, p < 0.05",ser_method,0.342,NA,0.342,0.1,less-than,0.05,NA,FALSE,0.24141058856304257,0.10560809329564663,0.36442393832310527
2GKO,2GKO_pjp7lx,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.124,0.0338416567111575,0.214158343288842,NA,NA,0.270693439135264,0.524663263417464,NA,NA,189,sector-years,z,NA,NA,2.695652174,interaction,"Table 3, (5), RD*FTI Coefficient = 0.124, Standard error = 0.046, p < 0.05",ser_method,0.124,NA,0.124,0.046,less-than,0.05,NA,TRUE,0.19241579506776718,0.053436982790017316,0.32075313592416377
2GKO,2GKO_single-trace,FE negative binomial regression,9,12,57,127,FALSE,ser,no,NA,NA,NA,ser_method,0.124,0.0318816927266175,0.216118307273383,NA,NA,0.261342097135083,0.507524451048299,NA,NA,189,sector-years,z,NA,NA,2.638298,interaction,NA,odds_ratio,1.132016,negative_binomial_regression_coeff,0.124,0.047,exact,0.008332332,two-tailed,NA,0.18846879327648786,0.049281585545492314,0.3172014766567108
2GKO,2GKO_wl74j8,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.192,0.0489226291285761,0.335077370871424,NA,NA,0.260025705976404,0.505084021402121,NA,NA,189,sector-years,z,NA,NA,2.630136986,interaction,"Table 3, (4), RD*FTI Coefficient = 0.192, Standard error = 0.073, p < 0.05",ser_method,0.192,NA,0.192,0.073,less-than,0.05,NA,FALSE,0.18790642056023246,0.048690094580400044,0.31669501487857404
2GKO,2GKO_x76512,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.272,0.0858034214686949,0.458196578531305,NA,NA,0.298963561670988,0.574348240553304,NA,NA,189,sector-years,z,NA,NA,2.863157895,main effect,"Table 3, (2), DTP Coefficient = 0.272, Standard error = 0.095, p < 0.05",ser_method,0.272,NA,0.272,0.095,less-than,0.05,NA,FALSE,0.2038892863370412,0.0655563654546701,0.3310484770865079
2NAG,2NAG_single-trace,multiple linear regression,NA,5,9,11,TRUE,regress,yes,0.847269631173617,0.772727127195197,0.891405333416121,cohen_f_squared,2.54441290322581,1.43573583719243,3.74773665464332,0.123539539102228,0.503638167444435,0.999992174087862,0.999999999999956,NA,NA,64,days,t,62,NA,12.56,NA,B = 0.83,cohen_f_squared,2.54441290322581,b,0.83,0.07,less-than,0.001,NA,NA,0.8472696311736166,0.7727270929420448,0.8914053346578782
2lb5,2lb5_437d94,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,households,NA,NA,NA,NA,main effect,"Table 4, Panel A, A, column 1: 0.035, standard error = 0.035; column 2: -0.057, standard error = 0.027, Significant at the 5 percent level",ser_method,0.035,NA,0.035,0.035,NA,NA,NA,TRUE,NA,NA,NA
2lb5,2lb5_6rzo5z,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,the first illness episode with at least one malaria-like symptom that the household experienced following the baseline,NA,NA,NA,NA,main effect,"Table 2, column 1, B1: 0.225, standard error = 0.053, Significant at the 1 percent level",ser_method,0.225,NA,0.225,0.053,less-than,0.001,NA,FALSE,NA,NA,NA
2lb5,2lb5_8x1972,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1776,households,NA,NA,NA,NA,main effect,"Table 6, Panel A, column 1, RDT subsidy: 0.025, standard error = 0.026",ser_method,0.025,NA,0.025,0.026,NA,NA,NA,TRUE,NA,NA,NA
2lb5,2lb5_nr51jj,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,households,NA,NA,NA,NA,main effect,"Table 6, Panel A, column 3, RDT subsidy: 0.081, standard error = 0.039, Significant at the 5 percent level",ser_method,0.081,NA,0.081,0.039,less-than,0.05,NA,FALSE,NA,NA,NA
2lb5,2lb5_orvd1z,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,households,NA,NA,NA,NA,interaction,"Table 6, Panel B, column 2, RDT subsidy × 92% ACT subsidy: 0.127, standard error = 0.070, Significant at the 10 percent level",ser_method,0.127,NA,0.127,0.07,less-than,0.1,NA,FALSE,NA,NA,NA
2lb5,2lb5_q7415p,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,patients,NA,NA,NA,NA,NA,"Table 3, column 1, A: 0.187, standard error = 0.081, Significant at the 5 percent level",ser_method,0.187,NA,0.187,0.081,less-than,0.05,NA,FALSE,NA,NA,NA
2lb5,2lb5_single-trace,linear regression with pooled standard errors,3,94,446,1000,FALSE,ser,no,NA,NA,NA,ser_method,0.187,0.112521368587478,0.261478631412522,NA,NA,0.691665334629366,0.958258560845179,NA,NA,575,NA,t,574,NA,4.8821664,NA,NA,NA,NA,coefficient,0.187,0.038,exact,1.362e-6,two-tailed,NA,0.1996740880731746,0.12016180180748605,0.27527946256639846
2lb5,2lb5_yrvox7,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,households,NA,NA,NA,NA,main effect,"Table 4, Panel B, column 2, A: 0.256, standard error = 0.148, Significant at the 10 percent level]",ser_method,0.256,NA,NA,NA,less-than,0.1,NA,FALSE,NA,NA,NA
347d,347d_single-trace,NA,NA,NA,82,119,FALSE,anova,yes,0.401536214943313,0.270876483732035,0.510889766496791,cohen_f_squared,0.192223837209302,0.0782739689646149,0.349135553452656,0.258951506894584,0.906464667645932,0.820041528107358,0.990693617674676,NA,NA,181,participants,t,172,NA,-5.75,NA,NA,cohen_f_squared,0.1922238,unstandardized_coefficient,-0.46,0.08,exact,3.989392e-8,two-tailed,NA,-0.4015362149433134,-0.5108898516827719,-0.27087648238137724
3B4j,3B4j_single-trace,Structural equation model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,teams,NA,NA,NA,NA,main effect,"beta = .34, p < .001",ser_method,0.34,NA,0.34,NA,less-than,0.001,NA,NA,NA,NA,NA
3WmY,3WmY_single-trace,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,participants,NA,NA,NA,NA,main effect,"Table 2, Deliberative quality–level of justification, Absolute opinion change (immigration) = 0.130, standard error = 0.066, p < 0.05",ser_method,0.13,NA,0.13,0.066,less-than,0.05,NA,NA,NA,NA,NA
3aPw,3aPw_single-trace,multivariate hazarn model,NA,26299,127876,287907,FALSE,ser,no,NA,NA,NA,ser_method,0.4446858,0.106321733633373,0.783049866366627,NA,NA,0.251357524643377,0.488844195104119,NA,NA,45434,person-year records,NA,NA,NA,2.57583,NA,NA,NA,NA,NA,0.4446858,0.1726379,exact,0.01,NA,NA,NA,NA,NA
3zRW,3zRW_single-trace,Logistic regression (specifically),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,enclaves,NA,NA,NA,NA,NA,NA,NA,NA,unstandardized_coefficient,-0.341,0.104,less-than,0.1,two-tailed,NA,NA,NA,NA
4N88,4N88_single-trace,ANOVA,NA,NA,606,1359,TRUE,anova,no,NA,NA,NA,cohen_f_squared,0.0624839948783611,0.039178646595689,0.0893023043240032,0.952219263812463,0.999999999999974,0.995792506399395,0.999999805722017,NA,NA,1565,individuals,F,2,1562,48.8,main effect,eta squared = 0.036,cohen_f_squared,0.037344398340249003,NA,NA,NA,less-than,0.001,NA,NA,0.24250639507237792,0.1938149861284246,0.2874029830974243
4XLv,4XLv_single-trace,Logistic regression (specifically),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,bishops,NA,NA,NA,NA,NA,NA,NA,NA,unstandardized_coefficient,0.546,0.237,less-than,0.05,undetermined,NA,NA,NA,NA
4q0L,4q0L_single-trace,NA,9,97,470,1056,FALSE,ser,no,NA,NA,NA,ser_method,0.668,0.31716644676733,1.01883355323267,NA,NA,0.462602969863224,0.799243506002749,NA,NA,350,state-year observations,t,286,NA,3.731844,NA,NA,NA,NA,coefficient,0.668,0.179,exact,2.292735e-4,two-tailed,NA,0.21548445491973323,0.10263889197919882,0.3200136914280531
521q,521q_single-trace,logistic regression,6,NA,802,1411,FALSE,ser,no,NA,NA,NA,ser_method,-0.82,-1.42758883520742,-0.212411164792583,NA,NA,0.262451962458558,0.509576692385433,NA,NA,225,individuals,z,NA,NA,-2.645161,interaction,odds ratio = 0.44,odds_ratio,0.4404317,logit_regression_coefficient,-0.82,0.31,exact,0.008165206,two-tailed,NA,-0.1736644966019465,-0.293488486125009,-0.04563221673989554
59bm,59bm_single-trace,Poisson regression,3,NA,1508,2897,FALSE,ser,no,NA,NA,NA,ser_method,-0.17,-0.372564237766199,0.0325642377661991,NA,NA,0.130357550286461,0.234528729274169,NA,NA,226,participants,z,NA,NA,-1.959964,NA,NA,incidence_rate_ratio,0.8436648,poisson_regression_coefficient,-0.17,0.103351,less-than,0.05,NA,NA,-0.12928076390767376,-0.2523133267897795,-1.0283803395501198e-9
5Awm,5Awm_single-trace,Single equation regression,8,1643,5970,8950,FALSE,ser,no,NA,NA,NA,ser_method,2.68,0.642149006678309,4.71785099332169,NA,NA,0.251632817732006,0.489364478170955,133,NA,2835,elementary students in 134 schools,t,NA,NA,2.57757,NA,"Table 3, Model B, Bilingual 2.68",ser_method,2.68,NA,2.68,1.039739,less-than,0.01,NA,NA,0.2181220320027357,0.050971505479159435,0.36749852592910065
5JE,5JE_single-trace,Regression analysis,NA,NA,377,564,FALSE,anova,yes,0.19031579612501,0,0.34852989003526,cohen_f_squared,0.0375813008130081,0,0.136056747672559,0.198555732643903,0.791959383984965,0.189358975542737,0.364435924027207,NA,NA,127,participants,t,123,NA,-2.15,interaction,NA,cohen_f_squared,0.0375813,NA,-0.17,0.08,exact,0.03,NA,NA,-0.19031579612501026,-0.3485299543732633,-0.015097232176228876
5Kgq,5Kgq_single-trace,FE regression with SE clustered by region,NA,17,81,183,FALSE,ser,no,NA,NA,NA,ser_method,-1.734,-2.38274807888276,-1.08525192111724,NA,NA,0.745173669279027,0.975525697671605,118,NA,119,regions,t,NA,NA,-5.238671,NA,NA,NA,NA,regression_coefficient_from_fe_regression,-1.734,0.331,NA,NA,NA,NA,-0.4343838864081572,-0.5577322518920595,-0.2791698594842474
5KrD,5KrD_single-trace,OLS regression,5,NA,863,1292,FALSE,anova,yes,0.126797034979669,0.0191483599664794,0.22713491911221,cohen_f_squared,0.0163401974086925,3.6469821131358e-4,0.0540857694583628,0.46250102875855,0.9965761812546,0.222191857503638,0.432074575785901,NA,NA,353,individuals,t,348,NA,-2.384615,NA,b = -.31,cohen_f_squared,0.0163402,unstandardized_coefficient,-0.31,0.13,exact,0.01763205,two-tailed,NA,-0.12679703497966893,-0.22713492076766517,-0.022239071486152787
5N2E,5N2E_single-trace,Single equation regression analysis (e.g. ordinary least squares (OLS) regression),NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,US state,NA,45,NA,NA,interaction,NA,NA,NA,standardized_coefficient,0.12,4.59762,exact,0.03,one-tailed,NA,NA,NA,NA
5PyD,5PyD_j6o1rx,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,undergraduates,NA,NA,NA,NA,main effect,"Table 5, Type of regression? = Erickson–Whited higher-order-moments, Posterior probability of being in an early-prefering group, finite mixture model (C = 4): 0.507 (0.014), significant at the 1% level]",ser_method,0.507,NA,0.507,0.014,less-than,0.01,NA,FALSE,NA,NA,NA
5PyD,5PyD_single-trace,linear errors-in-variables regression model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,individuals,NA,NA,NA,NA,NA,"b=0.507, SE=0.014",regression_coefficient,0.507,unstandardized_coefficient,0.507,0.014,less-than,0.01,undetermined,NA,NA,NA,NA
5PyD,5PyD_x64975,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,undergraduates,NA,NA,NA,NA,main effect,"Table 5, Type of regression? = Linear, Posterior probability of being in an early-prefering group, finite mixture model (C = 4): 0.201 (0.108), Significant at the 10% level",ser_method,0.201,NA,0.201,0.108,less-than,0.1,NA,FALSE,NA,NA,NA
5Q82,5Q82_single-trace,Multilevel regression,NA,81004,396952,906915,FALSE,ser,no,NA,NA,NA,ser_method,-0.021,-0.0366797118763204,-0.00532028812367957,NA,NA,0.259198920544577,0.503547768617489,10.78657851,NA,146090,observations in 21 European countries across 5 years,t,NA,NA,-2.625,interaction,Table 1 column 2 foreign born x gap,ser_method,-0.021,NA,-0.021,0.008,exact,0.008664897,two-tailed,NA,-0.6243419648986965,-0.8266060860944932,-0.10137085515138838
5XEE,5XEE_single-trace,Single equation regression,4,NA,471,1056,FALSE,ser_t,no,NA,NA,NA,ser_method_t,-0.015,-0.0248444431122465,-0.00515555688775353,NA,NA,0.321113114904046,0.611017545934981,NA,NA,271,participants,t,267,NA,-3,main effect,"(beta = -.19, p < .001)",ser_method,-0.19,unstandardized_coefficient,-0.015,0.005,exact,0.002954875,two-tailed,NA,-0.1805787796286538,-0.29119098777368163,-0.06235284874067722
5Xaw,5Xaw_single-trace,Multisample Structural Equation Model (MSEM),NA,102,497,1114,FALSE,ser,no,NA,NA,NA,ser_method,0.19,-1.40128470940692e-6,0.380001401284709,NA,NA,0.16518710567461,0.312368172125426,NA,NA,218,students,z,NA,NA,1.95995,NA,NA,ser_method,0.19,standardized indirect path coefficient,0.19,0.0969412717713683,exact,0.05,two_tailed,NA,0.13159024323655194,-9.4715256637129e-7,0.2566007973020396
7NEL,7NEL_single-trace,zero order correlation,NA,NA,84,194,TRUE,pearson,yes,0.46,0.399017231906844,0.516931413013908,pearson,-0.46,-0.516931413013908,-0.399017231906844,0.748772428902815,0.999999999821042,0.99998809993127,0.999999999999991,NA,NA,689,US survey respondents,t,687,NA,-13.57885,NA,NA,pearson_r,-0.46,r,-0.46,NA,less-than,0.001,NA,NA,-0.46000008222422584,-0.5129378462160674,-0.40140532632984693
