paper_id,claim_id,orig_analysis_type,orig_total_model_params,orig_sample_size_50_for_100,orig_sample_size_90_for_75,orig_sample_size_90_for_50,is_covid,orig_stat_type_for_repli,orig_pearsons_r_defined,orig_pearsons_r_value,orig_pearsons_r_ci_lb,orig_pearsons_r_ci_ub,orig_effect_size_type_repli,orig_effect_size_value_repli,orig_effect_size_ci_lb,orig_effect_size_ci_ub,orig_power_threshold_small,orig_power_threshold_medium,orig_power_for_50_effect,orig_power_for_75_effect,original_effective_df1_reference,original_effective_sample_size,orig_sample_size_value,orig_sample_size_units,orig_stat_type,orig_stat_dof_1,orig_stat_dof_2,orig_stat_value,orig_stat_interaction,orig_effect_size_text,orig_effect_size_type_repro,orig_effect_size_value_repro,orig_coef_type,orig_coef_value,orig_coef_se,orig_p_value_type,orig_p_value,orig_p_value_tails,bushel_complex,orig_conv_r,orig_conv_r_lb,orig_conv_r_ub
LyWB,LyWB_l3dk22,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 6, M10, DEC share /population share (within): -1.37, Standard error = 0.38, p < 0.01",ser_method,-1.37,NA,-1.37,0.38,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_m5939x,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,counties,NA,NA,NA,NA,main effect,"Table 4, M1, Development summary index: -1.81, Standard error = 0.48, p < 0.01",ser_method,-1.81,NA,-1.81,0.48,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_m8yqyv,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 4, M2, Development summary index: -1.59, Standard error = 0.50, p < 0.01",ser_method,-1.59,NA,-1.59,0.5,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_mydldv,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,counties,NA,NA,NA,NA,main effect,"Table 4, M1, Ethnic marginalization: 1.32, Standard error = 0.42, p < 0.01",ser_method,1.32,NA,1.32,0.42,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_npzyo9,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 5, M7, Economic activity summary index: -1.00, Standard error = 0.29, p < 0.01",ser_method,-1,NA,-1,0.29,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_oq6yny,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 5, M6, Social services summary index: -1.70, Standard error = 0.66, p < 0.01",ser_method,-1.7,NA,-1.7,0.66,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_pxwkzw,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,counties,NA,NA,NA,NA,main effect,"Table 7, 1996–2000, Development index: -2.79, Standard error = 1.53, p < 0.1",ser_method,-2.79,NA,-2.79,1.53,less-than,0.1,NA,FALSE,NA,NA,NA
LyWB,LyWB_qzqywo,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,counties,NA,NA,NA,NA,main effect,"Table 7, 2001–2005, DEC share ratio: -3.20, Standard error = 0.87, p < 0.01",ser_method,-3.2,NA,-3.2,0.87,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_rljy6w,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 6, M9, DEC share ratio (between): -0.43, Standard error = 0.25, p < 0.1",ser_method,-0.43,NA,-0.43,0.25,less-than,0.1,NA,FALSE,NA,NA,NA
LyWB,LyWB_single-trace,Logistic regression (specifically),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,observations,NA,NA,NA,NA,NA,NA,NA,NA,unstandardized_coefficient,-0.79,0.2,less-than,0.01,undetermined,NA,NA,NA,NA
LyWB,LyWB_vpoyq5,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 6, M9, DEC share /population share (within): -1.13, Standard error = 0.36, p < 0.01",ser_method,-1.13,NA,-1.13,0.36,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_wqd2x3,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,counties,NA,NA,NA,NA,main effect,"Table 7, 1996–2000, DEC share ratio: -0.56, Standard error = 0.29, p < 0.1",ser_method,-0.56,NA,-0.56,0.29,less-than,0.1,NA,FALSE,NA,NA,NA
LyWB,LyWB_xxv246,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,counties,NA,NA,NA,NA,main effect,"Table 7, 2001–2005, Development index: -1.52, Standard error = 0.84, p < 0.1",ser_method,-1.52,NA,-1.52,0.84,less-than,0.1,NA,FALSE,NA,NA,NA
LyWB,LyWB_y7z21v,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,counties,NA,NA,NA,NA,main effect,"Table 4, M5, DEC share ratio: -0.78, Standard error = 0.20, p < 0.01",ser_method,-0.78,NA,-0.78,0.2,less-than,0.01,NA,FALSE,NA,NA,NA
LyWB,LyWB_y7z25v,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,counties,NA,NA,NA,NA,main effect,"Table 8, (D), Splinter: 0.027, Standard error = 0.014, p < 0.05",ser_method,0.027,NA,0.027,0.014,less-than,0.05,NA,FALSE,NA,NA,NA
LyWB,LyWB_zl6o9k,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,counties,NA,NA,NA,NA,main effect,"Table 6, M10, DEC share ratio (between): -0.47, Standard error = 0.26, p < 0.1",ser_method,-0.47,NA,-0.47,0.26,less-than,0.1,NA,FALSE,NA,NA,NA
N8pB,N8pB_single-trace,Between-subjects t-test,NA,74,346,772,FALSE,indep,yes,0.227493588299954,0.00649594175159689,0.417353211580777,d_sample (indep),0.46128603937967,0.0128266456720858,0.906825758612172,0.14185486893479,0.592645047193965,0.173116110106377,0.329632221545239,NA,NA,79,participants,t,77,NA,2.05,NA,NA,cohen_d,0.467277771266265,NA,NA,NA,exact,0.04376873,two-tailed,NA,0.22749358829995348,0.006505063407657603,0.4173482322101697
Nj8V,Nj8V_single-trace,ANOVA,NA,NA,386,858,FALSE,anova,yes,0.217076955191486,0.081879570241599,0.340426511506552,cohen_f_squared,0.049452736318408,0.00668301687022168,0.12978980160025,0.294278569947957,0.943507495720622,0.350943783223718,0.657264116695985,NA,NA,209,undergraduate students,F,1,201,9.94,interaction,NA,cohen_f_squared,0.04945273097,NA,NA,NA,exact,0.001864848,two-tailed,NA,0.2170769551914855,0.08189182948673762,0.3404265072426735
Njqj,Njqj_b2r6jp,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,students,NA,NA,NA,NA,main effect,"Table 3, (4m), Amount sent: -0.0043 (0.002), p-value < .01",ser_method,-0.0043,NA,-0.0043,0.002,less-than,0.01,NA,TRUE,NA,NA,NA
Njqj,Njqj_m56p47,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,students,NA,NA,NA,NA,main effect,"[Table 3, (2m), Ave. percent returned: -0.093 (0.079), p-value = .16]",ser_method,-0.093,NA,-0.093,0.079,exact,0.16,NA,TRUE,NA,NA,NA
Njqj,Njqj_mynkxx,Single equation regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,students,NA,NA,NA,NA,main effect,"p-value > .40, Table 3, (6), Lottery chosen: -0.046 (0.051)",ser_method,-0.046,NA,-0.046,0.051,greater-than,0.4,NA,TRUE,NA,NA,NA
Njqj,Njqj_single-trace,Single equation regression analysis (e.g. ordinary least squares (OLS) regression),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,students,NA,NA,NA,NA,NA,"b = ‚àí0.0043, SE = 0.002",average_marginal_effect,-0.0043,unstandardized_coefficient,-0.0043,0.002,less-than,0.01,undetermined,NA,NA,NA,NA
NrrW,NrrW_single-trace,Contingency table,NA,NA,NA,NA,FALSE,lor,yes,0.151657758400418,NA,NA,log_odds_ratio,1.37636087615352,1.19012433333205,1.56259741897498,0.989477436717261,1,0.999999936278761,1,NA,NA,13213,middle school and high school students in 30 schools,chi_squared,1,NA,303.9,NA,NULL,NA,NA,NA,NA,NA,exact,4.657047999999999e-68,two-tailed,NA,0.1516577584004176,0.13460685564027075,0.16870866086836728
Nv99,Nv99_2qq43d,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,municipalities,NA,NA,NA,NA,interaction,"Table 3, (3), Neighboring effects of leadership captures on homicides among the general population, after(6–12 months) * (leader neigh): Coefficient = 0.262, standard error = 0.133, p < .05, Percentage = 29.9",ser_method,0.262,NA,0.262,0.133,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_3n6w71,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,municipalities,NA,NA,NA,NA,interaction,"Table 4, (2), Neighboring effects of captures of leaders: neighboring municipalities and strategic points, after(1–6 months) * (leader neigh) * SP: Coefficient = 0.975, standard error = 0.357, p < .01, Percentage = 165.0",ser_method,0.975,NA,0.975,0.357,less-than,0.01,NA,FALSE,NA,NA,NA
Nv99,Nv99_4jjrp5,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,municipalities,NA,NA,NA,NA,interaction,"Table 4, (1), Neighboring effects of captures of lieutenants: neighboring municipalities and strategic points, after(1–6 months) * (lieu neigh) * SP: Coefficient = 0.226, standard error = 0.133, p < .1, Percentage = 25.4",ser_method,0.226,NA,0.226,0.133,less-than,0.1,NA,FALSE,NA,NA,NA
Nv99,Nv99_511rql,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,municipalities,NA,NA,NA,NA,interaction,"Table 4, (2), Neighboring effects of captures of lieutenants: neighboring municipalities and strategic points, after(1–6 months) * (lieu neigh) * SP: Coefficient = 0.417, standard error = 0.213, p < .05, Percentage = 51.8",ser_method,0.417,NA,0.417,0.213,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_6rpxdy,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,municipalities,NA,NA,NA,NA,interaction,"Table 2, (4), Effects of leadership captures on homicides presumably related to DTOs, after(1–6 months) * (leader): Coefficient = 0.398, standard error = 0.155, p < .01, Percentage = 48.9",ser_method,0.398,NA,0.398,0.155,less-than,0.01,NA,FALSE,NA,NA,NA
Nv99,Nv99_7oqj2d,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,municipalities,NA,NA,NA,NA,interaction,"Table 2, (2), Effects of leadership captures on homicides among the general population, after(1–6 months) * (leader): Coefficient = 0.373, standard error = 0.139, p < .01, Percentage = 45.3",ser_method,0.373,NA,0.373,0.139,less-than,0.01,NA,FALSE,NA,NA,NA
Nv99,Nv99_855nv6,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,municipalities,NA,NA,NA,NA,interaction,"Table 4, (3), Neighboring effects of captures of lieutenants: neighboring municipalities and strategic points, after(6–12 months) * (lieu neigh) * SP: Coefficient = 0.282, standard error = 0.128, p < .05, Percentage = 32.6",ser_method,0.282,NA,0.282,0.128,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_9yy941,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,municipalities,NA,NA,NA,NA,interaction,"Table 4, (2), Neighboring effects of captures of leaders: neighboring municipalities and strategic points, after(6–12 months) * (leader neigh) * SP: Coefficient = 0.814, standard error = 0.459, p < .1, Percentage = 125.7",ser_method,0.814,NA,0.814,0.459,less-than,0.1,NA,FALSE,NA,NA,NA
Nv99,Nv99_dxd248,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,municipalities,NA,NA,NA,NA,interaction,"Table 2, (1), Effects of leadership captures on homicides presumably related to DTOs, after(1–6 months) * (leader): Coefficient = 0.272, standard error = 0.12, p < .05, Percentage = 31.2",ser_method,0.272,NA,0.272,0.12,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_kzdq4r,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,municipalities,NA,NA,NA,NA,interaction,"Table 2, (3), Effects of leadership captures on homicides among the general population, after(1–6 months) * (leader): Coefficient = 0.293, standard error = 0.121, p < .05, Percentage = 34.0",ser_method,0.293,NA,0.293,0.121,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_l8rxkk,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,municipalities,NA,NA,NA,NA,interaction,"Table 2, (2), Effects of leadership captures on homicides presumably related to DTOs, after(1–6 months) * (leader): Coefficient = 0.408, standard error = 0.149, p < .01, Percentage = 50.3",ser_method,0.408,NA,0.408,0.149,less-than,0.01,NA,FALSE,NA,NA,NA
Nv99,Nv99_rxk9y1,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,municipalities,NA,NA,NA,NA,interaction,"Table 2, (1), Effects of leadership captures on homicides among the general population, after(1–6 months) * (leader): Coefficient = 0.292, standard error = 0.111, p < .01, Percentage = 33.9",ser_method,0.292,NA,0.292,0.111,less-than,0.01,NA,FALSE,NA,NA,NA
Nv99,Nv99_single-trace,poisson regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989,captures,NA,NA,NA,NA,interaction,NA,NA,NA,unstandardized_coefficient,0.311,0.126,less-than,0.05,two-tailed,NA,NA,NA,NA
Nv99,Nv99_vnr7y3,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989,observations,NA,NA,NA,NA,interaction,"Table 2, (3), Effects of leadership captures on homicides presumably related to DTOs, after(1–6 months) * (leader): Coefficient = 0.311, standard error = 0.126, p < .05, Percentage = 36.5",ser_method,0.311,NA,0.311,0.126,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_yyy36d,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,municipalities,NA,NA,NA,NA,interaction,"Table 3, (1), Neighboring effects of leadership captures on homicides among the general population, after(6–12 months) * (leader neigh): Coefficient = 0.289, standard error = 0.135, p < .05, Percentage = 33.6",ser_method,0.289,NA,0.289,0.135,less-than,0.05,NA,FALSE,NA,NA,NA
Nv99,Nv99_zxv3o3,Other regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,municipalities,NA,NA,NA,NA,interaction,"Table 2, (4), Effects of leadership captures on homicides among the general population, after(1–6 months) * (leader): Coefficient = 0.367, standard error = 0.141, p < .01, Percentage = 44.3",ser_method,0.367,NA,0.367,0.141,less-than,0.01,NA,FALSE,NA,NA,NA
O3G0,O3G0_single-trace,linear mixed model,52,NA,216,640,TRUE,ser,no,NA,NA,NA,ser_method,0.3907,0.0522195901712504,0.72918040982875,NA,NA,0.204607529970623,0.396322620274271,NA,NA,36,items,t,38.17,NA,2.263,NA,NA,NA,36,unstandardized regression coefficient,0.3907,0.17269726,threshold,0.05,NA,NA,0.34394175051093245,0.036378454640784874,0.5688612591349118
O3Gy,O3Gy_single-trace,logistic regression,NA,175,847,1906,TRUE,ser,no,NA,NA,NA,ser_method,1.704748092,1.10779782703477,2.30169835696523,NA,NA,0.799162964954784,0.987387174963625,NA,NA,1420,respondents,z,NA,NA,5.597191,NA,aOR: 5.5,odds_ratio,5.5,logistic_regression_log_odds_coeff,1.70474809223843,0.304572058283784,less-than,0.05,NA,NA,0.14692214433270984,0.09607547734354097,0.19663092527340736
OKRy,OKRy_single-trace,Between-subjects ANOVA,NA,59,275,616,FALSE,anova,yes,0.253263203758348,0.0861015648487521,0.399761945795875,cohen_f_squared,0.0685384615384615,0.0073556852444408,0.187324513612351,0.207208991340596,0.813546046720381,0.320473439284972,0.609977295085375,NA,NA,138,participants,F,1,130,8.91,NA,NA,cohen_f_squared,0.0685384615384615,NA,NA,NA,exact,0.003389371,two-tailed,NA,0.2532632037583481,0.08617436225778675,0.3997619558668408
OY3B,OY3B_21drv2,Multilevel regression,20,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10477,Men,NA,NA,NA,NA,interaction,"Table 4, Model 2a, Men, Lives with children x Percent (strongly) disapproves: B = 0.002, SE = 0.001, P<0.05",ser_method,0.002,unstandardized,0.002,0.001,less-than,0.05,NA,FALSE,NA,NA,NA
OY3B,OY3B_8r3dlz,Multilevel regression,20,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13718,Women,NA,NA,NA,NA,interaction,"Table 4, Model 2a, Women, Lives with children x Percent (strongly) disapproves: B = 0.003, SE = 0.001, P<0.01",ser_method,0.003,unstandardized,0.003,0.001,less-than,0.01,NA,FALSE,NA,NA,NA
OY3B,OY3B_n38dk7,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13718,Women,NA,NA,NA,NA,interaction,"Table 4, Model 2b, Women, Empty nest x Level of social contacts: B = -0.079, SE = 0.029, P<0.01",ser_method,-0.079,unstandardized,-0.079,0.029,less-than,0.01,NA,FALSE,NA,NA,NA
OY3B,OY3B_oko481,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13718,Women,NA,NA,NA,NA,interaction,"Table 4, Model 2b, Women, Lives with children x Level of social contacts: B = -0.122, SE = 0.036, P<0.01",ser_method,-0.122,unstandardized,-0.122,0.036,less-than,NA,NA,FALSE,NA,NA,NA
OY3B,OY3B_single-trace,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10477,men,NA,NA,NA,NA,NA,NA,NA,NA,b,0.002,0.001,less-than,0.05,NA,NA,NA,NA,NA
OYX0,OYX0_2n1rrj,Comparison between two correlations or coefficients,NA,388,1887,4247,FALSE,ser,no,NA,NA,NA,ser_method,5,2.15636273346225,7.84363726653775,NA,NA,0.406501636868965,0.733920855756407,NA,NA,1200,students,z,NA,NA,3.446227,NA,NULL,NA,NA,difference_in_model_parameters,5,1.450862,exact,5.684714e-4,two-tailed,FALSE,0.09899532873750672,0.042865282220283914,0.15419679820305787
OYX0,OYX0_5o9y12,Comparison between two correlations or coefficients,NA,1382,6722,15123,FALSE,ser,no,NA,NA,NA,ser_method,8.45,5.58355659253814,11.3164434074619,NA,NA,0.823537641908782,0.991186827655346,NA,NA,12012,students,z,NA,NA,5.777786,NA,NULL,NA,NA,difference_in_model_parameters,8.45,1.462498,exact,7.568989e-9,two-tailed,FALSE,0.052644274970283074,0.03481325908533053,0.07042508311031907
OYX0,OYX0_nl3ddr,Comparison between two correlations or coefficients,NA,NA,NA,NA,FALSE,ser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12012,students,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,greater-than,0.01,NA,TRUE,NA,NA,NA
OYX0,OYX0_o7k44p,Comparison between two correlations or coefficients,NA,NA,NA,NA,FALSE,ser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12012,students,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,greater-than,0.01,NA,TRUE,NA,NA,NA
OYX0,OYX0_single-trace,Multi-group item response theory,NA,389,1888,4247,FALSE,ser,no,NA,NA,NA,ser_method,-5,-7.84363726653775,-2.15636273346225,NA,NA,0.406501636868965,0.733920855756407,NA,NA,1200,Spanish and Asian-language speaking ELL individuals,NA,NA,NA,-3.446227,NA,NA,NA,NA,difference_in_model_parameters,-5,1.450862,exact,5.684714e-4,two-tailed,NA,NA,NA,NA
OYX0,OYX0_y5wnn9,Comparison between two correlations or coefficients,NA,13986,68014,153037,FALSE,ser,no,NA,NA,NA,ser_method,2.46,-0.194575220661049,5.11457522066105,NA,NA,0.148507354451516,0.275454228415016,NA,NA,12012,students,z,NA,NA,1.816302,NA,NULL,NA,NA,difference_in_model_parameters,2.46,1.3544,exact,0.06932404,two-tailed,FALSE,0.016569933698647663,-0.001310792134192317,0.03443477732099068
OYX0,OYX0_ywd1y9,Comparison between two correlations or coefficients,NA,763,3710,8348,FALSE,ser,no,NA,NA,NA,ser_method,5.99,4.48031872925737,7.49968127074263,NA,NA,0.97309326620095,0.999946134229728,NA,NA,12012,students,z,NA,NA,7.776598,NA,NULL,NA,NA,difference_in_model_parameters,5.99,0.7702597,exact,7.450089e-15,two-tailed,FALSE,0.07077689129483593,0.05299724764445518,0.088489336242784
OeGv,OeGv_8vrpd2,Single equation regression,NA,22,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-19.49,-36.5612863053439,-2.41871369465613,NA,NA,0.201175345583129,0.389216155221479,NA,NA,29,countries,t,14,NA,-2.2379349,main effect,"TABLE 6, GOV, panel 6, beta: coefficient = -19.49, standard error = 8.71, p = .05",ser_method,-19.49,NA,-19.49,8.71,exact,0.05,NA,FALSE,-0.5133046625441811,-0.7565856841574093,-0.021153853703659277
OeGv,OeGv_bnxon4,Single equation regression,NA,6,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-18.73,-28.1182274859469,-9.34177251405314,NA,NA,0.498110659179966,0.834651335395849,NA,NA,24,countries,t,10,NA,-3.9150187,main effect,"TABLE 4, PRIVATE, Long specification, beta (strong): coefficient = -18.73, standard error = 4.79, p = .01",ser_method,-18.73,NA,-18.73,4.79,exact,0.01,NA,FALSE,-0.7779268855100577,-0.8978818772427496,-0.37292334075127187
OeGv,OeGv_br469p,Single equation regression,NA,4,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-22.73,-30.707053417078,-14.752946582922,NA,NA,0.797414851616598,0.98708009960069,NA,NA,33,countries,t,25,NA,-5.5843647,main effect,"TABLE 4, GOV, Short specification, beta (strong): coefficient = -22.73, standard error = 4.07, p = .01",ser_method,-22.73,NA,-22.73,4.07,exact,0.01,NA,FALSE,-0.745011680163986,-0.8492365647314816,-0.5216381150207011
OeGv,OeGv_gv8q78,Single equation regression,NA,7,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-19.56,-28.3994375702756,-10.7205624297244,NA,NA,0.582618652411928,0.901961293334956,NA,NA,33,countries,t,19,NA,-4.3351478,main effect,"TABLE 4, GOV, Long specification, beta (strong): coefficient = -19.56, standard error = 4.51, p = .01",ser_method,-19.56,NA,-19.56,4.51,exact,0.01,NA,FALSE,-0.7051724147385782,-0.8377476855126839,-0.4006629037365035
OeGv,OeGv_jp69y8,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.01,-6.06628871222876,6.04628871222877,NA,NA,0.0500002999294439,0.0500006748414037,NA,NA,39,countries,NA,NA,NA,NA,main effect,"TABLE 4, PRIVATE, No controls, beta (weak): coefficient = -0.01, standard error = 3.09",ser_method,-0.01,NA,-0.01,3.09,NA,NA,NA,TRUE,NA,NA,NA
OeGv,OeGv_single-trace,presumably multiple regression,14,6,29,66,FALSE,ser,no,NA,NA,NA,ser_method,-18.73,-28.1182274859469,-9.34177251405314,NA,NA,0.498110659179966,0.834651335395849,NA,NA,24,strong democracies,t,10,NA,-3.9150187,NA,NA,NA,NA,coefficient,-18.73,4.79,exact,0.01,NA,NA,-0.7779268855100577,-0.8978818772427496,-0.37292334075127187
OeGv,OeGv_y6w8q7,Single equation regression,NA,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-3.88,-14.7578001141973,6.9978001141973,NA,NA,0.0641112564530631,0.0820429847485806,NA,NA,39,countries,NA,NA,NA,NA,main effect,"TABLE 4, GOV, Long specification, beta (weak): coefficient = -3.88, standard error = 5.55",ser_method,-3.88,NA,-3.88,5.55,NA,NA,NA,TRUE,NA,NA,NA
Ovkm,Ovkm_single-trace,LCA model choice/CFA,NA,NA,269,606,FALSE,ser,no,NA,NA,NA,ser_method,-0.439,-0.544838055165163,-0.333161944834837,NA,NA,0.982347853386804,0.999982425976646,NA,NA,953,participants,NA,NA,NA,NA,NA,NA,NA,NA,unstandardized_coef,-0.439,0.054,less-than,0.05,NA,NA,NA,NA,NA
Ow0,Ow0_single-trace,One-way ANOVA,NA,NA,262,584,FALSE,indep,yes,0.261918137046789,0.074863531225802,0.422724642600683,d_sample (indep),0.537639845783016,0.14872517085338,0.924058278068726,0.175078256444885,0.722445301289111,0.27839849625133,0.538507098548508,NA,NA,106,participants,F,1,104,7.66,main effect,omega squared = 0.059,cohen_d,0.5376398,NA,NA,NA,exact,0.007,NA,NA,0.261918137046789,0.07486337493599488,0.42272541689661525
P1rY,P1rY_4q9w49,Single equation regression,13,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,Internet panelists,NA,NA,NA,NA,main effect,NULL,NA,NA,unstandardized,0.194,0.042,less-than,0.01,two-tailed,TRUE,NA,NA,NA
